"gene_id","length"
"RNA5SP449",130
"RNA5SP45",92
"RNA5SP450",102
"RNA5SP451",110
"RNA5SP452",119
"RNA5SP453",119
"RNA5SP454",127
"RNA5SP455",119
"RNA5SP456",114
"RNA5SP457",124
"RNA5SP458",238
"RNA5SP459",100
"RNA5SP46",120
"RNA5SP460",100
"RNA5SP461",104
"RNA5SP462",112
"RNA5SP463",120
"RNA5SP464",108
"RNA5SP465",109
"RNA5SP466",108
"RNA5SP467",118
"RNA5SP468",93
"RNA5SP469",109
"RNA5SP47",109
"RNA5SP470",106
"RNA5SP471",106
"RNA5SP472",119
"RNA5SP473",75
"RNA5SP474",90
"RNA5SP475",110
"RNA5SP476",103
"RNA5SP477",119
"RNA5SP478",115
"RNA5SP479",117
"RNA5SP48",126
"RNA5SP480",109
"RNA5SP481",122
"RNA5SP482",118
"RNA5SP483",118
"RNA5SP484",111
"RNA5SP485",119
"RNA5SP486",83
"RNA5SP487",122
"RNA5SP488",116
"RNA5SP489",109
"RNA5SP49",115
"RNA5SP490",136
"RNA5SP491",118
"RNA5SP492",114
"RNA5SP493",91
"RNA5SP494",129
"RNA5SP495",110
"RNA5SP496",109
"RNA5SP497",97
"RNA5SP498",240
"RNA5SP499",119
"RNA5SP50",91
"RNA5SP500",119
"RNA5SP501",112
"RNA5SP502",119
"RNA5SP503",117
"RNA5SP504",117
"RNA5SP505",110
"RNA5SP506",119
"RNA5SP507",121
"RNA5SP508",119
"RNA5SP509",119
"RNA5SP51",119
"RNA5SP510",99
"RNA5SP511",115
"RNA5SP512",120
"RNA5SP513",118
"RNA5SP514",111
"RNA5SP515",118
"RNA5SP516",119
"RNA5SP517",117
"RNA5SP518",119
"RNA5SP519",119
"RNA5SP52",134
"RNA5SP520",113
"RNA5SP521",116
"RNA5SP522",316
"RNA5SP523",313
"RNA5SP524",116
"RNA5SP525",112
"RNA5SP526",174
"RNA5SP527",127
"RNA5SP528",119
"RNA5SP529",110
"RNA5SP53",120
"RNA5SP530",118
"RNA5SP531",102
"RNA5SP532",119
"RNA5SP533",110
"RNA5SP534",284
"RNA5SP535",107
"RNA5SP536",123
"RNA5SP54",92
"RNA5SP55",125
"RNA5SP56",118
"RNA5SP57",123
"RNA5SP59",110
"RNA5SP60",87
"RNA5SP61",100
"RNA5SP62",110
"RNA5SP63",112
"RNA5SP64",107
"RNA5SP65",119
"RNA5SP66",101
"RNA5SP67",131
"RNA5SP68",119
"RNA5SP69",117
"RNA5SP70",79
"RNA5SP71",126
"RNA5SP72",117
"RNA5SP73",108
"RNA5SP74",109
"RNA5SP75",111
"RNA5SP76",87
"RNA5SP77",120
"RNA5SP78",118
"RNA5SP79",109
"RNA5SP80",111
"RNA5SP82",92
"RNA5SP84",107
"RNA5SP85",119
"RNA5SP86",98
"RNA5SP87",118
"RNA5SP88",109
"RNA5SP89",108
"RNA5SP90",99
"RNA5SP91",119
"RNA5SP92",110
"RNA5SP93",114
"RNA5SP94",108
"RNA5SP95",137
"RNA5SP96",107
"RNA5SP97",84
"RNA5SP98",137
"RNA5SP99",90
"RNASE1",1030
"RNASE10",4014
"RNASE11",2262
"RNASE12",807
"RNASE13",1631
"RNASE2",720
"RNASE2CP",605
"RNASE3",734
"RNASE4",2276
"RNASE6",1039
"RNASE7",1362
"RNASE8",634
"RNASE9",1247
"RNASEH1",7700
"RNASEH1-DT",1373
"RNASEH1P1",823
"RNASEH1P2",896
"RNASEH1P3",2286
"RNASEH2A",1164
"RNASEH2B",4515
"RNASEH2B-AS1",625
"RNASEH2C",2645
"RNASEH2CP1",634
"RNASEK",820
"RNASEK-C17orf49",1909
"RNASEL",5034
"RNASET2",8805
"RND1",1653
"RND2",4211
"RND3",2807
"RNF10",4022
"RNF103",5096
"RNF103-CHMP3",3373
"RNF10P1",615
"RNF11",3074
"RNF111",6868
"RNF112",7477
"RNF113A",1259
"RNF113B",1380
"RNF114",2447
"RNF115",9187
"RNF11P1",2373
"RNF11P2",643
"RNF121",2925
"RNF122",2198
"RNF123",4495
"RNF125",8672
"RNF126",2642
"RNF126P1",1318
"RNF128",3374
"RNF13",4046
"RNF130",13604
"RNF133",1383
"RNF135",3813
"RNF138",3579
"RNF138P1",5701
"RNF138P2",515
"RNF139",3199
"RNF139-DT",5825
"RNF14",5044
"RNF141",4049
"RNF144A",9440
"RNF144B",5053
"RNF145",4796
"RNF146",11550
"RNF148",1255
"RNF149",9851
"RNF14P1",1581
"RNF14P2",153
"RNF14P3",1588
"RNF14P4",1451
"RNF150",11798
"RNF151",1176
"RNF152",9495
"RNF152P1",938
"RNF157",9111
"RNF157-AS1",2177
"RNF165",12491
"RNF166",6711
"RNF167",2633
"RNF168",5347
"RNF169",7905
"RNF17",8464
"RNF170",5719
"RNF175",3243
"RNF180",12269
"RNF181",2758
"RNF182",4101
"RNF183",6035
"RNF185",3447
"RNF186",1255
"RNF187",6236
"RNF19A",6499
"RNF19B",4971
"RNF19BPX",818
"RNF19BPY",1006
"RNF2",5027
"RNF20",4281
"RNF207",5078
"RNF207-AS1",378
"RNF208",2974
"RNF212",4427
"RNF212B",2569
"RNF213",25682
"RNF213-AS1",3699
"RNF214",3517
"RNF215",2011
"RNF216",6623
"RNF216-IT1",337
"RNF216P1",2430
"RNF217",15233
"RNF217-AS1",5345
"RNF220",6643
"RNF222",3251
"RNF223",1900
"RNF224",1755
"RNF225",1424
"RNF227",2894
"RNF24",8208
"RNF25",1566
"RNF26",2783
"RNF2P1",611
"RNF31",7198
"RNF32",4957
"RNF32-AS1",4242
"RNF32-DT",3495
"RNF34",2613
"RNF38",6541
"RNF39",21661
"RNF4",3634
"RNF40",6276
"RNF41",6050
"RNF43",7488
"RNF44",5865
"RNF5",7819
"RNF5P1",1085
"RNF6",4490
"RNF6P1",659
"RNF7",2933
"RNF7P1",606
"RNF8",6029
"RNFT1",2122
"RNFT1-DT",1870
"RNFT1P1",926
"RNFT1P2",1393
"RNFT1P3",1970
"RNFT2",5825
"RNGTT",5864
"RNGTTP1",675
"RNH1",4811
"RNLS",33266
"RNMT",7040
"RNPC3",2144
"RNPC3-DT",1771
"RNPC3P1",1802
"RNPEP",2701
"RNPEPL1",5761
"RNPS1",2955
"RNPS1P1",4929
"RNR1",954
"RNR2",1559
"RNU1-1",164
"RNU1-100P",165
"RNU1-101P",127
"RNU1-103P",125
"RNU1-104P",175
"RNU1-105P",161
"RNU1-107P",154
"RNU1-108P",161
"RNU1-109P",147
"RNU1-112P",164
"RNU1-114P",166
"RNU1-115P",160
"RNU1-116P",294
"RNU1-117P",112
"RNU1-119P",330
"RNU1-11P",216
"RNU1-123P",160
"RNU1-124P",145
"RNU1-125P",129
"RNU1-128P",160
"RNU1-129P",167
"RNU1-130P",160
"RNU1-131P",161
"RNU1-132P",163
"RNU1-133P",167
"RNU1-134P",165
"RNU1-136P",160
"RNU1-138P",164
"RNU1-139P",165
"RNU1-140P",165
"RNU1-141P",158
"RNU1-142P",145
"RNU1-143P",146
"RNU1-146P",165
"RNU1-148P",162
"RNU1-149P",161
"RNU1-14P",154
"RNU1-150P",162
"RNU1-151P",125
"RNU1-152P",147
"RNU1-153P",146
"RNU1-154P",167
"RNU1-155P",135
"RNU1-15P",132
"RNU1-16P",157
"RNU1-17P",152
"RNU1-18P",164
"RNU1-19P",165
"RNU1-2",164
"RNU1-20P",162
"RNU1-21P",163
"RNU1-22P",158
"RNU1-23P",144
"RNU1-24P",165
"RNU1-27P",164
"RNU1-28P",164
"RNU1-29P",126
"RNU1-3",164
"RNU1-30P",163
"RNU1-31P",176
"RNU1-32P",159
"RNU1-33P",162
"RNU1-34P",157
"RNU1-35P",153
"RNU1-36P",165
"RNU1-38P",144
"RNU1-39P",165
"RNU1-4",164
"RNU1-40P",164
"RNU1-42P",154
"RNU1-43P",165
"RNU1-44P",163
"RNU1-45P",141
"RNU1-46P",158
"RNU1-47P",163
"RNU1-48P",162
"RNU1-49P",159
"RNU1-51P",704
"RNU1-52P",164
"RNU1-54P",120
"RNU1-55P",159
"RNU1-56P",158
"RNU1-57P",166
"RNU1-58P",163
"RNU1-5P",144
"RNU1-61P",151
"RNU1-62P",328
"RNU1-63P",163
"RNU1-64P",163
"RNU1-65P",148
"RNU1-67P",164
"RNU1-68P",146
"RNU1-6P",144
"RNU1-70P",163
"RNU1-72P",153
"RNU1-73P",164
"RNU1-74P",171
"RNU1-75P",129
"RNU1-76P",159
"RNU1-77P",160
"RNU1-78P",165
"RNU1-79P",149
"RNU1-7P",164
"RNU1-80P",161
"RNU1-82P",330
"RNU1-83P",163
"RNU1-84P",164
"RNU1-86P",154
"RNU1-88P",106
"RNU1-89P",164
"RNU1-8P",165
"RNU1-91P",326
"RNU1-93P",169
"RNU1-94P",173
"RNU1-95P",160
"RNU1-96P",162
"RNU1-97P",164
"RNU1-98P",160
"RNU105B",209
"RNU105C",210
"RNU11",135
"RNU11-2P",142
"RNU11-3P",133
"RNU11-4P",133
"RNU11-5P",129
"RNU11-6P",133
"RNU12",150
"RNU12-2P",153
"RNU2-1",188
"RNU2-10P",211
"RNU2-11P",187
"RNU2-12P",168
"RNU2-13P",113
"RNU2-14P",188
"RNU2-15P",187
"RNU2-16P",136
"RNU2-17P",190
"RNU2-18P",162
"RNU2-19P",84
"RNU2-20P",191
"RNU2-21P",188
"RNU2-22P",212
"RNU2-23P",187
"RNU2-24P",143
"RNU2-25P",191
"RNU2-26P",188
"RNU2-27P",142
"RNU2-28P",189
"RNU2-29P",189
"RNU2-2P",139
"RNU2-30P",141
"RNU2-31P",155
"RNU2-32P",191
"RNU2-33P",189
"RNU2-34P",121
"RNU2-35P",142
"RNU2-36P",187
"RNU2-37P",174
"RNU2-38P",57
"RNU2-39P",198
"RNU2-3P",188
"RNU2-40P",196
"RNU2-41P",178
"RNU2-42P",113
"RNU2-43P",190
"RNU2-44P",194
"RNU2-45P",187
"RNU2-46P",113
"RNU2-47P",186
"RNU2-48P",188
"RNU2-49P",184
"RNU2-4P",189
"RNU2-50P",143
"RNU2-51P",179
"RNU2-52P",187
"RNU2-53P",147
"RNU2-54P",190
"RNU2-55P",174
"RNU2-56P",188
"RNU2-57P",188
"RNU2-58P",183
"RNU2-59P",186
"RNU2-5P",354
"RNU2-60P",128
"RNU2-61P",184
"RNU2-62P",191
"RNU2-63P",194
"RNU2-64P",186
"RNU2-65P",185
"RNU2-66P",161
"RNU2-68P",191
"RNU2-69P",100
"RNU2-6P",187
"RNU2-70P",176
"RNU2-71P",192
"RNU2-72P",163
"RNU2-7P",178
"RNU2-8P",190
"RNU2-9P",145
"RNU4-1",144
"RNU4-10P",140
"RNU4-11P",132
"RNU4-12P",150
"RNU4-13P",144
"RNU4-14P",122
"RNU4-15P",141
"RNU4-16P",141
"RNU4-17P",141
"RNU4-18P",149
"RNU4-2",141
"RNU4-20P",151
"RNU4-21P",126
"RNU4-22P",166
"RNU4-23P",140
"RNU4-24P",139
"RNU4-25P",230
"RNU4-26P",107
"RNU4-27P",139
"RNU4-28P",141
"RNU4-29P",174
"RNU4-30P",143
"RNU4-31P",141
"RNU4-32P",141
"RNU4-33P",85
"RNU4-34P",124
"RNU4-35P",141
"RNU4-36P",147
"RNU4-37P",84
"RNU4-38P",129
"RNU4-39P",127
"RNU4-3P",203
"RNU4-40P",143
"RNU4-41P",143
"RNU4-42P",142
"RNU4-43P",137
"RNU4-44P",143
"RNU4-45P",282
"RNU4-46P",141
"RNU4-47P",114
"RNU4-48P",182
"RNU4-49P",140
"RNU4-4P",403
"RNU4-50P",141
"RNU4-51P",140
"RNU4-52P",138
"RNU4-53P",140
"RNU4-54P",129
"RNU4-55P",137
"RNU4-56P",142
"RNU4-57P",135
"RNU4-58P",144
"RNU4-59P",116
"RNU4-5P",203
"RNU4-60P",135
"RNU4-61P",107
"RNU4-62P",130
"RNU4-63P",118
"RNU4-64P",131
"RNU4-65P",140
"RNU4-66P",138
"RNU4-67P",144
"RNU4-68P",141
"RNU4-69P",143
"RNU4-6P",204
"RNU4-70P",139
"RNU4-71P",113
"RNU4-72P",173
"RNU4-73P",141
"RNU4-74P",161
"RNU4-75P",146
"RNU4-76P",141
"RNU4-77P",156
"RNU4-78P",126
"RNU4-79P",141
"RNU4-7P",500
"RNU4-80P",141
"RNU4-81P",144
"RNU4-82P",140
"RNU4-83P",133
"RNU4-84P",144
"RNU4-85P",123
"RNU4-86P",219
"RNU4-87P",82
"RNU4-88P",86
"RNU4-89P",133
"RNU4-8P",679
"RNU4-90P",141
"RNU4-91P",135
"RNU4-92P",136
"RNU4-9P",139
"RNU4ATAC",130
"RNU4ATAC10P",122
"RNU4ATAC11P",126
"RNU4ATAC12P",113
"RNU4ATAC13P",126
"RNU4ATAC14P",89
"RNU4ATAC15P",126
"RNU4ATAC16P",125
"RNU4ATAC17P",120
"RNU4ATAC18P",126
"RNU4ATAC2P",126
"RNU4ATAC3P",126
"RNU4ATAC4P",126
"RNU4ATAC5P",126
"RNU4ATAC6P",126
"RNU4ATAC7P",125
"RNU4ATAC8P",109
"RNU4ATAC9P",126
"RNU5A-1",117
"RNU5A-2P",116
"RNU5A-3P",114
"RNU5A-4P",111
"RNU5A-5P",116
"RNU5A-6P",116
"RNU5A-7P",116
"RNU5A-8P",228
"RNU5B-1",117
"RNU5B-2P",87
"RNU5B-3P",72
"RNU5B-4P",224
"RNU5B-5P",88
"RNU5B-6P",278
"RNU5D-1",100
"RNU5D-2P",50
"RNU5E-1",119
"RNU5E-10P",236
"RNU5E-2P",50
"RNU5E-3P",68
"RNU5E-4P",120
"RNU5E-5P",316
"RNU5E-6P",115
"RNU5E-7P",117
"RNU5E-8P",116
"RNU5E-9P",104
"RNU5F-1",116
"RNU5F-2P",82
"RNU5F-3P",117
"RNU5F-4P",114
"RNU5F-5P",53
"RNU5F-6P",116
"RNU5F-7P",115
"RNU5F-8P",111
"RNU6-1",106
"RNU6-1000P",106
"RNU6-1001P",100
"RNU6-1003P",105
"RNU6-1004P",222
"RNU6-1005P",214
"RNU6-1006P",103
"RNU6-1007P",107
"RNU6-1008P",104
"RNU6-1009P",107
"RNU6-100P",106
"RNU6-1010P",107
"RNU6-1011P",107
"RNU6-1012P",109
"RNU6-1013P",107
"RNU6-1014P",103
"RNU6-1015P",99
"RNU6-1016P",94
"RNU6-1017P",106
"RNU6-1018P",106
"RNU6-1019P",107
"RNU6-101P",104
"RNU6-1020P",107
"RNU6-1021P",107
"RNU6-1022P",104
"RNU6-1023P",106
"RNU6-1024P",106
"RNU6-1025P",312
"RNU6-1026P",108
"RNU6-1027P",107
"RNU6-1028P",93
"RNU6-1029P",107
"RNU6-102P",104
"RNU6-1031P",107
"RNU6-1032P",107
"RNU6-1034P",101
"RNU6-1035P",107
"RNU6-1036P",104
"RNU6-1037P",107
"RNU6-1038P",104
"RNU6-1039P",107
"RNU6-103P",107
"RNU6-1040P",107
"RNU6-1041P",102
"RNU6-1042P",107
"RNU6-1043P",99
"RNU6-1044P",107
"RNU6-1045P",107
"RNU6-1046P",107
"RNU6-1047P",107
"RNU6-1048P",104
"RNU6-1049P",107
"RNU6-104P",107
"RNU6-1050P",107
"RNU6-1051P",102
"RNU6-1052P",104
"RNU6-1053P",101
"RNU6-1054P",104
"RNU6-1055P",103
"RNU6-1056P",107
"RNU6-1057P",102
"RNU6-1059P",98
"RNU6-105P",101
"RNU6-1060P",106
"RNU6-1061P",99
"RNU6-1062P",101
"RNU6-1064P",104
"RNU6-1065P",106
"RNU6-1066P",105
"RNU6-1067P",107
"RNU6-1068P",103
"RNU6-1069P",133
"RNU6-106P",106
"RNU6-1071P",101
"RNU6-1072P",212
"RNU6-1073P",106
"RNU6-1074P",104
"RNU6-1075P",105
"RNU6-1076P",104
"RNU6-1077P",78
"RNU6-1078P",103
"RNU6-1079P",109
"RNU6-107P",102
"RNU6-1080P",107
"RNU6-1081P",107
"RNU6-1082P",107
"RNU6-1083P",107
"RNU6-1084P",214
"RNU6-1085P",107
"RNU6-1086P",100
"RNU6-1087P",101
"RNU6-1088P",104
"RNU6-1089P",104
"RNU6-108P",107
"RNU6-1090P",94
"RNU6-1091P",107
"RNU6-1092P",87
"RNU6-1093P",107
"RNU6-1094P",98
"RNU6-1095P",108
"RNU6-1096P",102
"RNU6-1097P",107
"RNU6-1098P",96
"RNU6-1099P",105
"RNU6-109P",107
"RNU6-10P",106
"RNU6-1100P",104
"RNU6-1101P",81
"RNU6-1102P",96
"RNU6-1103P",107
"RNU6-1104P",101
"RNU6-1105P",107
"RNU6-1106P",107
"RNU6-1107P",104
"RNU6-1108P",99
"RNU6-1109P",107
"RNU6-110P",104
"RNU6-1110P",101
"RNU6-1111P",107
"RNU6-1112P",99
"RNU6-1113P",107
"RNU6-1114P",107
"RNU6-1115P",106
"RNU6-1116P",99
"RNU6-1117P",104
"RNU6-1118P",208
"RNU6-1119P",108
"RNU6-111P",105
"RNU6-1120P",108
"RNU6-1121P",109
"RNU6-1122P",107
"RNU6-1123P",106
"RNU6-1124P",106
"RNU6-1125P",107
"RNU6-1126P",107
"RNU6-1127P",107
"RNU6-1128P",90
"RNU6-1129P",104
"RNU6-112P",102
"RNU6-1130P",107
"RNU6-1131P",107
"RNU6-1132P",107
"RNU6-1133P",448
"RNU6-1134P",101
"RNU6-1135P",103
"RNU6-1136P",104
"RNU6-1137P",99
"RNU6-1138P",106
"RNU6-1139P",96
"RNU6-113P",101
"RNU6-1140P",68
"RNU6-1141P",107
"RNU6-1143P",104
"RNU6-1144P",104
"RNU6-1145P",106
"RNU6-1146P",102
"RNU6-1147P",107
"RNU6-1148P",104
"RNU6-1149P",97
"RNU6-114P",105
"RNU6-1150P",99
"RNU6-1151P",107
"RNU6-1152P",106
"RNU6-1153P",67
"RNU6-1154P",104
"RNU6-1155P",107
"RNU6-1156P",100
"RNU6-1157P",106
"RNU6-1158P",107
"RNU6-1159P",107
"RNU6-115P",102
"RNU6-1160P",104
"RNU6-1161P",102
"RNU6-1162P",104
"RNU6-1163P",107
"RNU6-1164P",107
"RNU6-1165P",107
"RNU6-1167P",94
"RNU6-1168P",104
"RNU6-1169P",103
"RNU6-116P",108
"RNU6-1170P",106
"RNU6-1171P",101
"RNU6-1172P",107
"RNU6-1174P",101
"RNU6-1175P",107
"RNU6-1176P",107
"RNU6-1177P",104
"RNU6-1178P",107
"RNU6-1179P",107
"RNU6-117P",107
"RNU6-1180P",100
"RNU6-1181P",106
"RNU6-1183P",60
"RNU6-1184P",108
"RNU6-1186P",97
"RNU6-1187P",110
"RNU6-1188P",107
"RNU6-1189P",107
"RNU6-118P",102
"RNU6-1190P",104
"RNU6-1191P",107
"RNU6-1192P",214
"RNU6-1193P",107
"RNU6-1194P",104
"RNU6-1195P",103
"RNU6-1196P",94
"RNU6-1197P",107
"RNU6-1198P",67
"RNU6-1199P",104
"RNU6-119P",107
"RNU6-11P",105
"RNU6-1200P",107
"RNU6-1201P",106
"RNU6-1203P",110
"RNU6-1204P",107
"RNU6-1205P",102
"RNU6-1206P",103
"RNU6-1207P",214
"RNU6-1208P",107
"RNU6-1209P",100
"RNU6-120P",103
"RNU6-1210P",107
"RNU6-1211P",105
"RNU6-1212P",104
"RNU6-1213P",94
"RNU6-1214P",109
"RNU6-1215P",102
"RNU6-1216P",107
"RNU6-1217P",104
"RNU6-1218P",108
"RNU6-1219P",112
"RNU6-121P",99
"RNU6-1220P",108
"RNU6-1222P",107
"RNU6-1223P",104
"RNU6-1224P",99
"RNU6-1225P",65
"RNU6-1226P",107
"RNU6-1227P",107
"RNU6-1228P",107
"RNU6-1229P",107
"RNU6-122P",107
"RNU6-1230P",108
"RNU6-1231P",103
"RNU6-1232P",86
"RNU6-1233P",204
"RNU6-1234P",103
"RNU6-1235P",321
"RNU6-1236P",99
"RNU6-1237P",107
"RNU6-1238P",102
"RNU6-1239P",107
"RNU6-123P",102
"RNU6-1240P",92
"RNU6-1241P",107
"RNU6-1242P",103
"RNU6-1243P",107
"RNU6-1244P",108
"RNU6-1245P",106
"RNU6-1246P",107
"RNU6-1247P",98
"RNU6-1248P",64
"RNU6-1249P",101
"RNU6-1250P",107
"RNU6-1251P",106
"RNU6-1252P",104
"RNU6-1254P",104
"RNU6-1255P",80
"RNU6-1256P",103
"RNU6-1257P",110
"RNU6-1258P",222
"RNU6-125P",107
"RNU6-1260P",107
"RNU6-1261P",104
"RNU6-1262P",96
"RNU6-1263P",106
"RNU6-1264P",107
"RNU6-1265P",103
"RNU6-1266P",208
"RNU6-1267P",107
"RNU6-1268P",107
"RNU6-1269P",107
"RNU6-126P",103
"RNU6-1270P",108
"RNU6-1271P",105
"RNU6-1272P",107
"RNU6-1273P",104
"RNU6-1274P",107
"RNU6-1275P",107
"RNU6-1276P",104
"RNU6-1277P",107
"RNU6-1278P",107
"RNU6-1279P",103
"RNU6-127P",107
"RNU6-1280P",107
"RNU6-1281P",105
"RNU6-1282P",96
"RNU6-1283P",105
"RNU6-1284P",100
"RNU6-1285P",105
"RNU6-1286P",107
"RNU6-1287P",107
"RNU6-1288P",104
"RNU6-1289P",106
"RNU6-128P",107
"RNU6-1290P",109
"RNU6-1291P",104
"RNU6-1292P",107
"RNU6-1293P",107
"RNU6-1294P",81
"RNU6-1296P",107
"RNU6-1297P",104
"RNU6-1298P",101
"RNU6-1299P",100
"RNU6-129P",107
"RNU6-12P",106
"RNU6-1300P",108
"RNU6-1301P",104
"RNU6-1303P",107
"RNU6-1304P",106
"RNU6-1305P",101
"RNU6-1306P",99
"RNU6-1307P",103
"RNU6-1308P",103
"RNU6-1309P",108
"RNU6-130P",206
"RNU6-1310P",107
"RNU6-1311P",102
"RNU6-1312P",108
"RNU6-1313P",102
"RNU6-1314P",104
"RNU6-1315P",99
"RNU6-1316P",107
"RNU6-1317P",104
"RNU6-1318P",103
"RNU6-1319P",104
"RNU6-131P",107
"RNU6-1320P",107
"RNU6-1321P",107
"RNU6-1322P",107
"RNU6-1323P",106
"RNU6-1324P",107
"RNU6-1325P",105
"RNU6-1326P",107
"RNU6-1327P",105
"RNU6-1328P",106
"RNU6-1329P",99
"RNU6-132P",107
"RNU6-1330P",105
"RNU6-1331P",106
"RNU6-1332P",104
"RNU6-1333P",93
"RNU6-1334P",105
"RNU6-1335P",107
"RNU6-1336P",109
"RNU6-1337P",95
"RNU6-1338P",91
"RNU6-1339P",91
"RNU6-133P",107
"RNU6-1340P",107
"RNU6-135P",101
"RNU6-136P",107
"RNU6-137P",108
"RNU6-138P",107
"RNU6-139P",110
"RNU6-13P",106
"RNU6-140P",107
"RNU6-141P",105
"RNU6-142P",107
"RNU6-143P",93
"RNU6-144P",106
"RNU6-145P",105
"RNU6-146P",108
"RNU6-147P",107
"RNU6-148P",94
"RNU6-14P",105
"RNU6-150P",95
"RNU6-151P",107
"RNU6-152P",107
"RNU6-153P",104
"RNU6-154P",105
"RNU6-155P",100
"RNU6-156P",107
"RNU6-157P",107
"RNU6-158P",100
"RNU6-159P",106
"RNU6-15P",106
"RNU6-160P",107
"RNU6-161P",106
"RNU6-162P",103
"RNU6-163P",106
"RNU6-164P",152
"RNU6-165P",99
"RNU6-166P",107
"RNU6-167P",106
"RNU6-168P",101
"RNU6-169P",107
"RNU6-16P",107
"RNU6-170P",104
"RNU6-171P",107
"RNU6-172P",93
"RNU6-173P",104
"RNU6-174P",106
"RNU6-175P",107
"RNU6-176P",105
"RNU6-177P",104
"RNU6-178P",104
"RNU6-179P",107
"RNU6-17P",318
"RNU6-180P",61
"RNU6-181P",95
"RNU6-182P",105
"RNU6-183P",105
"RNU6-184P",107
"RNU6-185P",107
"RNU6-187P",106
"RNU6-188P",107
"RNU6-189P",101
"RNU6-18P",424
"RNU6-190P",102
"RNU6-191P",94
"RNU6-192P",76
"RNU6-193P",107
"RNU6-194P",105
"RNU6-195P",109
"RNU6-196P",214
"RNU6-197P",100
"RNU6-198P",104
"RNU6-199P",107
"RNU6-19P",106
"RNU6-2",107
"RNU6-200P",107
"RNU6-201P",61
"RNU6-202P",96
"RNU6-203P",104
"RNU6-204P",107
"RNU6-205P",107
"RNU6-206P",104
"RNU6-207P",106
"RNU6-208P",107
"RNU6-209P",107
"RNU6-20P",106
"RNU6-210P",95
"RNU6-211P",106
"RNU6-212P",104
"RNU6-213P",208
"RNU6-214P",107
"RNU6-215P",102
"RNU6-216P",98
"RNU6-217P",104
"RNU6-218P",105
"RNU6-219P",107
"RNU6-21P",107
"RNU6-220P",107
"RNU6-221P",99
"RNU6-222P",1768
"RNU6-223P",107
"RNU6-224P",107
"RNU6-225P",102
"RNU6-226P",107
"RNU6-227P",103
"RNU6-228P",106
"RNU6-229P",102
"RNU6-22P",212
"RNU6-230P",104
"RNU6-231P",103
"RNU6-232P",64
"RNU6-233P",141
"RNU6-234P",80
"RNU6-235P",107
"RNU6-236P",106
"RNU6-237P",71
"RNU6-238P",100
"RNU6-239P",99
"RNU6-23P",102
"RNU6-240P",97
"RNU6-241P",104
"RNU6-242P",107
"RNU6-243P",107
"RNU6-244P",99
"RNU6-245P",107
"RNU6-246P",107
"RNU6-247P",107
"RNU6-248P",107
"RNU6-249P",102
"RNU6-24P",104
"RNU6-250P",103
"RNU6-251P",104
"RNU6-252P",107
"RNU6-253P",105
"RNU6-254P",107
"RNU6-255P",105
"RNU6-256P",97
"RNU6-257P",98
"RNU6-258P",101
"RNU6-259P",107
"RNU6-25P",106
"RNU6-260P",107
"RNU6-261P",102
"RNU6-262P",116
"RNU6-263P",104
"RNU6-264P",104
"RNU6-266P",107
"RNU6-267P",206
"RNU6-268P",107
"RNU6-269P",97
"RNU6-26P",107
"RNU6-270P",105
"RNU6-271P",102
"RNU6-272P",104
"RNU6-273P",96
"RNU6-274P",107
"RNU6-275P",107
"RNU6-276P",96
"RNU6-277P",106
"RNU6-278P",109
"RNU6-279P",101
"RNU6-27P",106
"RNU6-280P",208
"RNU6-281P",103
"RNU6-282P",103
"RNU6-283P",107
"RNU6-284P",106
"RNU6-285P",100
"RNU6-286P",107
"RNU6-287P",98
"RNU6-288P",104
"RNU6-289P",107
"RNU6-28P",104
"RNU6-290P",107
"RNU6-291P",107
"RNU6-293P",106
"RNU6-294P",102
"RNU6-295P",104
"RNU6-296P",107
"RNU6-297P",107
"RNU6-298P",96
"RNU6-299P",100
"RNU6-29P",105
"RNU6-300P",104
"RNU6-301P",106
"RNU6-302P",107
"RNU6-303P",106
"RNU6-304P",107
"RNU6-306P",107
"RNU6-307P",106
"RNU6-308P",107
"RNU6-309P",106
"RNU6-30P",106
"RNU6-310P",107
"RNU6-311P",102
"RNU6-312P",107
"RNU6-313P",112
"RNU6-314P",104
"RNU6-315P",107
"RNU6-316P",107
"RNU6-317P",106
"RNU6-318P",206
"RNU6-319P",108
"RNU6-31P",108
"RNU6-320P",106
"RNU6-321P",106
"RNU6-322P",103
"RNU6-323P",107
"RNU6-324P",106
"RNU6-325P",105
"RNU6-326P",104
"RNU6-327P",127
"RNU6-328P",106
"RNU6-329P",107
"RNU6-32P",106
"RNU6-330P",107
"RNU6-331P",107
"RNU6-332P",108
"RNU6-333P",106
"RNU6-334P",102
"RNU6-335P",113
"RNU6-336P",107
"RNU6-337P",106
"RNU6-338P",104
"RNU6-339P",107
"RNU6-33P",107
"RNU6-340P",104
"RNU6-341P",96
"RNU6-342P",104
"RNU6-343P",104
"RNU6-344P",111
"RNU6-345P",107
"RNU6-346P",111
"RNU6-347P",105
"RNU6-348P",107
"RNU6-349P",107
"RNU6-34P",105
"RNU6-351P",100
"RNU6-352P",107
"RNU6-353P",108
"RNU6-354P",107
"RNU6-355P",104
"RNU6-356P",107
"RNU6-358P",70
"RNU6-359P",108
"RNU6-35P",106
"RNU6-360P",208
"RNU6-361P",107
"RNU6-362P",90
"RNU6-363P",105
"RNU6-364P",107
"RNU6-365P",106
