gene_name,BJ_sgNT_Ras,BJ_sg69_Ras,BJ_sg71_Ras,BJ_sg_FOXF1_Ras
TYMSP2,0,0,0,0
MIR212,0,0,0,0
MIR132,0,0,0,0
LINC01775,1,0,1,0
LOC105372068,0,0,0,0
LINC01782,0,0,0,0
LCN6,0,0,0,0
LOC400684,36,26,33,26
ZNF8-ERVK3-1,16,22,18,7
LOC100421620,0,0,0,0
C17orf113,25,10,10,15
LOC101927322,2,1,1,2
HNRNPA3P16,0,0,0,0
ZNF861P,0,0,0,0
LOC100288123,0,0,0,0
LINC01255,0,0,0,0
WHSC1L2P,3,0,1,1
ZNF790-AS1,20,16,12,19
PPIAP58,1,0,1,0
LOC728485,20,12,11,12
PARD6G-AS1,122,53,87,79
LOC101060119,0,0,0,0
LINC01140,1,0,0,1
TBX2-AS1,29,25,21,20
ATF7-NPFF,9,3,0,12
LOC105371795,11,13,9,13
LOC100996288,0,2,0,0
LOC100422497,0,0,0,0
CEBPA-DT,0,3,1,5
RPL23AP77,0,2,0,0
RNFT1-DT,0,0,0,0
LOC728752,35,12,13,23
KC6,0,0,0,0
SCARNA17,0,0,0,1
SLC25A1P5,0,0,0,0
LOC107985164,0,0,0,0
LINC01478,0,0,0,0
LINC00906,0,0,0,0
GEMIN7-AS1,1,1,0,0
SEC24AP1,0,0,0,0
KCNJ2-AS1,2,2,0,0
UPK3BL1,65,66,135,66
TAF5LP1,0,0,0,0
LOC100419831,4,3,2,1
MIR924HG,4,1,2,4
DM1-AS,1,4,2,2
LINC02841,0,0,0,0
SETBP1-DT,2,2,2,3
LOC105371849,4,5,7,1
LOC101928982,2,3,1,1
LINC01928,0,0,0,0
LOC100422317,0,0,0,0
SMUG1P1,0,0,0,0
LOC105372244,0,0,0,0
OR1AB1P,0,0,0,0
LINC02072,0,0,0,0
CLEC4O,0,0,0,0
ZNF582-AS1,14,17,38,21
THEG5,0,0,0,0
APOC4,0,0,0,0
ZNF571-AS1,25,1,3,7
LOC100533852,0,0,0,0
RNY4P13,0,0,0,0
LINC01837,0,0,0,0
CIRBP-AS1,5,5,5,8
FAM215A,0,0,3,0
LOC105372352,2,2,0,0
ZNF285,19,15,13,3
ADAD1P2,0,0,0,0
HMGN1P31,0,0,0,0
HMGB3P28,0,0,0,0
LINC01855,0,0,0,0
LINC01864,0,0,0,0
RPSAP57,0,0,0,0
LINC01836,2,0,3,3
MIR497HG,0,0,0,0
S1PR2,259,171,161,234
LINC00868,0,0,0,0
MTCO2P2,0,0,1,0
LOC100996351,1,0,1,0
LOC105371899,0,0,0,0
KRT8P5,0,0,0,0
LOC101927151,91,49,58,62
RPL10AP13,0,0,0,0
LINC00907,1,0,0,0
LINC01926,0,0,0,0
LINC01028,0,0,0,0
CGB1,0,0,0,0
KRTAP9-6,0,0,0,0
LOC105371789,0,0,0,0
BNIP3P16,0,0,0,0
POLR2J2,1181,890,680,973
LINC01482,0,0,0,0
RPL17P45,0,0,0,0
LOC400622,0,0,0,0
FDX2,683,735,782,740
EIF5AP2,0,0,0,0
ZNF224,38,26,35,27
LOC100421385,0,0,0,0
LDLRAD4-AS1,0,0,0,0
LOC101927572,0,2,1,1
FRG2LP,0,0,0,0
LOC101928844,1,0,0,0
EDDM13,1,0,1,0
LINC01539,0,0,0,0
LINC02078,1,0,0,1
LINC02565,0,0,0,0
KRTAP9-9,0,0,0,0
LOC105372143,0,0,0,0
LOC105372233,5,3,8,1
RPS10P27,0,0,0,1
EML2-AS1,22,40,35,31
MIR4527HG,0,0,0,0
LINC01801,1,0,0,1
LOC100419624,0,0,0,0
LINC01999,0,0,0,0
LINC01791,0,0,0,0
LINC01533,0,0,0,0
SLC25A36P1,0,0,0,0
LINC01987,0,0,0,0
SMIM22,0,0,0,0
LIN37,126,106,87,101
LOC107985131,0,0,0,0
NDUFA7,715,811,941,830
MZF1-AS1,26,19,8,17
ZNF460-AS1,1,8,4,6
LOC100131496,4,4,6,0
ZSCAN5DP,0,0,0,0
CCDC177,0,0,0,0
MIR3188,0,0,0,0
OR10B1P,0,0,0,0
LOC105372441,0,0,0,0
MAGEA9B,0,0,0,0
CARD8-AS1,16,11,15,12
PTOV1-AS1,11,7,14,7
SSX4,1,0,0,0
OR4G4P,0,0,0,0
LINC01785,0,0,0,0
ERFL,1,0,2,0
NBPF12,376,45,47,31
BNIP3P40,0,0,0,0
NAPA-AS1,13,18,36,24
SRP14P4,0,0,0,0
FMR1-AS1,0,0,0,0
RPL22P5,0,0,0,0
BNIP3P30,0,0,0,0
GABRQ,0,0,0,0
ZNF649-AS1,3,1,1,0
CYP2G2P,0,0,0,0
SLC6A14,1,2,4,0
LOC105372321,2,0,0,0
LOC100289361,27,17,29,16
LOC100129935,1,0,0,0
BNIP3P22,0,0,0,0
SMIM17,0,1,0,0
LOC100422190,0,0,0,0
OPN1MW,1,0,0,0
ARL14EPL,0,0,0,0
FKBP4P6,0,0,0,0
TCP11X1,0,0,0,0
IGFL1P2,0,0,0,0
AIRN,0,0,0,0
LINC02560,0,0,0,0
LINC01872,0,0,0,0
BNIP3P25,0,0,0,0
LRRC2-AS1,1,0,0,1
BNIP3P23,0,0,0,0
FAM156A,286,197,289,150
FENDRR,665,199,186,559
MTCO3P42,0,0,0,0
LOC644656,12,3,5,5
MTDHP3,0,0,0,0
HAVCR1P1,0,0,0,0
SSX2B,0,0,0,0
LOC93429,1,0,0,1
BNIP3P38,0,0,0,0
MIR4453HG,19,12,9,9
LOC100132686,0,0,0,0
NFILZ,0,0,0,0
RPL7AP69,0,0,0,0
LOC105372482,60,66,80,57
VN1R83P,4,1,0,0
CYP2T3P,0,0,0,0
LINC02135,0,0,0,0
MTDHP4,0,0,0,0
VN1R107P,0,0,0,0
RAET1E-AS1,0,1,0,1
VN1R106P,0,0,0,0
VN1R80P,1,0,0,0
MAGEA2,0,4,3,0
IGFL2-AS1,2,3,0,1
LOC646666,0,0,0,0
TEX13A,0,0,0,0
LOC102725254,1,1,0,0
CTAG1A,0,0,0,0
LOC100133225,0,0,0,0
MIMT1,0,0,0,0
LOC101059948,1,0,1,0
LINC00664,1,1,2,3
COX6CP7,0,0,0,0
LOC101928295,6,2,1,4
ZNF723,0,0,0,0
BNIP3P26,0,0,0,0
BNIP3P33,0,0,0,0
MTCO3P39,0,0,0,0
HSFX2,3,0,0,3
ADGRE4P,1,0,0,0
RPL7P50,0,0,0,1
VN1R87P,0,0,0,0
VN1R90P,0,0,0,0
H3Y2,0,0,0,0
LOC91370,1,0,0,2
BNIP3P32,0,0,0,0
LOC112268269,270,155,135,196
ARHGEF18,0,0,0,0
LOC284379,1,2,0,1
LOC100419847,0,0,0,0
PLCE1-AS1,0,0,0,0
A1BG-AS1,325,233,218,278
CSAG2,0,0,0,0
VN1R92P,0,0,0,0
CSAG3,0,1,0,0
CT45A1,0,0,0,0
LINC01711,4,4,3,3
ERVV-2,0,0,0,0
SPANXN2,0,0,0,0
RPL22P6,0,0,0,0
FAM236B,0,0,0,0
MAN1B1-DT,74,89,92,111
MTRNR2L2,3,3,3,0
LINC01838,0,0,0,0
BNIP3P24,0,0,0,0
LOC105372316,1,0,0,0
BNIP3P18,0,0,0,0
CALR3,0,0,0,0
ZNF728,0,0,0,0
LOC101928517,0,0,0,0
CT45A3,0,0,0,0
TPRG1LP1,0,0,0,0
LSP1P1,0,0,0,0
TRABD2B,0,0,0,0
CCNYL6,0,0,0,0
LOC441179,0,0,0,0
LINC01082,0,0,0,0
LOC375196,0,0,0,0
LINC00528,0,0,0,0
TMSB15B,21,16,17,15
ZNF350-AS1,1,1,0,1
RPL23AP78,0,0,0,0
LOC100505851,7,12,14,9
ZSCAN16-AS1,100,106,129,106
MAGIX,28,32,34,35
RAD54L2P1,0,0,0,0
VN1R93P,0,0,0,0
GOLGA2P9,0,0,0,0
IKBKG,757,630,719,661
ZNF587B,84,25,16,44
LINC01233,0,0,0,0
LOC732229,66,23,33,34
RAB11B-AS1,26,20,57,43
SPIB,1,0,5,1
NXF2,0,0,0,0
LINC01224,102,87,134,104
PLA2G4C-AS1,0,0,0,0
BNIP3P8,0,0,0,0
OPN1MW3,0,0,0,0
NXF2B,0,0,0,0
LOC100507551,38,16,21,19
H3Y1,0,0,0,0
LOC100420250,0,0,0,0
DMRTC1,0,0,0,0
BNIP3P34,0,0,0,0
ERVV-1,0,0,0,0
TMEM185A,449,417,322,400
CT45A10,0,0,0,0
OSTCP3,0,0,0,0
RPARP-AS1,37,34,28,33
MTDHP2,0,0,0,0
LOC100422633,0,0,0,0
NOP53-AS1,0,0,0,0
BNIP3P39,0,0,0,0
FKBP4P2,0,0,0,0
ZIM2,0,0,0,0
NBPF9,1327,615,728,583
CCDC194,0,0,0,0
BNIP3P29,0,0,0,0
SLC25A53,51,40,30,32
LOC100422106,0,0,0,0
MIR1470,0,0,0,0
LOC100887072,0,0,0,0
KCNQ1OT1,178,72,52,27
ZNF528-AS1,57,35,51,31
CCNYL6,0,0,0,0
RNF225,0,0,0,0
EGLN2,1610,1228,1379,1347
ARHGAP19-SLIT1,0,0,3,1
SNHG8,953,998,994,1014
LOC100129534,13,7,9,10
COMMD3-BMI1,166,159,285,138
RMRP,0,0,66,0
MAP2K4P1,2,1,2,1
FMC1-LUC7L2,452,341,415,336
MKNK1-AS1,0,0,0,0
SPACA6P-AS,9,0,4,3
MEI4,0,0,0,0
LOC101927972,0,0,0,0
LOC440173,0,2,0,0
LOC101928659,7,3,7,8
ZNF559-ZNF177,15,9,11,7
BMS1P7,0,0,0,0
LOC101927837,21,17,16,12
TSNAX-DISC1,0,0,11,21
LOC101928557,0,0,0,0
LINC01480,0,0,0,0
NCBP2AS2,357,287,306,309
LOC101927950,1,0,0,1
BIVM-ERCC5,426,240,356,157
MTRNR2L11,0,0,0,0
BNIP3P31,0,0,0,0
LOC152048,92,47,50,63
GTF3C6P3,0,0,0,0
DUXAP11,0,0,0,0
MTCO2P22,0,0,1,0
LOC100419811,0,0,0,0
MTND6P22,0,0,0,1
NBPF8,426,203,353,199
MTCYBP22,0,0,0,0
LOC100420336,0,0,0,0
NDUFB8P2,0,0,0,0
CORO1CP1,0,0,0,0
BNIP3P10,0,0,0,0
H4C15,124,0,0,128
LOC100419046,0,0,0,0
LOC100422449,0,0,0,0
MTATP6P2,0,0,0,0
LOC100533631,0,0,0,0
LOC100419713,0,0,0,0
BNIP3P9,0,0,0,0
LOC100419616,0,0,0,0
SMC2-AS1,4,4,1,4
XIAPP1,0,0,0,0
PPIAL4H,1,0,0,0
HMGN3-AS1,6,2,6,2
HEATR9,0,0,0,0
RNU1-154P,0,0,0,0
RFPL4AP4,0,0,0,0
MTCO3P22,0,0,0,0
SFXN4P1,0,0,0,0
PFN1P2,0,0,1,2
MTRNR2L13,0,0,0,0
DPPA3P3,0,0,0,0
CAHM,9,5,1,2
PAWRP2,0,0,1,1
LOC100419644,0,0,0,0
KNOP1P2,0,0,0,0
LOC100533677,0,0,0,0
OR7E108P,0,0,0,0
PPIGP1,0,0,0,0
AZU1P1,0,0,0,0
COPS5P2,0,0,0,0
CHCHD4P1,0,0,0,0
LOC100421651,0,0,0,0
IGHV3OR16-9,0,0,0,0
IGHV3-32,0,0,0,0
BNIP3P37,0,0,0,0
PQLC1P2,0,0,0,0
LETM1P1,2,1,1,0
LOC100128293,0,0,0,0
LOC100420680,0,0,0,0
QTRT1P1,0,0,0,0
SNRPGP19,0,0,0,0
FAM133EP,0,0,0,0
ELOCP34,0,0,0,0
LINC01235,4,1,2,1
IGHV3-30,0,0,0,0
EIF3EP4,0,0,0,0
PKD1P6-NPIPP1,12,7,7,7
LOC100420872,0,0,0,0
SNX2P1,0,0,0,0
HCG17,3,0,1,0
PPIAP52,0,0,0,0
SGO1P1,0,0,0,0
URGCP-MRPS24,8,0,0,0
LOC401913,0,0,0,0
NUDT19P6,0,0,0,0
NBPF14,1048,750,972,1027
LOC100287840,0,0,0,0
ECM1P1,0,0,0,0
TSIX,31,18,15,14
TAF15,1841,1032,1251,919
CYP2C61P,0,0,0,0
FTLP9,0,0,0,0
MTRNR2L6,0,0,0,0
YTHDF3-AS1,19,21,16,9
LOC100422559,0,0,0,0
FAM71BP1,0,0,0,0
LOC105376334,0,0,0,0
LOC100422319,0,0,0,0
BNIP3P15,0,0,0,0
RPL23AP92,0,0,0,0
MRPS6P1,0,0,0,0
PRELID3BP8,0,0,0,0
S100A11P9,0,0,0,0
LOC100420545,0,0,1,0
FBXW7-AS1,0,0,0,0
HSPE1-MOB4,110,149,158,113
DDX43P2,0,0,0,0
GAS2L2,0,0,0,0
PDHA1P1,0,0,0,0
LOC100421508,0,0,0,0
DPRXP6,0,0,0,0
LLPHP1,0,0,0,0
LOC100420324,0,0,0,0
RPS10-NUDT3,491,337,445,457
C17orf50,0,0,0,0
LINC00221,0,0,0,0
LOC100129949,0,0,0,0
NF1P1,0,0,0,0
LOC100130664,0,0,0,0
DDX55P1,0,0,0,0
GCATP1,1,0,1,1
LOC100127892,0,0,0,0
H4C14,72,160,194,75
RASL10B,44,34,83,114
NUDT19P4,0,0,0,0
HNRNPA3P9,0,0,0,0
ATP6V1G1P5,0,0,0,0
MTND4P35,0,0,0,0
LOC100419654,0,0,0,0
MCRIP2P2,0,0,0,0
TAS2R6P,2,0,0,0
GRAMD4P8,0,0,0,0
LOC100420531,0,0,0,0
LOC442172,0,0,0,0
RAP2CP1,0,0,0,0
CT45A9,0,0,0,0
MTDHP1,0,0,0,0
LPP-AS2,49,35,41,47
NTAN1P1,0,0,0,0
GLULP1,0,0,0,0
LOC100420048,1,0,0,0
EIF2AP3,0,0,0,0
LOC100420254,0,0,0,0
LOC100421548,0,0,0,0
CTHRC1P1,0,0,0,0
HSPE1P19,0,0,0,0
KATNBL1P1,0,0,0,0
RNPC3P1,0,0,0,0
CLPTM1LP1,0,0,0,0
HMGB1P43,0,0,0,0
HAVCR1P2,0,0,0,0
GMCL1P2,0,0,0,0
LOC100420775,0,0,0,0
CTAGE15,0,0,1,0
NAMA,0,1,0,0
TLCD4-RWDD3,6,1,1,3
BNIP3P28,0,0,2,0
SUMO2P14,0,0,0,0
DBF4P3,0,0,0,0
IMMP1LP3,0,0,0,0
KATNBL1P5,0,0,0,0
LOC100420211,0,0,0,0
LOC100101127,0,0,0,0
MARK2P7,0,0,0,0
LOC101930085,210,168,148,96
IGHV3OR16-8,0,0,0,0
PPIAP75,0,0,1,1
LOC101927811,0,0,0,0
PRR20FP,0,0,0,0
YWHAQP7,0,0,0,0
LOC101928952,0,0,0,0
RPL23AP88,0,0,0,0
WDR4P1,0,0,0,0
BOLA2P2,0,0,0,0
LOC100418956,0,0,0,0
LOC100420790,0,0,0,0
LOC100419701,0,0,0,0
RNF138P2,0,0,0,0
MTCO1P22,0,0,0,0
BRDTP1,0,0,0,0
BNIP3P4,0,0,0,0
SREK1IP1P2,0,0,0,0
KRT18P9,0,0,0,0
SUMO2P15,0,0,0,0
HMGB1P50,0,0,0,0
PRELID3BP2,0,0,0,0
LOC100422418,0,0,0,0
DIMT1P1,0,0,0,0
LOC102724250,742,367,380,312
TMCC1-AS1,20,53,28,30
UGT2A2,0,0,0,0
CYTH1P1,0,0,0,0
BCRP9,0,0,0,0
H3P19,0,0,0,0
SRXN1,2018,1502,1622,1343
RAC1P9,0,0,0,0
CTAGE6,0,0,0,0
B3GNTL1P2,0,0,0,0
LOC100130714,0,0,0,0
LINC02104,9,7,12,6
NDE1P2,0,0,0,0
LOC100422685,0,0,0,0
USP21P2,0,0,0,0
LOC107984208,0,0,0,0
LOC100420205,0,0,0,0
LOC100421901,0,0,0,0
NANOGP3,0,0,0,0
IGKV1ORY-1,0,0,1,0
LOC101929308,0,0,0,0
LOC101928120,2,3,5,1
NBPF19,600,175,208,127
SRGNP1,0,0,0,0
OSBPL9P1,0,0,0,0
NAPGP1,0,0,0,0
LOC100419851,0,0,0,0
RPL23AP90,0,0,0,0
LOC100421116,0,0,0,0
NBPF10,690,195,161,119
PPATP2,0,0,0,0
TEKT4P3,0,0,0,0
MMP28,0,0,0,0
CT45A2,0,0,0,0
LOC100422549,0,0,0,0
CKAP2LP1,0,0,0,0
SQSTM1P1,0,0,0,0
LOC100422334,0,0,0,0
LOC100421842,0,0,0,0
MTND3P19,0,0,0,0
RBM11P1,0,0,0,0
LOC100131557,0,0,0,0
MEMO1P5,0,0,0,0
SNRPGP20,0,0,0,0
BNIP3P17,0,0,0,0
LOC100420658,0,0,0,0
BNIP3P11,0,0,0,0
LOC115308161,2,0,0,0
YPEL5P2,0,0,0,0
HIRAP1,0,0,0,0
LINC02333,0,0,0,0
PPIAL4E,0,0,0,0
EIF2AP2,0,0,0,0
GYG2P2,0,0,0,0
EIF2AP1,0,0,0,0
LOC100420430,0,0,0,0
LINC02550,0,0,0,0
SELENOTP2,0,0,0,0
LARP7P1,0,0,0,0
ELOCP35,0,0,0,0
LOC100421347,0,0,0,0
LIX1L,1475,850,784,936
KRT8P49,0,0,0,0
MILR1,27,54,82,47
ATP2B1-AS1,22,24,39,50
LOC100419058,0,0,0,0
H3P42,0,0,0,0
LOC100421684,0,0,0,0
DBF4P2,0,0,0,0
BNIP3P19,0,0,0,0
PPFIA1P1,0,0,0,0
MARK3P1,0,0,0,0
KRT8P47,0,0,0,0
BNIP3P35,0,0,0,0
BNIP3P36,0,0,0,0
LOC339966,0,0,0,0
LSM1P2,0,0,0,0
TNPO3P1,0,0,0,0
MTND5P10,1,1,0,0
LOC100420541,0,0,0,0
LOC100421527,0,0,0,0
BNIP3P20,0,0,0,0
RPL17P3,0,0,0,0
NDUFA8P1,0,0,0,0
LOC100421611,0,0,0,0
MROH7-TTC4,0,0,0,0
RNU1-29P,0,0,0,0
RN7SKP299,0,0,0,0
LOC780529,0,0,0,0
SNORA51,0,0,0,0
RN7SKP290,0,0,0,0
BMS1P4,12,7,5,10
RN7SKP4,0,0,0,0
RNU6-94P,0,0,0,0
LOC285804,0,0,0,0
SMIM32,0,0,0,0
PLS3-AS1,8,9,7,4
RNU7-10P,0,0,0,0
LINC02343,0,0,0,0
SNORD11B,0,0,0,0
LINC01215,0,0,1,0
CYB561D2,2,2,2,4
LOC101927314,0,0,2,0
AGAP11,6,0,11,13
MIR98,0,0,0,0
LOC105374758,0,0,0,0
MIR4791,0,0,0,0
MIR4466,0,0,0,0
SNORA35B,0,0,0,0
LOC105378083,0,1,5,0
RNU6-86P,0,0,0,0
RNA5SP108,0,0,0,0
RNU6-85P,0,0,0,0
OR2AS2P,0,0,0,0
LINC01954,0,0,0,0
ADAM6,0,0,0,0
RDM1P4,0,0,0,0
SNORD58B,0,0,0,0
RN7SL827P,0,0,0,0
RNU1-30P,0,0,0,0
RNU6-87P,0,0,0,0
ANKRD34A,415,274,230,422
SNORD14A,0,0,0,0
MIR139,0,0,0,0
GTF2H5,450,439,554,384
RNU6-6P,5,4,6,2
RN7SL828P,0,0,0,0
MIR502,0,0,0,0
RN7SL715P,0,0,0,0
LINC01607,0,1,2,0
LYRM4-AS1,52,22,12,20
FGF14-AS2,2,6,8,2
ARF4-AS1,9,6,11,11
NBPF25P,41,20,26,11
H2AC19,19,121,0,53
RN7SL803P,0,0,0,0
MIR3666,0,0,0,0
RN7SL726P,0,0,0,0
RNA5SP386,0,0,0,0
LINC01749,0,0,0,0
RNU6-89P,0,0,0,0
NUP153-AS1,43,62,56,55
IER3-AS1,26,17,17,17
LINC00551,0,0,0,0
ILRUN-AS1,18,32,19,24
SNORD96A,0,0,0,0
IFNL4P1,0,0,0,0
TTC23L-AS1,8,4,5,6
NUDT3,752,503,723,541
KMT2B,664,163,119,352
RNU6-90P,0,0,0,0
LINC01115,0,0,0,0
SNORD114-21,0,0,0,0
RNU4-89P,0,0,0,0
MIR3976,0,0,0,0
POM121C,1861,544,209,690
RNU6-92P,0,0,0,0
IFNL4,0,0,0,0
CD24,5,14,10,3
RN7SL778P,0,0,0,0
FAM47E-STBD1,154,133,262,114
RNA5SP357,0,0,0,0
RNU6-91P,0,0,0,0
RNU6-84P,0,0,0,0
LOC642361,80,53,92,67
MIR432,0,0,0,0
SNORD115-40,0,0,0,0
RN7SL760P,0,0,0,0
SNORD113-5,0,0,0,0
OR13Z3P,0,0,0,0
OR1X1P,0,0,0,0
RNU6-88P,0,0,0,0
CFAP206,5,4,6,0
LINC01023,5,8,7,5
CYP2D6,0,0,0,0
SNORA28,0,0,0,0
RN7SL840P,0,0,0,0
MIR4787,0,0,0,0
LINC02538,0,0,0,0
OR51F3P,0,0,0,0
LOC100506497,0,0,0,0
OR5BL1P,0,0,0,0
MUSTN1,0,0,0,0
LINC02098,0,0,0,0
ZSWIM8-AS1,8,0,0,0
ZNF595,35,24,25,27
MAGI1-IT1,2,2,1,1
AFAP1-AS1,0,0,0,0
DOC2B,0,1,0,0
OR51C4P,0,0,0,0
KLHDC7B-DT,0,0,0,0
LOC107985216,3,2,2,0
DOC2B,0,1,0,0
PCDHB16,285,133,117,111
OR5AO1P,0,0,0,0
HNRNPD-DT,2,1,3,9
FAM223B,1,0,0,1
OR9I3P,0,0,0,0
LINC02018,22,8,17,11
LOC441242,2,0,1,1
GAS6-DT,153,162,142,139
LINC02266,0,0,0,0
ADIRF-AS1,106,49,40,58
STAG3L5P-PVRIG2P-PILRB,95,44,109,51
WDR5B-DT,11,6,12,5
JMJD1C-AS1,38,30,36,32
PRH2,0,0,0,0
KRTAP10-7,0,0,0,0
TAS2R10,0,0,0,0
LOC105369201,8,0,4,3
SMDT1,74,115,142,112
OR10AE3P,0,0,0,0
LOC105374312,0,0,0,0
SAP30-DT,2,1,3,9
OR2BH1P,0,0,0,0
DCP1A,297,172,256,166
ATP6V1FNB,31,21,8,19
OR10Q2P,0,0,0,0
SMDT1,271,299,325,235
TBC1D8-AS1,6,0,7,3
NDST2,43,6,14,12
OR7A19P,0,0,0,0
RBAK-RBAKDN,0,3,3,0
LOC107986163,0,1,1,2
OR5AL1,0,0,0,0
ARHGEF2-AS2,16,12,11,9
ARL2-SNX15,0,0,0,0
FAM106A,9,4,4,4
INTS4P2,0,0,0,0
DGCR5,0,0,0,0
LINC02035,36,14,17,8
C2orf15,0,1,4,0
HOXC5,0,0,0,2
OR51F4P,0,0,0,0
CDC37L1-DT,4,7,6,3
GRIN2B,1,0,0,0
OR52E1,0,0,0,0
TAS2R9,0,0,0,0
LYPD4,0,0,0,0
LINC01990,0,0,0,1
PACERR,5,3,3,1
NBPF26,380,132,166,110
SPATA13,7,0,8,5
SNURF,184,73,160,35
H3-2,20,16,24,24
OR5BQ1P,0,0,0,0
TMEM271,0,0,0,0
CNNM3-DT,1,0,0,0
ZBTB8B,12,8,11,6
C1QTNF3-AMACR,3,0,0,0
LOC105375519,0,2,0,4
DGCR11,120,84,83,67
RBAKDN,0,0,0,0
OR6L2P,0,0,0,0
CYP4F36P,0,0,0,0
OR7M1P,0,0,0,0
PAXIP1-DT,37,25,17,18
OR2Q1P,0,0,0,0
LINC01396,0,0,0,0
OR5B15P,0,0,0,0
LINC02712,0,0,0,0
OR13I1P,0,0,0,0
OR8S21P,0,0,0,0
PANK4,695,541,643,524
MIR6129,0,0,0,0
KIR3DL3,0,0,0,0
NCR1,0,0,0,0
KIR2DL1,0,0,0,0
TBC1D3K,0,0,0,0
FOXD4L6,0,0,0,2
KIR3DL1,0,0,0,0
SPDYE8,0,0,0,0
LOC101929657,0,0,0,0
SNORA54,0,0,0,0
KIR2DS4,0,0,0,0
HES5,0,0,0,0
FAM181A,0,0,0,0
NCR1,0,0,0,0
AGBL1,0,0,1,0
H4C12,0,16,0,0
SNORA44,0,0,0,0
MIR6812,0,0,0,0
CWC25,427,326,415,306
NAP1L4,68,35,83,28
FAM189A1,0,0,0,0
LOC100419716,0,0,0,0
CDHR5,0,0,0,0
LENG9,24,49,44,57
KIR2DL4,0,0,0,0
C22orf15,3,5,0,0
LOC100419774,0,0,0,0
OR10G1P,0,0,0,0
SNORA78,0,0,0,0
SMIM11B,219,269,346,239
MBOAT7,700,367,469,612
MIR7160,0,0,0,0
EEF1D,0,0,0,0
LOC100420114,0,0,0,0
FGFR3P2,0,0,0,0
MIR6776,0,0,0,0
CHCHD10,813,454,431,561
SRCIN1,0,0,0,0
RN7SL386P,0,0,0,0
ZNHIT3,839,850,1160,748
MIR6511A4,0,0,0,0
CDC42EP5,203,175,183,228
MIR4726,0,0,0,0
CDC42EP5,14,30,73,54
NDUFA3,178,293,392,244
PPP1R26P2,0,0,0,0
MIR8065,0,0,0,0
GOLGA8G,0,0,0,0
MIR6792,0,0,0,0
LOC100419913,0,0,0,0
LOC441711,0,0,0,0
B2M,3514,2525,3724,3393
LONRF2P5,0,0,0,0
CT45A7,0,0,0,0
MRPL57P1,0,0,0,0
MIR6760,0,0,0,0
H2BC14,0,0,1,0
LHX1,0,0,0,0
CDKN1C,0,1,9,4
TMC4,0,0,0,2
KIR3DL2,0,0,0,0
FCAR,4,1,0,0
MIR6075,0,0,0,0
MIR6870,0,0,0,0
LOC100499471,0,0,0,0
CYFIP1,3691,3158,3658,2873
LILRP2,0,0,0,0
LOC102723623,0,0,0,0
MIR6790,0,0,0,0
DDX24,3898,3671,3798,3302
VN1R76P,0,0,0,0
LCA10,0,0,1,2
SMN1,247,148,127,199
KIR3DL1,0,0,0,0
MIR6126,0,0,0,0
CEACAM20,0,0,0,0
MIR6765,0,0,0,0
ARHGAP23,6902,2118,1278,2376
DUSP8,4,1,3,5
H2BC8,321,174,131,97
ABCC6P2,0,0,0,0
OCLN,19,3,0,0
ENPP7P7,0,0,0,0
USP27X,43,29,38,29
MUC4,0,0,0,0
LOC100996737,0,0,0,0
OR2T5,0,0,0,0
MIR7843,0,0,0,0
LRRC56,24,15,18,18
SNORD115-13,0,0,0,0
MIR6842,0,0,0,0
TAF9,0,0,0,0
SDR42E1P4,0,0,0,0
PPP2R3B,64,35,50,69
RASSF7,394,219,191,207
TRIM60P2Y,0,0,0,0
LILRP2,0,0,0,0
HNRNPCL4,0,0,0,0
BDP1,0,0,0,0
LOC105373373,0,0,0,0
MIR8066,0,0,0,0
LILRA3,0,0,0,0
KIR2DL3,0,0,0,0
FRMD6-AS1,41,35,47,40
FAM83H,185,72,53,101
MIR6798,0,0,0,0
NOL12,386,344,459,358
KIR3DL2,0,0,0,0
MIR8068,0,0,0,0
KIR2DS4,0,0,0,0
MIR6877,0,0,0,0
TNFRSF14,0,0,0,0
MIR6853,0,0,0,0
RN7SL733P,0,0,0,0
KIR2DL3,0,0,0,0
ENPP7P14,0,0,0,0
GOLGA6L1,16,3,4,7
LOC100419762,0,0,0,0
H3C8,9,9,7,4
LILRB5,0,0,0,0
PTPRK,4781,1578,1438,1084
LILRA2,0,0,0,0
RPS9,2000,3882,5712,3049
ZFP91P1,0,0,0,0
RN7SL2,182,177,521,134
LOC105370532,0,0,0,0
LINC01138,10,5,7,2
FAM27E3,23,10,20,20
MIR6813,0,0,0,0
KIR3DL1,0,0,0,0
GOLGA6L10,7,0,0,3
FAM230J,6,0,0,0
SYNRG,0,0,0,1
INO80B-WBP1,419,294,362,314
MIR4727,0,0,0,0
MIR6507,0,0,0,0
TMPRSS11E,0,0,0,0
MIR6514,0,0,0,0
CASTOR2,38,28,22,32
MASCRNA,0,0,0,0
PUF60,2851,2877,3360,3331
LAIR2,0,0,0,0
PRIMA1,0,0,0,0
SNORD1C,0,0,0,0
RNA5SP535,0,0,0,0
RN7SL787P,0,0,0,0
OR4M2,0,0,0,0
KIR2DL3,0,0,0,0
HNRNPCL2,0,0,0,0
LAIR1,0,0,0,0
MIR6777,0,0,0,0
LILRA5,0,0,0,0
MIR6081,0,0,0,0
TSEN34,6,6,0,28
CEACAM4,0,0,0,0
LOC392145,0,0,0,0
MIR6774,0,0,0,0
MYOM2,0,0,0,0
