gene_name,C666-1_WTa,C666-1_WTb,C666-1_WTc,C666-1_Koa_TP53,C666-1_Kob_TP53,C666-1_Koc_TP53
LOC100507053,10,53,1,32,49,24
LOC286059,5,7,5,16,2,4
RRS1-AS1,3,0,0,6,0,0
KCTD21-AS1,23,16,19,10,29,10
P4HA3-AS1,3,2,0,0,0,0
LOC101929524,4,6,3,3,2,1
LINC01550,7,2,5,4,1,4
CASC8,0,0,0,0,0,0
SBF2-AS1,186,105,83,124,87,113
LOC101928053,5,9,0,6,2,2
LOC645485,0,0,0,0,0,0
EXTL3-AS1,18,3,1,0,2,0
LINC02458,3,0,2,2,2,0
LACTB2-AS1,10,7,0,5,5,3
PPM1K-DT,0,0,0,1,0,0
LOC283856,0,0,0,0,0,0
ZNF84-DT,2,2,0,0,0,0
DIAPH1-AS1,1,0,0,0,0,0
LINC00968,0,0,0,0,0,0
LOC101929290,29,11,4,30,12,5
FZD4-DT,1,1,0,1,0,1
LINC02481,5,5,1,4,4,2
LOC101929759,14,15,13,17,16,14
LOC101929210,0,0,0,0,0,0
LINC02288,1,1,0,1,2,6
UBE2D3-AS1,6,4,2,15,5,2
LOC389641,92,85,121,66,67,91
CACNA1C-AS1,0,0,0,1,0,0
PICART1,1,1,2,2,0,0
LINC00535,1,0,0,0,0,0
H2AJ,335,396,623,285,402,468
MGC16275,13,7,19,10,8,16
PLA2G4E-AS1,0,0,2,0,1,0
RGMB-AS1,29,26,5,60,29,6
COL25A1-DT,1,0,0,0,1,0
LOC106699570,0,1,0,1,0,0
STARD4-AS1,123,43,4,132,32,8
LINC02466,0,0,0,0,0,0
UBAP1L,50,17,23,29,30,38
SOCS2-AS1,72,47,30,73,39,46
PGAM5,694,947,1967,701,1048,1162
LOC105369147,18,5,7,23,20,11
MIR210HG,4,1,10,9,3,16
LOC101928002,0,0,0,0,0,0
LOC100506282,4,25,2,39,13,8
CSTF3-DT,2,15,1,3,5,4
LINC01252,26,25,24,28,27,22
LOC439933,0,0,0,0,0,0
LOC102546294,0,1,0,1,0,0
LINC01498,0,0,0,1,0,0
LOC400541,0,0,0,1,0,0
UBL7-AS1,43,49,66,61,69,71
ZBED5-AS1,90,91,59,83,69,56
ZCCHC3,490,558,580,497,562,546
LOC100507250,1,6,1,2,1,9
DNAJC3-DT,28,43,13,58,52,40
LOC101928847,3,0,0,0,0,0
CARS1-AS1,0,0,0,0,0,0
GPRC5D-AS1,24,29,11,20,16,15
MIR4458HG,114,83,55,120,81,52
OIP5-AS1,1164,1110,1328,1826,1402,1248
CKMT2-AS1,71,51,75,89,57,50
SPTY2D1OS,5,2,1,5,3,5
TWF2,332,446,841,386,577,727
MARS2,572,431,503,614,491,478
MTND4P12,51,100,54,28,60,71
LRP4-AS1,0,0,0,0,1,0
STX18-AS1,15,14,39,34,19,19
USP51,0,0,0,0,0,0
TUBAP14,0,0,0,0,0,0
PCED1B-AS1,0,1,0,0,0,0
SNCA-AS1,0,0,0,0,0,0
LOC257396,93,80,68,85,75,55
NR2F2-AS1,1,2,4,6,5,10
LOC101928721,0,0,0,0,0,0
TMEM161B-AS1,40,25,13,55,23,30
LOC283214,0,0,0,0,0,0
HMGN1P12,0,0,0,0,0,0
SEC24B-AS1,10,10,1,13,7,9
LINC00926,5,4,2,6,7,3
NRAV,95,113,150,170,119,141
FAM13A-AS1,15,17,4,4,11,6
ARHGAP42-AS1,7,10,4,16,12,5
UBA6-AS1,182,157,137,217,169,156
BCKDHA,388,482,1258,575,654,783
INSL3,3,2,1,1,1,0
TARS2P1,0,0,0,0,0,0
LOC100421074,0,0,0,0,0,0
LINC02039,0,0,0,0,0,0
MARCOL,0,0,0,0,0,0
LINC01019,0,0,0,0,0,0
LINC02101,0,2,0,1,1,2
MTND4LP22,0,0,0,0,0,0
MTND6P8,0,0,0,0,0,0
LINC02383,0,0,0,0,0,0
ADH1C,0,0,0,1,0,0
LINC02150,0,0,0,0,0,0
TRIM39-RPP21,0,0,0,0,0,0
LINC02268,2,0,0,2,0,0
LOC100420027,0,0,0,0,0,0
LOC100288771,0,0,0,0,0,0
PES1P1,0,0,0,0,0,0
LOC100419572,4,0,0,2,0,3
LINC00290,0,0,0,0,0,0
LINC02234,0,2,0,0,0,0
LINC02355,0,0,0,0,0,0
STX18-IT1,0,0,0,0,0,0
LINC02513,0,0,0,0,0,0
SLIT2-IT1,0,0,0,0,0,0
LOC100421808,0,0,0,0,0,0
OCIAD1-AS1,0,0,0,0,0,0
FLJ12825,24,33,20,30,22,25
PGAM1P1,0,0,0,0,0,0
TRIM52-AS1,32,54,50,52,45,55
LOC105371814,3,2,2,3,11,0
LINC02120,0,0,0,0,0,0
MTCYBP44,0,0,0,0,0,0
SCGB1D5P,0,0,0,0,0,0
LINC02360,0,0,0,0,0,0
LINC00616,0,0,0,0,0,0
LOC100419319,0,0,0,0,0,0
MEF2C-AS1,0,0,0,0,0,0
CYP4F27P,0,0,0,1,0,0
MTND4LP2,0,0,0,0,0,0
LOC101927543,0,0,0,0,0,0
LINC02275,4,0,1,2,2,3
LUCAT1,34,7,4,9,5,4
NOL8P1,0,0,0,0,0,0
MTCO3P28,0,0,0,0,0,0
APELA,3,0,0,0,0,1
LINC00613,0,0,0,0,0,0
TUB-AS1,0,0,0,0,0,0
CDK11B,686,725,753,680,771,824
LINC02472,0,0,0,0,0,0
LINC02504,0,0,0,0,0,0
ARL2BPP6,0,0,0,0,0,0
LINC00504,1025,550,12,671,475,375
OR7E86P,3,0,0,0,3,0
TRAJ51,0,0,0,0,0,0
LINC02056,0,0,0,0,0,0
LOC100127981,0,0,0,0,0,0
HMGN1P9,0,0,0,0,1,0
PCDHAC1,16,4,5,3,3,5
TARM1,0,0,0,0,0,0
LINC02064,0,0,0,0,0,0
TOMM22P4,0,0,0,0,0,0
LOC391674,0,0,0,0,0,0
NACAP6,0,0,0,0,0,0
PRR5-ARHGAP8,42,20,39,25,22,29
LOC112268242,0,0,0,0,0,1
UBL5P1,0,0,0,0,0,0
LOC100130072,0,0,0,0,0,0
MTATP6P9,0,0,0,0,0,0
OR51K1P,0,0,0,0,0,0
FAM198B-AS1,1,1,5,0,0,0
HMGB3P16,0,0,0,0,0,0
RPL23AP94,0,0,0,0,0,0
LINC01197,0,0,1,1,1,8
OR10J7P,0,0,0,0,0,0
SEMA6A-AS1,47,7,3,29,5,2
LOC100533670,0,0,0,0,0,0
PCDHGB8P,1,1,0,4,4,0
LINC02217,0,0,0,0,0,0
LINC02119,0,0,0,0,0,0
NENFP3,0,0,0,0,0,0
FGF10-AS1,0,0,0,0,0,0
LOC651644,0,0,0,0,0,0
LOC105374114,0,0,0,2,0,0
LOC100996385,0,0,0,0,0,0
DDX11L16,3,0,0,0,0,1
LINC01962,0,0,2,1,0,0
NAIPP3,0,0,0,0,0,0
POU5F2,2,0,1,4,1,0
PCP4L1,0,0,0,1,0,0
ABHD14A,47,68,128,80,93,101
PGAM4P2,0,0,0,0,0,0
LINC02062,0,0,1,0,0,0
ZFAT-AS1,0,0,0,0,0,0
ZBED9,0,3,2,0,0,3
ASNSP1,0,0,0,0,0,0
LINC02380,0,0,0,0,0,0
TUBAP10,0,0,0,0,0,0
OR5H4P,0,0,0,0,0,0
SRP14-AS1,105,73,84,92,53,60
SBF1P1,0,0,0,0,0,0
MTATP6P1,8976,6221,2512,5217,4017,4795
LOC101928651,0,0,0,0,0,0
BCL2L12P1,0,0,0,0,0,0
LOC157273,0,0,0,0,0,0
LOC283731,1,0,0,1,0,1
LOC391768,0,0,0,0,0,0
ANP32C,0,0,0,1,0,0
MTND4P8,0,0,0,0,0,0
OTX2-AS1,0,0,0,0,0,0
OR52H2P,0,0,0,0,0,0
LINC01339,0,0,0,0,0,0
LOC729707,0,0,1,0,2,4
TECRP2,0,0,0,0,0,0
EGFLAM-AS2,0,0,0,0,0,0
LOC100288510,0,0,0,0,0,0
STIMATE-MUSTN1,37,73,38,27,30,55
DSTNP2,45,76,38,49,57,47
LOC643201,4,1,0,0,1,0
FLJ42969,10,7,4,10,3,6
LOC645433,0,0,0,0,0,0
HSPA8P4,6,13,3,9,9,1
LOC100422640,0,0,0,0,0,0
ENPP7P3,0,0,0,0,0,0
LOC402192,0,0,0,0,0,0
WRBP1,0,0,0,0,0,0
LOC105370027,0,0,0,0,0,0
OR10J2P,0,0,0,0,0,0
RBM14-RBM4,46,66,862,211,21,35
MTCO3P44,0,1,0,0,0,0
OXCT1-AS1,0,3,5,6,2,7
ALG1L9P,16,4,11,10,2,6
LY75-CD302,5,8,0,26,0,5
LINC01331,0,0,0,0,0,0
LINC02102,0,0,0,0,0,0
BIN2P2,0,0,0,0,0,0
TOX4P1,0,0,0,0,0,1
LINC01085,0,0,0,0,0,0
LOC391741,0,0,0,0,0,0
LINC02415,0,0,0,0,0,0
MTND4P2,0,0,0,0,0,0
TRIM59-IFT80,0,0,0,0,0,0
CCDC153,0,4,1,0,1,1
C4orf54,10,5,1,7,8,6
RFPL4AP5,0,0,0,0,0,0
AK3P4,0,0,0,0,0,0
NPHP3-AS1,0,0,0,3,0,0
LINC01948,0,0,0,0,0,0
MTCO1P30,2,0,0,0,0,1
EGFLAM-AS4,0,0,0,0,0,0
R3HDM2P1,0,0,0,0,0,0
LOC101929237,19,37,59,34,24,30
ACTN3,0,0,0,0,0,0
MTND5P9,0,0,0,0,0,0
LINC02115,0,0,0,0,0,0
MTCYBP37,0,0,0,0,0,0
FOXL3-OT1,0,0,0,0,0,0
SMIM31,4,1,1,0,1,0
LOC100129344,0,0,0,0,0,0
PSMC1P4,0,0,0,0,0,0
LINC02118,0,0,0,0,0,0
LOC100422687,0,0,0,0,0,0
LINC00266-2P,0,0,0,0,0,0
C8orf34-AS1,0,0,0,0,0,0
LINC01095,0,0,0,0,0,2
LINC02432,29,6,18,29,21,15
DYNLL1P6,0,0,0,0,0,0
APOBEC3AP1,0,0,0,0,0,0
PCBP2P3,0,0,0,0,0,0
LOC345576,0,0,0,0,0,0
LOC100421142,0,0,0,0,0,0
MARK2P5,0,0,0,0,0,0
LOC105374524,0,0,0,0,0,0
PGAM1P13,0,0,0,0,0,0
RPL7AP29,0,0,0,0,0,0
LINC02753,0,0,0,0,0,0
LOC100131441,0,0,0,0,0,0
PPBPP2,0,2,1,0,1,0
LOC645852,0,0,0,0,0,0
LOC100421364,0,0,0,0,0,0
FLJ46284,1,2,0,3,2,1
LINC01574,0,0,0,0,0,0
USP46-DT,41,21,17,41,26,28
LINC02511,0,0,0,0,0,0
TNFSF12-TNFSF13,0,0,0,0,0,0
LINC02431,0,0,0,0,0,0
C5orf17,3,2,6,25,25,4
PGBD4P4,0,0,0,0,0,0
B4GALNT2P1,0,0,0,0,0,0
SEPTIN7P10,0,0,0,0,0,0
UGT2A3P7,0,0,0,0,0,0
HHIP-AS1,0,1,0,0,0,0
LOC105379196,0,0,0,0,0,0
FAM138E,0,0,0,0,0,0
LOC102723313,1,8,4,9,8,12
LINC01846,0,0,0,0,0,0
MTND2P33,0,0,0,0,0,0
LINC02239,0,0,0,0,0,0
PHBP14,0,0,0,0,0,0
ACTR6P1,0,0,0,0,0,0
ATP5MF-PTCD1,144,200,261,110,290,119
USP17L19,0,0,0,0,0,0
MTND5P11,1,1,0,1,0,2
MTCYBP40,0,0,0,0,0,0
LOC100507291,19,16,18,22,14,10
USP17L22,0,0,0,1,0,0
MTND3P22,0,0,0,0,0,0
LDHBP3,0,0,0,0,0,0
HMGB1P44,0,0,0,1,0,0
LOC101929470,0,0,0,0,0,0
KRT8P46,10,3,17,9,7,9
LOC107986400,0,0,0,0,0,0
PSME2P3,0,0,0,0,0,0
LOC105374618,0,0,0,0,0,0
LINC02231,0,0,0,0,0,1
EFL1P2,0,0,0,0,0,0
GAPDHP56,0,0,0,0,0,0
ZNF519P4,0,0,0,0,0,0
LINC00533,0,0,0,0,0,0
CLMAT3,0,0,0,0,0,0
AARS1P1,0,0,0,0,0,0
TRAV31,0,0,0,0,0,0
LOC100420683,0,0,0,0,0,0
FAM138D,0,0,0,0,0,0
KRT18P25,0,0,0,0,0,0
LINC01033,8,3,9,12,9,17
WSPAR,0,0,0,0,0,0
NDUFB2P1,0,0,0,0,0,0
LOC100421664,0,0,0,0,0,0
C5orf66-AS1,4,0,2,4,0,1
AIG1P1,0,0,0,0,0,0
OR12D1,0,0,0,0,0,0
USP17L17,0,0,0,0,0,0
LOC101928590,0,0,0,0,0,0
HAUS5,631,546,767,559,676,748
MTND6P4,0,0,0,1,0,0
LINC02215,0,0,0,0,0,0
SLED1,2,0,0,0,0,1
EPPIN-WFDC6,0,0,0,0,0,0
LOC646616,0,0,0,0,0,2
LINC02517,0,0,0,0,0,0
PCDHA11,43,13,28,7,5,4
LINC02213,0,0,0,0,0,0
ADAM20P3,0,0,0,0,0,0
SEMA6A-AS2,5,2,0,2,2,2
LOC107986208,0,0,0,0,0,0
LINC01093,0,0,0,0,0,0
MTND4P29,0,0,0,0,0,0
LOC105377488,0,0,0,0,2,0
ENPP7P1,18,9,6,7,10,11
UBE2V1P12,0,0,0,0,0,0
MTND3P25,0,0,0,0,0,0
HSPD1P5,0,0,0,0,0,1
TMEM132D-AS1,0,0,0,0,0,0
OR10J9P,0,0,0,0,0,0
LOC100419960,0,0,0,0,0,0
CTD-3080P12.3,2,4,4,0,0,0
LOC100129404,0,0,0,0,0,0
ATP5MGL,0,0,1,0,0,0
NAMPTP2,0,0,0,0,0,0
CDH12P2,0,0,0,0,0,0
CASC16,0,0,0,0,0,0
LOC100422562,0,0,0,0,0,0
LINC02265,0,0,1,0,1,0
TMEM150C,112,183,78,71,128,145
MTCYBP17,0,0,0,0,0,0
ATP5MGP3,0,0,0,0,0,0
PARP4P3,0,0,0,0,0,0
LINC00939,9,4,0,7,3,5
UNC93B8,2,2,3,1,4,0
PDLIM1P4,0,0,0,0,0,0
SLIRPP2,0,0,0,0,0,0
LINC02057,0,0,0,0,1,0
LOC100421308,0,0,0,0,0,0
LINC02174,0,0,0,0,0,0
LINC01411,1,2,0,0,0,1
LINC01088,10,10,9,13,4,3
APOBEC3B-AS1,0,0,0,0,0,0
LOC105377480,0,0,0,0,0,0
OR5H5P,0,0,0,0,0,0
CTD-2194D22.4,0,0,0,0,0,0
LOC101927040,3,0,0,16,1,0
LOC100506444,2,0,0,0,0,0
LINC01333,0,0,0,0,0,0
LINC02405,0,0,0,0,0,0
LINC01016,2,1,0,2,0,0
UGDH-AS1,571,342,43,406,285,246
LOC112268475,0,0,0,0,0,0
LOC101928858,0,0,0,1,1,0
CASC11,1,2,0,0,0,0
LINC01060,0,0,0,0,0,0
LOC105375095,0,3,0,2,0,0
LOC100132524,0,0,0,0,0,0
LINC02619,0,0,0,0,0,0
LINC02071,3,1,1,0,0,0
MTCO2P9,0,0,0,0,0,0
CASC9,45,43,21,32,21,16
LINC02212,0,0,0,0,3,0
LOC100131553,0,0,0,0,0,0
LOC101928052,0,0,1,0,0,0
ADAMTS19-AS1,0,0,0,0,0,0
LINCR-0003,0,0,0,0,0,0
NAIP,3,3,2,21,0,6
HMGN1P14,0,0,0,0,0,0
TRAJ60,0,0,0,0,0,0
MTCO1P24,0,0,0,0,0,0
MRPL57P6,0,0,0,0,0,0
GZMAP1,0,0,0,0,0,0
ZNF286B,90,75,154,97,105,117
LINC01091,0,0,0,0,0,1
H2AL1QP,0,0,0,0,0,0
ZNF324B,138,111,238,199,152,140
LOC285638,4,4,1,5,5,8
SPATS1,0,0,0,0,0,0
USP17L14P,0,0,0,0,0,0
LINC01470,0,0,0,0,0,1
LINC01586,0,0,0,0,0,0
NACAP5,0,0,0,0,0,0
ANKRD20A18P,0,0,0,0,0,0
LINC02075,0,0,0,0,0,0
LINC01179,16,21,19,11,15,13
USP9YP2,0,0,0,0,0,0
HMGN1P16,0,0,0,0,0,0
PCDHA14,0,2,0,0,0,0
LOC100130760,0,0,0,0,0,0
ZEB2P1,0,0,0,0,0,0
LOC100288484,0,0,0,0,0,0
LINC02114,0,0,0,0,0,0
LOC100422188,0,0,0,0,0,0
MIR302CHG,8,4,0,6,3,4
LINC01258,0,0,0,1,0,0
LOC100130748,0,0,0,0,0,0
EEF1A1P21,0,0,0,0,0,0
LINC01234,256,243,289,249,264,220
PPP2R2B-IT1,0,0,0,0,0,0
TMEM248P1,0,0,0,0,0,0
RCC2P4,0,0,0,0,0,0
OR12D1,0,0,0,0,0,0
LOC442497,0,0,0,1,0,0
CLRN2,0,0,0,0,0,0
LINC02225,0,0,0,0,0,0
LOC100129917,20,13,21,21,20,18
BMPR1B-DT,0,0,0,0,0,0
LINC02173,0,0,0,0,0,0
CCNB3P1,0,1,1,0,0,0
LINC02465,0,0,0,0,0,0
HMGN1P13,0,0,0,0,0,0
H3P18,0,0,0,0,0,1
IFNAR2,5,4,0,14,4,0
LINC00942,1,0,0,5,3,5
OR52V1P,1,0,0,0,0,0
USP9YP5,0,0,0,0,0,0
LOC101929577,0,0,0,0,0,0
HOXC13-AS,1,0,1,0,1,0
LOC105377603,0,0,0,0,0,0
C5orf66-AS2,6,0,0,1,1,0
VN1R104P,0,0,0,0,0,0
LINC02218,0,0,0,0,0,0
LINC01259,0,0,0,0,0,0
KRT18P56,0,0,0,0,0,0
LOC105377590,3,2,5,5,4,7
TUBA3GP,0,0,0,0,0,0
KRT19P3,0,0,0,0,0,0
LOC729558,1,0,0,0,0,0
LOC100421154,0,0,0,0,0,0
THEGL,0,0,0,0,0,0
LOC574538,0,0,0,0,0,0
MTCO3P9,0,0,0,0,0,0
LINC02261,1,2,1,3,4,1
SRD5A3-AS1,12,9,5,10,2,12
ZNF564,73,98,22,74,66,44
LOC101929353,0,0,0,0,0,0
LOC101929109,0,0,0,0,0,0
FER1L5,0,0,0,0,2,1
PARM1-AS1,5,2,1,3,0,0
LOC100419045,0,0,0,0,0,0
OR10J4,0,0,0,0,0,0
LINC02242,4,3,3,1,4,2
LOC285626,0,0,0,0,0,1
LINC01265,0,0,0,3,1,3
LOC100506406,0,0,0,0,0,0
ECSCR,0,1,1,0,0,0
NDUFB4P9,0,0,0,0,0,0
ENPP7P10,3,7,6,6,5,8
MTND6P17,0,0,0,0,0,0
SAP18P1,0,0,0,0,0,0
TRMT112P2,0,0,0,0,0,0
LINC02112,0,0,0,0,0,0
LOC105374647,0,0,0,0,0,0
SCARNA22,0,0,0,0,0,0
LINC02103,0,0,0,0,0,0
LOC101060158,0,0,0,0,0,0
LINC01377,0,0,0,0,0,0
USP17L21,0,0,0,0,0,0
LINC00964,10,10,0,8,1,0
LOC102724700,0,0,0,0,0,0
THBS4-AS1,7,7,0,1,0,0
LINC02162,0,0,0,0,0,0
CCDC37-DT,0,0,0,0,0,0
VCAN-AS1,0,0,0,0,0,0
PPIP5K1P1,7,0,9,25,22,5
LINC02021,22,25,13,29,23,20
LOC100420053,0,0,0,0,0,0
KRT18P31,0,0,0,0,1,0
RPS27AP18,0,0,0,0,0,0
HS3ST5,3,0,0,0,0,1
CDH18-AS1,0,0,0,0,0,0
EEF1A1P19,9,12,4,15,5,4
SNX5P1,0,0,0,0,0,0
PVT1,19,19,8,24,2,17
MTRNR2L5,0,0,0,0,0,0
LGALS16,0,0,0,0,0,0
OR7E83P,50,7,29,43,26,24
LINC02742,0,0,0,0,0,0
LINC02372,0,0,0,0,0,0
LOC643307,0,0,0,0,0,0
LINC02501,0,0,0,0,0,0
RNF103-CHMP3,4,0,3,16,2,11
ARHGEF38-IT1,2,3,1,3,1,2
ALG1L11P,0,0,0,0,0,1
LOC100422020,0,0,0,0,0,0
KRT19P6,0,0,0,0,0,0
MTND6P16,0,0,0,0,0,0
LOC100288866,3,3,1,2,2,6
BRD9P2,5,0,0,1,0,1
CYCTP,0,0,0,0,0,0
TRIM51CP,0,0,0,0,0,0
TRBV26,0,0,0,0,0,0
PDCD6,985,974,1295,960,848,988
LINC00536,0,0,0,0,0,0
FABP5P6,0,0,0,0,0,0
LINC02891,1,0,2,0,4,3
UQCRBP3,0,0,0,1,0,0
GOLGA8K,2,1,0,2,0,0
LOC112267949,0,0,0,0,0,0
GBA3,0,0,0,0,0,0
CCT7P2,0,0,0,0,0,0
TERB1,4,2,3,2,0,3
EEF1A1P20,0,0,0,0,0,0
OR5H3P,0,1,0,0,1,0
LOC100289037,0,0,0,0,0,0
TRGV7,7,2,3,4,1,1
RPS4XP20,0,0,0,0,0,0
MTCO2P24,0,0,0,0,0,0
TMEM158,80,116,121,58,106,147
BFSP2-AS1,0,0,0,0,0,0
ECM1P2,0,0,0,0,0,0
LOC100421141,0,0,0,0,0,0
LOC101928174,0,0,0,0,0,0
ZP3P1,0,0,0,0,0,0
LOC100128803,0,0,0,0,0,0
ARPIN-AP3S2,191,230,466,327,279,366
TMPRSS11BNL,0,0,0,0,0,0
SLC7A11-AS1,6,0,0,5,2,3
IGKV1D-37,0,0,0,0,0,0
LOC100419318,0,0,0,0,0,0
RAF1P1,0,0,0,0,0,0
LINC02514,0,0,0,0,0,0
MTND4P9,0,1,0,2,0,2
LINC01018,0,0,0,0,0,0
MAPK10-AS1,0,0,0,0,0,0
YJEFN3,27,37,19,39,15,44
SH3TC2-DT,0,0,0,0,0,0
LOC101929340,8,28,2,12,15,15
LOC101927237,0,0,0,2,0,0
LOC100533667,0,0,0,0,0,0
LOC107987327,0,0,0,0,0,0
LOC105374516,0,0,0,0,0,0
NREP-AS1,0,0,0,0,0,0
PANCR,0,0,0,0,0,0
CACNA1G-AS1,0,0,2,0,0,0
LOC101929141,0,0,0,0,0,0
RHOQ-AS1,0,0,0,1,0,0
PCDHA10,18,15,13,7,4,7
LINC02232,0,0,0,0,0,0
LINC02108,29,6,12,16,10,13
HOXC-AS2,37,29,57,16,51,51
LOC728488,1,0,2,7,0,0
EEF1A1P35,0,1,0,1,0,0
KRT8P31,0,0,0,1,0,0
ARPC4-TTLL3,20,25,39,20,41,21
LOC107986412,5,0,2,3,5,1
LINC02060,2,0,0,0,0,0
TRMT112P5,0,0,0,0,0,0
MYLK-AS2,0,0,0,0,0,1
RCC2P8,0,0,0,0,0,0
LOC105377448,0,0,0,0,0,0
HMGN1P15,0,0,0,0,0,0
TTTY23B,0,0,0,0,0,0
YWHAEP4,0,0,0,0,0,0
LOC100422513,0,0,0,0,0,0
FZD10-AS1,11,48,44,27,59,51
CIR1P2,0,0,0,0,0,0
ALDH1L1-AS1,0,0,0,0,0,0
LTV1P1,0,0,0,0,0,0
KRT8P32,0,0,0,0,1,0
LINC01216,0,0,0,0,0,0
TRIM60P14,3,0,0,0,0,0
LOC101927495,0,0,1,1,0,0
LOC101927359,1,1,1,0,1,2
CTD-2350J17.1,0,0,0,0,0,0
PKD1P6,59,72,147,53,100,158
LINC02430,0,0,0,0,0,0
PTTG2,0,0,0,1,5,1
LINC02509,0,0,0,0,0,0
LINC01612,0,0,0,0,0,0
PSMC1P5,0,0,0,0,0,0
LOC100128059,3,3,1,0,1,0
LOC105371824,1,0,0,0,2,0
VWA8P1,0,0,0,0,0,0
RDH10-AS1,5,13,0,15,16,5
GIMD1,0,0,0,0,0,0
LINC01618,0,0,0,0,0,0
LINC02762,6,6,4,1,6,2
TRMT9B,5,2,5,3,3,6
TUBB8P3,0,0,0,0,0,0
SALL4P1,0,0,0,0,0,0
ZNF718,97,61,30,113,69,48
SMIM20,252,290,192,251,232,269
RPL13AP26,7,9,10,7,5,11
MRPL22P1,0,0,0,0,0,0
LOC105377623,7,2,2,4,6,1
RPSAP70,0,0,0,0,0,0
MGC32805,2,7,6,0,3,0
LINC01340,0,0,0,0,0,0
LINC00989,0,0,0,0,0,0
PURPL,4,6,0,0,0,1
LINC02494,0,0,0,0,0,0
SNRPCP16,0,0,0,0,1,0
LOC100419356,0,0,0,0,0,0
H3P20,0,0,0,0,0,0
GYPB,0,0,0,0,0,0
KRT18P21,0,0,0,0,0,0
OR12D3,0,0,0,0,0,0
LOC101927124,6,7,5,20,4,1
TUNAR,0,0,1,0,1,0
MARK2P4,0,0,0,0,0,0
LOC107986453,4,4,3,11,0,3
H3P21,1,2,2,1,0,1
MTND6P2,0,0,0,0,0,0
LINC02502,0,0,0,0,0,0
LOC402229,0,0,0,0,0,0
KLHL2P1,1,1,2,5,2,0
SEC63P2,0,0,0,0,0,0
LINC02116,0,0,0,0,0,0
AACSP1,3,0,2,2,1,0
KIAA1210,0,0,1,0,0,0
OR7E35P,0,0,0,0,0,0
FTLP10,0,0,0,0,0,1
LINC02148,0,0,0,0,0,0
LOC100420385,0,0,0,0,0,0
CLSTN2-AS1,0,0,0,0,0,0
LINC02499,0,0,0,0,0,0
EIF3KP3,0,0,0,0,0,0
CCT5P1,0,0,0,0,0,0
LINC02105,0,0,0,0,0,0
HOXC-AS1,6,9,13,14,16,22
LINC02260,1,0,0,0,0,0
LRRC34P2,0,0,0,0,0,0
GMPSP1,0,0,0,0,0,0
DUTP7,0,0,0,0,0,0
RPL6P11,0,0,0,0,0,0
ENPP7P9,0,0,0,0,0,0
PPM1AP1,0,1,0,10,4,3
PPIAP76,0,0,0,0,0,0
FAM218A,0,0,0,0,0,0
LINC02145,0,0,0,0,0,0
INTS6P1,0,0,0,0,0,0
LOC101929227,1,0,1,0,1,1
KRT18P51,0,0,0,0,0,0
LOC100422637,0,0,0,0,0,0
CDK3,49,36,29,28,39,37
LINC02701,3,1,0,2,1,0
GPR162,0,0,0,0,0,0
LINC02125,0,0,0,0,0,0
CCT6P2,0,0,0,0,0,0
LINC02121,0,0,0,0,0,0
LOC107986321,0,0,0,0,0,0
KRT8P33,26,16,22,30,19,29
LOC101928978,1,1,0,1,0,0
LOC133332,0,0,0,0,0,0
LINC01303,3,15,1,35,31,1
CCDC34P1,0,0,0,0,0,0
OR7E59P,0,0,0,0,0,0
LOC102546229,0,0,0,0,1,0
ATP6V1E2,123,172,158,176,208,220
NTAN1P2,3,2,0,6,2,2
GLI4,97,121,187,76,153,165
CTD-2297D10.2,0,0,0,0,0,0
SNRPCP8,0,0,0,0,0,0
SMAD1-AS2,0,0,0,0,0,0
LINC01511,2,2,0,3,1,3
LINC02492,0,0,0,0,0,0
PRSS3P1,0,0,0,0,0,0
RNF14P2,0,0,0,0,0,0
LOC339874,0,1,0,0,0,1
MTCYBP43,0,0,0,0,0,0
LOC100420228,0,0,0,0,0,0
TTC39CP1,0,0,0,0,0,0
LINC02171,0,0,0,0,0,0
LINC01182,0,0,0,0,0,0
CXXC5-AS1,0,1,0,0,0,0
LOC100420534,0,0,0,0,0,0
LY6G6F-LY6G6D,0,0,0,0,0,0
LOC107986375,0,0,0,0,0,0
LOC100240735,2,1,2,0,0,0
LINC01596,0,0,0,0,0,0
LINC02123,0,0,0,0,0,0
LOC359819,0,0,0,0,0,1
REELD1,1,2,0,0,2,1
LINC00491,1,0,1,0,2,0
LOC654780,0,0,0,0,0,0
TRAJ55,0,0,0,0,0,0
RPF2P2,0,0,0,0,0,0
LOC105377267,0,0,0,0,0,0
LINC02269,0,0,0,0,0,0
CCDC169-SOHLH2,0,1,1,0,0,0
OR7E99P,26,11,16,21,17,10
LOC391713,0,0,0,0,0,0
LINC01017,0,0,0,0,0,0
P3R3URF,0,0,0,0,0,0
SELENOP,38,20,16,51,150,62
HMGB3P3,0,0,0,0,0,0
RPEP1,0,0,0,0,0,0
LINC01262,0,0,0,0,0,0
NT5C1B-RDH14,0,0,0,0,0,0
LINC02381,135,179,251,183,253,267
USP17L20,0,0,0,0,0,0
LOC100288073,0,0,0,1,1,0
LOC101060067,0,0,0,0,0,0
LOC105369187,1,1,1,1,0,0
LINC02436,0,0,0,0,0,0
LOC100419170,45,24,4,28,17,21
LINC01365,0,0,0,0,0,0
LOC105374428,0,0,0,0,0,0
SNHG18,0,0,0,1,2,3
HMGN1P17,1,0,0,0,0,0
