gene_name,WT_-LV_1,WT_-LV_2,WT_-LV_3,WT_+LV_1,WT_+LV_2,WT_+LV_3,ZEB1_+/-_-LV_1,ZEB1_+/-_-LV_2,ZEB1_+/-_-LV_3,ZEB1_+/-_+LV_1,ZEB1_+/-_+LV_2,ZEB1_+/-_+LV_3
RN7SL544P,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
MIR4734,0,0,0,0,0,0,0,0,0,0,0,0
FAM242F,0,0,0,0,0,0,0,0,0,0,0,0
TLCD2,956,746,703,449,290,317,1244,1446,894,767,875,471
MRPS31P1,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
MIR6780A,0,0,0,0,0,0,0,0,1,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
LILRP2,0,0,0,0,0,0,0,0,0,0,0,0
LILRA2,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419775,0,0,0,0,0,0,0,0,0,0,0,0
MCCC2,0,0,0,0,0,0,0,0,0,0,0,0
CCL4,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP528,0,0,0,0,0,0,0,0,0,0,0,0
CCL4L2,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419515,40,43,36,14,16,33,30,31,26,50,61,22
PDCD6IPP1,107,83,75,51,40,64,78,156,135,157,143,43
NOSTRIN,5,5,1,0,0,0,1,5,0,2,3,0
ABCC6,134,123,39,77,70,69,200,173,168,171,258,96
FAM120B,717,799,551,401,499,513,815,928,759,983,1047,474
MIR5787,0,0,1,0,0,0,0,0,0,0,0,0
MIR8088,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL680P,0,1,0,0,0,0,0,1,1,1,0,0
RAB11FIP3,937,1132,965,629,1022,1095,1394,1605,1133,1560,1488,676
FGD5P1,11,16,18,9,4,16,6,15,12,23,29,4
PRAG1,510,461,318,169,333,343,401,408,325,681,508,338
MIR6503,0,0,0,0,0,0,0,0,0,0,0,0
SMN1,605,616,433,173,0,630,472,760,812,1069,946,383
TUBB6P1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
C7orf77,0,0,0,0,0,0,0,1,0,0,0,0
MIR6868,0,0,0,0,0,0,0,0,0,0,0,0
DYNLT2,19,39,14,21,10,20,24,32,23,35,41,22
MIR6124,0,0,0,0,0,0,0,0,0,0,0,0
MIR1299,0,0,1,0,1,0,0,0,1,0,1,0
H3C11,0,0,0,0,0,0,0,0,0,0,0,0
FCGBP,10,0,7,27,3,3,3,9,6,39,6,2
PMCHL2,0,0,0,2,0,0,8,8,0,0,2,0
DHRS11,99,82,0,54,0,0,0,0,0,0,0,0
LILRA5,0,0,0,0,0,0,0,0,0,0,0,0
HNF1B,1,1,1,0,0,0,1,0,0,0,1,0
MIR6882,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
VN1R18P,0,0,0,0,0,0,0,0,0,0,0,0
LOC286083,0,0,0,0,0,0,0,0,0,0,0,0
MUC20,0,0,0,0,1,0,0,3,0,0,0,1
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DS1,0,0,0,0,0,0,0,0,0,0,0,0
DEFB4A,0,0,0,0,0,0,0,0,0,0,0,0
PTGER4P2-CDK2AP2P2,35,39,39,26,17,28,17,24,20,69,47,30
MIR6085,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS2,0,0,0,0,0,0,0,0,0,0,0,0
MIR548O2,0,0,0,0,0,0,0,0,0,0,0,0
MIR7852,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
MIR6809,0,0,0,0,0,0,0,0,0,0,0,0
LILRB2,0,0,0,0,0,0,0,1,0,0,0,0
LOC102724159,1689,1608,1823,1039,2745,2433,1240,1656,1324,2785,2740,952
LOC158434,0,0,0,0,0,0,0,0,0,0,0,1
MIR6130,0,0,0,0,0,0,0,0,0,0,0,0
LENG8-AS1,33,47,23,10,0,13,47,38,31,33,71,16
IGHV3-54,0,0,0,0,0,0,0,0,0,0,0,0
EPHB6,4,7,15,2,0,0,1,1,0,0,11,35
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419830,0,0,0,0,0,0,0,0,0,0,0,0
LINC01730,10,2,5,6,4,2,3,6,5,7,7,4
LOC102724701,0,0,0,0,0,0,0,0,3,0,0,0
PDXDC1,1942,2401,1806,831,1220,1520,2427,3380,2518,2915,2801,1171
MUC20,10,0,0,5,0,0,7,10,19,0,41,16
RNU7-42P,0,0,0,0,0,0,0,0,0,0,0,0
H3P25,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
PRB1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6718,0,0,0,0,0,0,0,0,0,0,0,0
MIR6804,0,0,0,0,0,0,0,0,0,0,0,0
FAM236A,0,0,0,0,0,0,0,0,0,0,0,0
NCR1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6508,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-26,0,0,0,0,0,0,0,0,0,0,0,0
LILRA1,0,0,0,0,0,0,0,0,0,0,0,0
CCL15,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-4,2,7,2,3,5,2,5,2,5,1,6,6
RNVU1-19,0,0,0,0,0,0,0,0,0,0,0,0
LILRA6,0,0,0,0,0,0,0,0,0,0,0,0
MPV17L,546,498,433,231,353,526,342,512,314,692,622,304
BDH1,38,50,12,10,42,15,41,46,32,58,53,9
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
STPG3-AS1,9,11,4,6,1,3,8,10,6,7,8,2
ELOA3CP,0,0,1,0,0,0,0,0,0,1,0,0
DLL1,17,40,10,19,10,44,28,16,24,35,31,16
RN7SKP175,2,0,2,0,0,2,4,1,3,6,4,4
SEPTIN7P12,0,0,0,0,0,0,0,0,0,0,0,0
LOC100508046,0,0,0,0,0,0,0,0,0,0,0,0
FCAR,0,0,0,0,0,0,0,0,0,0,0,0
ALOX5,0,0,5,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP11A,0,0,0,0,0,0,0,5,0,0,0,0
TTC34,11,10,23,8,2,11,0,18,9,14,7,0
GRIFIN,0,0,0,0,0,0,0,0,0,0,0,0
PTP4A3,259,332,249,58,178,136,602,849,380,279,532,155
SERF1A,90,118,41,131,0,168,0,195,90,271,191,116
KIR2DS2,0,0,0,0,0,0,0,0,0,0,0,0
LILRA6,0,0,0,0,0,0,0,0,0,0,0,0
PDE4DIPP4,0,0,1,0,0,0,0,0,0,0,0,0
RN7SL341P,2,3,1,0,0,0,0,2,0,0,0,1
XKR5,46,59,62,16,11,14,254,150,118,50,128,35
ADAM32,10,9,0,0,0,26,0,36,1,21,29,0
ANAPC1P5,0,23,14,11,0,16,6,13,14,13,29,11
LOC100533643,0,0,1,0,0,0,0,0,0,0,0,1
PIGW,594,694,557,307,536,527,260,408,356,820,604,308
DUX4L21,0,0,0,0,0,0,0,0,0,0,0,0
BFAR,1598,1664,1296,780,1459,1337,1474,1930,1476,2389,2104,1053
GON7,177,264,175,146,121,170,121,185,204,279,278,166
FLJ16779,1,0,0,0,0,0,0,0,0,0,0,2
LRRC37A3,0,33,13,17,0,43,37,20,0,47,66,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
PRB3,0,0,0,0,0,0,0,0,0,0,0,0
LOC107987066,0,1,0,0,0,1,0,0,2,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
MIR6793,0,1,0,0,0,0,0,0,0,1,1,0
RBM22P6,0,0,0,0,0,0,0,0,0,0,0,0
TTYH1,0,0,2,0,0,0,0,0,0,0,0,0
MIR6851,0,0,0,0,0,0,0,0,0,0,0,0
MIR6796,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL313P,0,1,1,2,0,0,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
SNORD112,0,0,0,0,0,0,0,0,0,0,0,0
H4C7,0,0,0,0,0,0,0,0,0,0,0,0
MIR6839,0,0,1,0,0,0,0,0,0,1,1,0
MIR6744,0,0,0,0,0,0,0,0,0,0,0,0
MIR8076,0,0,0,0,0,0,0,0,0,0,0,0
MIR6724-4,0,0,0,1,0,0,0,0,0,2,0,0
UBE2Q2P6,2,11,0,7,0,7,2,1,0,0,8,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
MIR3648-1,6,7,4,11,13,3,2,6,11,9,15,9
MIR6795,0,0,0,0,0,0,0,0,0,0,0,0
H2BC9,0,0,0,0,0,0,0,0,0,0,0,0
H3C1,1,0,0,0,0,0,0,0,0,0,0,0
LOC100420742,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
CCL15,3,5,1,1,4,0,1,1,2,6,4,4
LYZL6,0,0,0,0,0,1,0,0,0,0,0,0
NAPEPLD,24,0,24,0,21,19,34,0,0,19,0,0
MIR6088,0,0,0,0,0,0,0,0,0,0,0,0
LILRB4,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
OSCAR,6,3,8,7,2,1,7,15,7,5,9,2
RBM27,800,773,600,309,787,621,827,1161,886,1201,862,410
KLF13,576,659,792,333,664,556,617,891,630,828,688,426
IGHV3-79,0,0,0,0,0,0,0,0,0,0,0,0
ARL17A,19,121,116,59,25,45,44,27,101,179,6,33
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
DDTL,52,53,45,27,43,29,50,53,45,58,68,48
TBC1D3G,0,0,0,0,0,0,0,0,0,0,0,0
ZNF516-DT,2,4,0,1,1,0,2,3,2,2,5,0
SLC2AXP1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6505,0,0,0,0,0,0,0,0,0,0,0,0
OR4G6P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL185P,0,0,0,0,0,0,0,0,0,0,0,0
PRH1-PRR4,0,0,0,0,0,0,0,0,0,0,0,0
NTAN1,1089,1304,821,701,936,962,1090,1400,1038,1884,1821,776
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
MIR8064,0,0,0,1,0,0,0,0,0,0,0,0
TRBV10-3,0,0,0,0,0,0,0,0,0,0,0,0
RIMBP3,319,248,243,237,217,147,268,376,279,389,346,200
RN7SL736P,1,0,2,0,0,0,1,0,0,0,0,0
MIR8082,0,0,0,0,0,0,0,0,0,0,0,0
MIR6500,0,0,0,0,0,0,0,0,0,0,0,0
MIR6818,0,0,0,0,0,0,0,0,0,0,0,0
LAIR2,0,0,0,0,0,0,0,0,0,0,0,0
LLCFC1,0,0,0,0,0,0,0,0,0,0,0,0
CCL4,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP23,2061,1743,1191,1451,2475,2459,1287,1387,1088,3862,2247,1363
TUBGCP5,677,883,582,355,485,651,736,847,946,1003,1381,513
MIR6068,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
LILRA3,0,0,0,0,0,0,0,0,0,1,0,0
LOC105374989,11,14,6,9,6,6,2,20,10,18,16,3
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
MLLT6,3932,4197,3116,2370,3934,3769,3165,4229,2963,5613,3812,2372
LINC01742,0,2,0,0,0,0,0,0,0,0,0,0
MIR6720,0,0,0,0,0,0,1,0,0,0,0,1
TBC1D3I,0,19,0,18,0,0,6,28,22,0,13,0
HNRNPMP2,0,0,0,0,0,0,0,0,0,0,0,0
MIR7975,0,0,0,0,0,0,0,0,0,0,0,0
KANSL1,8,11,17,5,4,0,12,4,45,18,50,3
MIR8054,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723713,0,0,0,0,0,0,0,0,0,0,0,0
LMNTD2,7,6,0,2,0,1,2,15,1,3,0,1
PICSAR,0,0,0,0,0,0,99,175,2,0,1,1
LOC110467523,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL43P,0,0,0,0,0,0,0,0,0,0,3,0
IKBKGP1,83,111,44,0,98,91,63,102,52,115,131,0
PRPF31,0,0,16,0,0,12,18,99,0,0,0,0
U2AF1L5,2967,3363,3951,1890,3710,3613,2539,3572,2849,4859,5150,1722
PRSS2,1,0,0,0,0,0,0,0,0,0,0,0
PSMB3,4317,4387,3238,2446,4249,3812,4242,5870,4183,6425,6349,2523
CHRFAM7A,330,283,224,118,193,166,326,425,263,356,289,128
KRTAP5-3,0,0,0,0,0,0,0,0,1,0,0,0
KIR2DS1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6807,1,0,0,0,0,2,1,1,1,1,1,1
DUSP14,1068,1019,812,567,932,1007,901,1294,828,1661,1268,580
KIR2DL5B,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
MRPL57P3,0,0,0,0,0,0,0,0,0,0,0,0
TMEM251,323,417,307,194,207,292,252,320,356,475,477,210
LOC107984156,0,0,0,0,0,0,0,0,0,0,0,0
YAP1P3,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3F,0,0,0,0,0,0,0,0,0,0,0,0
LOC100533736,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL2,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL210P,0,0,0,0,0,0,0,0,0,1,0,0
VSTM1,8,5,6,0,22,5,1,1,0,5,5,0
MIR6880,0,0,0,0,0,0,0,0,0,0,0,0
SPATA31A3,0,0,0,0,0,0,0,0,0,0,0,0
PPIAL4F,0,0,0,0,0,0,0,0,0,0,0,0
NCF4,0,0,0,0,0,0,0,0,0,0,0,0
SIK1B,210,178,327,142,233,210,197,139,162,436,351,178
SNORA24,0,0,0,0,0,0,0,0,0,0,0,0
SNORD27,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
REXO1L12P,0,0,0,0,0,0,0,0,0,0,0,0
ABR,1659,1294,932,1109,1396,1043,1203,1667,1145,1834,1685,595
WDR81,21,98,60,0,94,48,114,91,88,155,95,34
DUSP14,0,0,0,0,0,0,0,0,0,0,0,0
RNU12,0,0,0,0,0,0,0,0,0,0,0,0
MIR4477A,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL197P,0,1,0,0,0,0,0,0,0,0,0,0
SPATA31A7,3,5,1,1,0,0,2,0,2,0,1,0
LILRB4,0,0,0,0,0,0,0,0,0,0,0,0
UHRF1,4550,4056,3528,2804,3427,3839,2999,3847,2969,5644,3936,2247
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
ORAI1,493,594,363,374,520,551,482,812,553,841,734,340
DUX4L13,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL711P,1,6,4,0,1,4,3,5,2,3,0,5
HLA-G,0,0,0,0,0,0,0,0,0,0,0,0
LAIR1,18,19,16,6,10,14,23,30,15,25,39,0
NDUFA3,1016,1101,769,513,477,595,1763,1652,1141,1565,1551,599
GP6,48,48,37,10,33,29,36,39,24,44,0,23
NAIP,24,102,40,98,0,74,51,79,42,74,127,70
CCL4L2,0,0,0,0,0,0,0,0,0,0,0,0
AATF,2261,2186,1791,1329,4069,2883,1824,2522,1923,3385,3574,1307
CRYAA2,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724951,133,212,219,92,9,85,168,335,152,280,132,125
MIR7156,0,0,0,0,0,0,0,0,0,0,0,0
MIR7976,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL620P,0,0,0,0,0,0,0,0,1,0,0,0
LOC100420990,0,0,0,0,0,0,0,0,0,0,0,0
MIR6747,0,0,0,0,0,0,0,0,0,0,0,0
SDCCAG8,109,222,166,120,105,136,255,400,230,405,268,52
CCL23,0,0,0,0,0,0,0,0,0,0,0,0
OR13C2,0,0,0,0,0,0,0,0,0,0,0,0
MIR6855,0,0,0,0,0,0,0,0,0,0,0,0
GAL3ST2,1,0,0,0,0,0,0,0,0,0,1,0
LOC100132834,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT1P5,0,1,5,1,3,2,1,4,0,0,6,0
SLC22A18,113,61,56,5,17,9,124,137,142,49,48,30
MIR6133,0,0,0,0,0,0,0,0,0,0,0,0
TARM1,0,0,0,0,0,0,0,0,0,0,0,0
LILRB2,0,0,0,0,0,0,0,0,0,0,0,0
MIR548AY,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
MAPT,12,25,18,13,14,5,68,29,141,50,8,17
MIR1264,0,0,0,0,0,0,0,0,0,0,0,0
GGTLC5P,0,1,1,0,0,0,0,0,0,0,0,0
MIR5739,0,0,0,0,0,0,0,0,0,0,0,0
LAIR1,0,0,0,5,0,0,0,0,0,7,0,0
TAS2R50,1,0,1,0,0,0,0,0,1,2,0,1
RN7SL1,283,303,305,138,430,184,1241,325,374,397,549,176
MIR6871,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929494,0,1,0,0,0,1,1,1,1,0,0,0
LILRA3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6090,0,0,0,0,0,0,0,0,0,0,0,0
H4C9,13,7,11,2,0,3,0,6,5,10,8,2
MIR6794,0,0,0,0,0,0,0,0,0,0,0,0
UPK3B,13,13,9,5,2,4,12,18,15,7,14,4
ERMARD,197,229,175,84,87,134,183,280,218,228,248,103
CRHR1,0,0,0,0,0,0,0,0,0,0,3,0
HNF1B,1,1,1,0,0,0,1,0,0,0,1,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL820P,1,0,2,0,1,1,2,0,0,6,4,1
LOC642929,46,43,53,65,53,32,38,102,36,95,9,37
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF676,0,0,0,0,0,0,0,0,0,1,0,0
MIR8057,0,0,0,0,0,0,0,0,0,0,0,0
RNH1,1445,1372,977,824,1476,1242,1571,1829,1328,1968,1837,740
PIK3R6,1,0,0,0,0,0,0,1,2,2,1,1
TADA2A,935,878,703,305,611,572,919,1311,1049,1058,1235,481
OR4E1,0,0,0,0,0,0,0,0,0,0,0,0
LILRP2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02809,3,4,0,2,3,0,3,3,2,7,8,1
LOC389831,536,854,558,401,189,376,609,669,724,803,976,506
MIR6799,0,0,0,0,0,0,0,0,0,0,0,0
ARL17A,110,74,66,4,71,12,104,104,79,92,118,24
RN7SL126P,0,2,1,1,2,0,1,2,0,3,2,3
KCNE1B,0,0,0,0,0,0,1,0,0,0,0,0
RBBP4P3,0,0,0,0,0,0,0,0,0,0,0,0
PIP4K2B,4220,4086,2987,2689,3253,3748,3759,5178,3539,5864,5891,2677
TFPT,332,399,313,171,282,287,354,489,357,606,412,221
PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
SNORD107,0,0,0,0,0,0,0,0,0,0,0,0
OR8G7P,0,0,0,0,0,0,0,0,0,0,0,0
MIR8079,0,0,0,0,0,0,0,0,0,0,0,0
MIR2909,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS1,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
HS3ST6,5,0,9,1,0,2,6,2,6,0,2,0
ZNF623,1377,2132,1674,670,873,1025,1078,2103,1625,2395,2298,713
TMEM179,0,0,0,0,0,0,0,1,0,0,0,0
LOC107987373,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6858,0,0,0,0,0,0,0,0,0,0,0,0
MIR668,0,0,0,0,0,0,0,0,0,0,0,0
TARM1,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
MIR145,0,0,0,0,0,0,0,0,0,0,0,0
H2AC14,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
UBE2NL,4,0,0,0,0,0,0,0,0,0,5,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
NR3C1P1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
LINC01879,3,1,2,0,1,0,0,1,1,4,0,1
FLJ36000,7,4,6,4,3,2,2,1,0,1,8,1
MIR6835,0,0,0,1,1,0,0,0,2,1,3,1
H2BC3,0,0,1,0,0,0,0,0,0,0,1,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
FAM25C,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R3B,0,0,0,0,12,0,0,0,0,0,0,0
LILRB1,26,18,9,6,8,17,13,15,14,13,25,9
LOC645202,0,0,0,0,0,0,0,0,0,0,0,0
FKBP4P8,0,0,0,0,0,0,0,0,0,0,0,0
LENG8,50,122,41,38,26,33,57,56,27,28,28,31
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
LOC440896,2,6,6,0,12,2,8,12,0,5,11,0
TAF9,2812,3230,2194,1350,1689,2683,2265,3063,2490,4860,4848,2050
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419783,0,0,0,0,0,0,0,0,0,0,0,0
GPR179,2,1,3,2,0,0,0,2,1,2,2,2
LOC100421603,0,0,0,0,0,0,0,0,0,0,0,0
LINC00540,0,3,1,1,1,0,0,0,0,0,0,0
MIR548AZ,0,0,1,0,0,0,0,0,0,0,0,0
SLC12A7,896,1102,834,495,478,580,1141,1373,1104,1140,1209,592
LOC100132202,0,0,0,0,0,0,0,0,0,0,0,0
MIR6829,0,0,0,2,0,0,0,0,0,0,0,0
APBA2,876,1078,739,485,922,1033,1136,1137,799,1042,1345,496
APBA1,107,65,2,119,25,12,15,18,6,111,55,107
TFPT,63,0,0,0,0,0,0,0,0,0,0,0
RN7SL462P,0,0,0,0,0,0,0,0,0,0,0,0
SNX19P4,0,0,0,0,0,0,0,0,0,0,0,0
HRAS,1230,1367,872,720,1456,1256,666,1082,827,1606,1605,721
TTYH1,4,21,30,4,0,8,0,0,0,25,7,3
PLPPR1,0,0,0,0,0,0,0,0,0,0,0,2
TAS2R14,19,21,27,9,14,21,23,12,20,44,10,13
RN7SL453P,0,0,0,3,0,0,0,0,0,1,0,0
PCDHGB9P,0,2,3,0,2,1,4,4,3,2,1,1
PCDHGB5,2,2,1,2,0,0,0,0,0,2,7,0
HERC2P2,58,90,41,20,48,9,114,125,49,24,175,30
TRBV18,0,0,0,0,0,0,0,0,0,0,0,0
BAAT,2,1,0,0,1,0,0,0,0,0,0,0
IRF7,281,249,192,126,92,108,266,318,252,233,179,49
RN7SL565P,0,0,0,0,0,0,1,0,0,0,0,0
IGKV1D-13,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6895,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-467P,0,0,0,0,0,0,0,0,0,0,0,0
MIR8055,0,0,0,0,0,0,0,0,0,0,0,0
SPATA31A5,0,0,0,0,0,0,0,0,0,0,0,0
ABCB11,0,0,0,0,0,0,0,0,0,0,0,0
MIR6737,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL322P,12,6,8,4,3,5,5,9,4,10,4,3
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
PHBP6,0,0,0,0,0,0,0,0,0,0,0,0
PTCHD3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6893,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP411,0,0,0,0,0,0,0,0,0,0,0,0
RAB7B,5,3,3,0,2,0,2,2,5,2,9,1
LOC100419615,0,0,0,0,0,0,0,0,0,0,0,0
SNORD64,0,0,0,0,0,0,0,0,0,0,0,0
MUC4,0,0,0,0,0,0,0,0,0,0,0,0
RAD17,473,325,223,148,358,226,569,654,298,600,405,601
MIR6499,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420386,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
MIR7154,0,0,0,0,0,0,0,0,0,0,0,0
MIR6769A,0,0,0,1,0,0,0,0,0,0,0,0
DACH1,337,406,465,315,207,125,86,23,152,459,684,105
KRTAP12-6P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL856P,0,0,0,0,0,0,0,1,0,0,0,0
MIR6083,0,0,0,0,0,0,0,0,0,0,0,0
PYCR3,375,489,323,232,557,475,438,499,343,691,670,271
DDX20P1,0,0,0,0,0,0,0,0,0,0,0,0
LENG8,755,665,613,434,799,531,654,927,517,1182,1374,554
TRAJ36,0,0,0,0,0,0,0,0,0,0,0,0
MIF,5562,5486,4249,3307,4252,4713,6717,8440,6161,9710,9372,3241
RPS29P32,0,0,0,0,0,0,0,0,0,0,0,0
CSPG4P10,20,25,17,11,0,28,37,0,34,35,24,0
MIR7111,4,1,1,0,3,1,2,0,0,1,1,3
YWHAEP7,5,0,0,1,0,0,22,14,2,2,74,1
PRSS47,0,0,0,0,0,0,0,0,0,0,0,0
CEP170,1212,1281,1180,781,1343,1040,1502,1677,1599,1531,1664,751
DNAJA3,2747,2668,2109,1356,3092,2919,2064,3059,2309,4488,3926,1493
MIR7158,0,0,0,0,0,0,0,0,0,0,0,0
KIF5C,516,353,330,177,478,300,457,451,332,698,332,180
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
MIR6821,0,0,0,0,1,2,0,1,0,1,1,0
LOC101927429,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL192P,0,2,0,0,4,0,2,2,2,2,3,1
LOC100506422,2,1,2,0,0,0,2,0,3,5,2,2
LOC102723502,0,0,0,0,0,0,0,0,0,0,0,0
MIR8073,0,0,0,0,0,0,0,0,0,0,0,0
MIR6752,0,0,0,0,0,0,0,0,0,0,0,0
MIR6780B,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-4,0,0,0,0,0,0,0,0,0,0,0,0
TC2N,49,150,80,4,3,18,18,12,135,34,21,19
LINC02227,0,0,0,0,0,0,0,0,0,0,0,0
PRSS58,0,0,0,0,0,0,0,0,0,0,0,0
FAN1,770,808,620,333,423,487,718,958,711,936,1219,408
SNORD26,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRX8P,0,0,0,0,0,0,0,0,0,0,0,0
LILRA4,0,0,0,0,0,0,0,0,0,0,0,0
HERC2,1403,1646,1246,923,1490,1395,1730,2078,1684,2628,1817,972
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
OR2T2,0,0,0,0,0,0,0,0,0,0,0,0
MIR7159,0,0,0,0,0,0,0,0,0,0,0,0
DRD4,2,4,4,2,7,1,4,5,2,4,3,0
TRIM60P4Y,0,0,0,0,0,0,0,0,0,0,0,0
