gene_name,1-D0-Del_PLEC,2-D0-Del_PLEC,3-D0-Del_PLEC,4-D0-Del_PLEC,6-D0-Neg,7-D0-Neg,8-D0-Neg
TSPY11P,0,0,0,0,0,0,0
MCCD1,0,0,0,0,0,0,0
OR2W3,0,0,0,0,0,0,0
MYO5BP2,0,0,0,0,0,0,0
RDXP3,0,0,0,1,0,0,0
MTND5P20,0,0,0,0,0,0,0
RPL21P88,0,0,1,0,0,0,0
LINC00317,0,0,0,0,0,0,0
LINC00707,14,15,8,14,16,25,0
PAGE2B,1,0,0,0,3,1,0
IFNWP19,0,1,0,0,0,0,0
LOC101927760,0,0,0,0,0,0,0
TBC1D3P1,0,0,0,0,0,0,0
LINC01448,1,0,0,0,0,0,1
MTND3P23,0,0,0,0,0,0,0
MICB,571,548,567,597,575,605,13
SNORD121B,0,0,0,0,0,0,0
RNU7-120P,0,0,0,0,0,0,0
RNU7-50P,0,0,0,0,0,0,0
SNORD13E,1,2,2,2,0,1,0
SNORD11,6,3,3,4,7,10,0
RNU7-148P,0,0,0,0,0,0,0
SNORA13,2,6,2,2,1,3,0
RNU7-140P,0,0,0,0,0,0,0
RNU7-57P,0,0,0,0,0,0,0
MIR2113,0,0,0,0,0,0,0
RNU7-103P,0,0,0,0,0,0,0
RNU7-180P,0,0,0,0,0,0,0
RNA5SP103,0,0,0,0,0,0,0
RNU7-165P,0,0,0,0,0,0,0
RNU6-1211P,0,0,0,0,0,0,0
RNU7-48P,0,0,0,0,0,0,0
RNA5SP233,0,0,0,0,0,0,0
MIR2053,0,0,0,0,0,0,0
RNU7-171P,0,0,0,0,0,0,0
RNU7-63P,0,0,0,0,0,0,0
RNU7-186P,0,0,0,0,0,0,0
RNU6-437P,0,0,0,0,0,0,0
SNORD42B,0,1,1,0,1,0,0
RNU7-136P,0,0,0,0,0,0,0
RNU7-157P,0,0,0,0,0,0,0
RNU7-130P,0,0,0,0,0,0,0
RNU6-893P,0,0,0,0,0,0,0
RNU7-38P,0,0,0,0,0,0,0
RNU7-134P,0,0,0,0,0,0,0
RNU7-144P,0,0,0,0,0,0,0
RNU6-1014P,0,0,0,0,0,0,0
RNU7-169P,0,0,0,0,0,0,0
RNU7-14P,0,0,0,0,0,0,0
RNU6-1208P,0,0,0,0,0,0,0
RNU6-221P,0,0,0,0,0,0,0
SNORD13P1,0,0,0,0,0,0,0
RNU7-87P,0,0,0,0,0,0,0
RNU6-104P,0,0,0,0,0,0,0
MIR1270,0,0,0,0,0,0,0
RNU7-107P,0,0,0,0,0,0,0
RNU6-599P,0,0,0,0,0,0,0
SNORD105B,0,0,0,0,0,0,0
RNU7-93P,0,0,0,0,0,0,0
RNU7-104P,0,0,0,0,0,0,0
RNU1-88P,0,0,0,0,0,0,0
RNU7-21P,0,0,0,0,0,0,0
RNU6ATAC28P,0,0,0,0,0,0,0
RNU7-159P,0,0,0,0,0,0,0
SNORD4A,0,0,0,0,0,0,0
RNU7-167P,0,0,0,0,0,0,0
RNU7-54P,0,0,0,0,0,0,0
SNORD4B,0,0,0,0,0,0,0
RNU7-7P,0,0,0,0,0,0,0
RNU7-94P,0,0,0,0,0,0,0
RNU7-26P,0,0,0,0,0,0,0
RNU6-300P,0,0,0,0,0,0,0
RNU6-775P,0,0,0,0,0,0,0
SNORD97,3,7,4,0,0,5,0
RNA5SP489,0,0,0,0,0,0,0
RNU7-126P,0,0,0,0,0,0,0
SNORD42A,0,0,0,0,0,0,0
SNORD54,0,0,0,0,0,0,0
RNU6-625P,0,0,0,0,0,0,0
RNU6-333P,0,0,0,0,0,0,0
RNU6-1037P,0,0,0,0,0,0,0
RNU6-261P,0,0,0,0,0,0,0
RNU7-147P,0,0,0,0,0,0,0
RNU7-97P,0,0,0,0,0,0,0
RNU7-56P,0,0,0,0,0,0,0
RNY4P25,0,0,0,0,0,0,0
RNU7-96P,0,0,0,0,0,0,0
RNU7-194P,0,0,0,0,0,0,0
MIR1972-1,0,0,0,0,0,0,0
RNU7-164P,0,0,0,0,0,0,0
RNU7-90P,0,0,0,0,0,0,0
RNU7-113P,0,0,0,0,0,0,0
SCARNA7,0,2,5,0,4,1,0
RNU7-27P,0,0,0,0,0,0,0
SCARNA18B,0,0,1,0,1,0,0
RNU7-155P,0,0,0,0,0,0,0
RNA5SP57,0,0,0,0,0,0,0
RNU7-141P,0,0,0,0,0,0,0
RNU7-80P,0,0,0,0,0,0,0
RNU7-92P,0,0,0,0,0,0,0
RNU7-182P,0,0,0,0,0,0,0
RNU7-152P,0,0,0,0,0,0,0
SNORD124,2,8,3,1,3,8,0
SCARNA12,28,27,34,35,34,18,0
RNU7-102P,0,0,0,0,0,0,0
RNU7-127P,0,0,0,0,0,0,0
RNVU1-2,0,0,0,0,0,0,0
RNU7-45P,0,0,0,0,0,0,0
RNU7-46P,0,0,0,0,0,0,0
RNU1-131P,0,0,0,0,0,0,0
SCARNA18,1,0,0,1,0,0,0
SNORD19B,0,0,0,0,0,0,0
RN7SKP210,0,0,0,0,0,0,0
RNU7-59P,0,0,0,0,0,0,0
RNU6-329P,0,0,0,0,0,0,0
SNORD121A,0,0,0,0,0,0,0
RNU1-80P,0,0,0,0,0,0,0
RNU7-34P,0,0,0,0,0,0,0
RNA5SP484,0,0,0,0,0,0,0
RNU7-196P,0,0,0,0,0,0,0
SNORD10,0,0,0,0,0,0,0
RNU7-1,0,0,0,0,0,0,0
RNU7-82P,0,0,0,0,0,0,0
SNORD65B,0,0,0,0,0,0,0
RNU6-953P,0,0,0,0,0,0,0
SNORD2,0,0,0,0,0,0,0
RNU7-66P,0,0,0,0,0,0,0
RNU7-173P,0,0,0,0,0,0,0
RNU7-19P,0,0,0,0,0,0,0
SNORA47,2,0,0,0,0,0,0
RNU7-176P,0,0,0,0,0,0,0
RNU7-125P,0,0,0,0,0,0,0
RNA5SP351,0,0,0,0,0,0,0
RNU7-133P,0,0,0,0,0,0,0
RNU7-187P,0,0,0,0,0,0,0
RNU6-420P,0,0,0,0,0,0,0
SCARNA10,5,3,6,3,7,4,0
RNU7-88P,0,0,0,0,0,0,0
RNU7-95P,0,0,0,0,0,0,0
RNU7-74P,0,0,0,0,0,0,0
SNORD108,2,1,0,2,1,0,0
RNA5SP246,0,0,0,0,0,0,0
RNU1-98P,0,0,0,0,0,0,0
RNU6-956P,0,0,0,0,0,0,0
SNORD13D,0,0,0,0,0,0,0
SNORD13,0,0,0,0,0,0,0
SNORD127,0,0,0,1,0,2,0
RNU7-138P,0,0,0,0,0,0,0
MIR500B,0,0,0,0,0,0,0
RNU6-274P,0,0,0,0,0,0,0
RNU7-55P,0,0,0,0,0,0,0
RNU7-24P,0,0,0,0,0,0,0
RNU7-170P,0,0,0,0,0,0,0
RNU7-23P,0,0,0,0,0,0,0
RNU7-185P,0,0,0,0,0,0,0
RNU7-73P,0,0,0,0,0,0,0
RNU6-1132P,0,0,0,0,0,0,0
RNU7-67P,0,0,0,0,0,0,0
RNU7-119P,0,0,0,0,0,0,0
RNU2-11P,0,0,1,0,0,0,0
SNORD125,0,0,0,0,0,0,0
SNORD13P3,0,1,0,0,1,0,0
RNU7-195P,0,0,0,0,0,0,0
RNA5SP310,0,0,0,0,0,0,0
RNU7-197P,0,0,0,0,0,0,0
SNORD109B,0,0,0,0,0,0,0
RNU6-1218P,0,0,0,0,0,0,0
SNORA84,0,1,0,2,5,2,0
RNA5SP269,0,0,0,0,0,0,0
RNU7-190P,0,0,0,0,0,0,0
RNU6-634P,0,0,0,0,0,0,0
RNU6-717P,0,0,0,0,0,0,0
RNU1-123P,0,0,0,0,0,0,0
SNORD5,0,0,0,0,0,0,0
RPL5P22,5,2,0,0,3,2,0
RPL21P6,0,0,0,0,1,0,0
RPL22P20,0,0,3,1,1,1,0
RPL21P106,0,0,0,1,1,1,0
RN7SL499P,0,0,0,0,0,0,0
LINC02023,2,3,2,6,1,2,0
RN7SL563P,0,0,0,0,0,0,0
RPL6P7,0,0,0,0,0,0,0
RPL27P12,0,0,0,0,0,0,0
LOC100128164,3,7,7,3,3,12,0
RN7SL442P,0,0,0,0,0,0,0
RPL34P31,1,0,1,0,1,1,0
RN7SL546P,0,0,0,0,0,0,0
TTTY23,0,0,0,0,0,0,0
MRPS17P3,0,0,0,0,0,0,0
RN7SL578P,0,0,0,0,0,0,0
RPS10P26,10,11,13,15,6,12,0
RN7SL589P,0,0,0,0,1,0,0
RN7SL757P,0,0,0,0,0,0,0
RN7SL271P,0,0,0,0,0,0,0
RPL31P41,0,0,0,0,0,0,0
TXNDC5,22173,24198,23237,24278,22354,22442,280
RPSAP4,9,11,2,6,6,3,0
RN7SL184P,0,0,0,0,0,0,0
CASTOR1,94,144,121,146,141,91,5
LY6G5B,0,0,0,0,0,0,0
LOC100419877,0,0,0,0,0,0,0
RPS2P47,8,7,6,13,8,19,0
RNF103,1572,1563,1448,1763,1433,1359,42
RBM14,2430,3167,2585,3186,3069,3151,29
MORC1-AS1,0,0,0,0,0,0,0
RPL19P13,0,0,1,0,0,1,0
RN7SL11P,0,0,0,0,0,0,0
RPL35AP17,0,0,1,0,0,0,0
RN7SL854P,0,0,0,0,0,0,0
RPS29P26,0,0,0,0,0,0,0
ATP6V1B1-AS1,40,44,24,32,39,45,2
RPL9P4,0,1,0,0,0,0,0
RPS26P9,0,0,0,0,0,0,0
HLA-DMB,11,12,3,0,3,3,0
LINC01119,1068,1168,1079,1205,1116,1096,13
RN7SL658P,0,0,0,0,0,0,0
LLPH-DT,9,16,6,3,9,7,0
RPS6P9,5,3,5,8,9,6,0
RPS17P15,0,0,0,0,0,0,0
RN7SL309P,0,0,0,0,0,0,0
RPS26P49,0,0,0,0,0,0,0
RN7SL477P,0,0,0,0,0,0,0
RPL21P105,1,0,0,0,0,1,0
ALKBH6,454,401,419,475,413,391,5
ASB14,0,2,1,0,0,1,0
PCDHA13,0,0,0,0,0,0,0
RN7SL87P,0,0,0,0,0,0,0
RPS20P17,0,0,0,0,0,0,0
RN7SL414P,0,0,0,0,0,0,0
RPL13AP21,0,0,0,0,0,0,0
RN7SL342P,0,1,0,0,1,0,0
CYP4F62P,0,0,0,0,0,0,0
RN7SL535P,4,3,1,2,2,3,0
OR8F1P,0,0,0,0,0,0,0
GM2AP2,0,0,0,0,0,0,0
RN7SL752P,0,0,0,0,0,0,0
RPS26P48,0,0,0,0,0,0,0
LINC02008,0,2,2,0,0,0,0
LINC02047,0,0,0,0,0,0,0
HLA-DOB,0,0,5,0,3,0,0
RN7SL691P,0,0,0,0,0,0,0
RN7SL552P,2,3,1,2,1,0,0
ERICH2,0,0,0,2,1,1,0
RN7SL569P,0,0,0,0,0,0,0
RPL21P97,4,8,7,3,2,5,0
RN7SL584P,0,0,0,0,0,0,0
RN7SL221P,0,0,0,0,0,0,0
RPL7P38,1,1,1,3,1,1,0
KLHL41,25,29,23,27,23,24,0
RPS3AP41,0,1,0,1,0,0,0
LOC105374042,11,16,7,12,15,10,1
RPS15AP16,0,1,0,0,0,0,0
RN7SL333P,4,0,0,4,0,6,0
RN7SL583P,0,0,0,0,0,0,0
LINC01210,0,0,0,0,0,0,0
FLYWCH1P1,0,0,0,0,0,0,0
CASTOR3,162,203,223,288,165,194,3
MYLK-AS1,59,43,50,51,68,51,0
RPL30P5,0,0,0,0,0,0,0
RPL21P45,0,0,0,1,0,0,0
GOLGA2P2Y,0,0,1,0,0,0,0
RN7SL399P,0,0,0,0,0,0,0
RN7SL822P,0,0,0,0,0,0,0
RN7SL843P,0,0,0,0,0,0,0
RN7SL12P,0,0,0,0,0,0,0
RN7SL841P,0,0,0,0,0,0,0
PPP2R5CP,10,10,11,12,12,12,1
RN7SL479P,0,0,0,0,0,0,0
SETP11,0,0,0,0,0,0,0
IGKV2D-30,0,0,0,0,0,0,0
COX6CP14,0,0,0,0,0,0,0
RN7SL388P,1,0,0,0,0,0,0
RN7SL325P,0,0,0,0,0,0,0
RN7SL675P,0,0,0,0,0,0,0
MTND1P16,0,0,0,0,0,0,0
LINC00879,0,0,0,0,0,0,0
OR1J4,1,7,2,5,1,6,0
RN7SL79P,0,0,0,0,0,0,0
STPG4,1,3,4,5,1,3,0
RUVBL1-AS1,1,0,0,0,0,0,0
RPS13P6,0,0,0,0,0,0,0
RPL32P27,19,14,17,18,16,15,0
HLA-L,19,29,24,7,0,3,0
PRR20G,0,0,0,0,0,0,0
RN7SL241P,0,1,0,0,0,0,0
RPL12P20,0,0,0,0,0,0,0
MTND4LP3,0,0,0,0,0,0,0
RN7SL62P,0,0,0,0,0,0,0
MEIKIN,0,0,0,0,0,0,0
MTND1P3,0,0,0,0,0,0,0
MYADML,0,0,1,0,0,0,0
PSMD6-AS2,122,109,137,131,127,109,1
RPL34P30,0,0,0,0,0,0,0
NME1,8580,7815,6600,7080,8663,7643,58
RN7SL193P,0,0,0,0,0,0,0
RPL7AP67,0,0,0,0,0,0,0
RPL34P28,1,0,0,1,0,0,0
RPL17P46,0,0,0,0,0,0,0
RN7SL668P,0,0,0,0,0,0,0
RPSAP38,0,0,0,0,0,0,0
TNFSF12,557,641,607,737,595,516,10
HNRNPA3P8,1,1,4,0,0,1,0
RPL37P20,2,0,0,0,3,2,0
RN7SL507P,0,0,0,0,0,0,0
RN7SL568P,0,0,0,0,0,0,0
CDRT4,21,10,18,49,16,3,3
RN7SL782P,0,0,0,0,0,0,0
RN7SL692P,0,0,0,1,0,0,0
APOBEC3G,938,951,900,918,826,740,20
HLTF-AS1,0,0,0,0,0,0,0
IMP3P2,0,0,0,0,0,0,0
RN7SL688P,0,0,0,0,0,0,0
RN7SL825P,0,0,1,0,0,0,0
TLR9,0,8,8,0,0,8,0
RN7SL672P,0,0,0,0,0,0,0
RN7SL63P,0,0,0,0,0,0,0
RN7SL790P,1,5,4,4,4,1,0
RN7SL795P,0,0,0,0,0,1,0
CFB,0,0,0,0,0,0,0
PHF1,0,0,0,0,0,0,0
WBP1,1596,1699,1741,1854,1438,1427,35
RPLP0P11,0,0,0,0,0,0,0
MRPS17,1213,1134,1126,1114,1261,1129,15
RN7SL653P,0,0,0,0,0,0,0
RPL21P39,6,11,2,5,2,1,0
ITIH4-AS1,0,0,0,0,0,0,0
RN7SL255P,0,0,0,0,0,1,0
IGKV1D-8,0,0,0,0,0,0,0
RN7SL213P,0,0,0,0,0,0,0
RN7SL513P,0,0,0,0,0,0,0
RN7SL754P,0,0,0,0,0,0,0
RN7SL549P,0,0,0,0,0,0,0
SUGT1P3,16,14,25,16,7,18,0
KRT8P25,0,0,0,0,0,0,0
RPS4XP22,116,117,140,125,115,119,2
LOC100129707,0,0,0,0,0,0,0
PSMB9,1538,1618,1554,1763,1627,1634,24
DEFA3,0,0,0,0,0,0,0
RPL23AP72,0,0,0,0,0,0,0
RN7SL225P,0,0,0,0,0,0,0
GET4,805,1034,919,1174,1108,1051,12
RPL21P96,0,1,0,0,0,0,0
RPP21,222,340,370,346,317,380,0
RN7SL34P,0,1,1,0,0,0,0
RPL21P55,1,0,0,1,0,0,0
IGSF11-AS1,0,0,0,0,0,0,0
RALBP1P1,0,0,0,0,0,0,0
RN7SL608P,8,5,7,6,8,3,0
KRTAP9-2,0,0,0,0,0,0,0
C1orf226,106,125,111,211,85,109,1
RN7SL792P,0,0,0,0,0,0,0
ADSL,4353,4672,4296,4851,4569,4362,54
RN7SL75P,3,1,0,3,1,1,0
RN7SL530P,0,0,0,0,0,0,0
LINC01471,0,0,0,1,0,0,0
RN7SL864P,0,0,0,0,0,0,0
RPP21,0,0,0,0,0,0,1
LOC101930094,0,0,0,0,0,0,0
RN7SL606P,0,0,0,0,0,0,0
RPSAP34,0,0,0,0,0,0,0
RN7SL394P,0,0,0,0,0,0,0
ZBTB20-AS3,0,0,0,0,0,0,0
RN7SL368P,0,0,6,5,0,2,0
RN7SL273P,0,1,1,1,1,0,0
RN7SL51P,0,0,0,0,0,0,0
ENPP7P2,0,0,0,0,0,0,0
LILRA4,0,0,0,1,0,0,0
RN7SL748P,0,0,0,0,0,0,0
LOC100289561,112,148,163,136,120,114,3
IGKV1D-33,0,0,0,0,0,0,0
OR2A15P,0,0,0,0,0,0,0
RPL31P31,1,0,1,1,2,0,0
RN7SL420P,0,0,0,0,0,0,0
RPL31P60,0,0,0,0,0,0,0
TRBVA,0,0,0,0,0,0,0
FCF1P3,0,0,0,0,0,0,0
LILRA2,11,11,8,11,8,7,0
RPL7P24,0,2,2,0,2,2,0
LINC02004,0,0,0,0,0,0,0
LY6G6F,0,0,0,0,0,0,0
SLC9A9-AS1,0,0,0,0,0,0,0
RN7SL254P,0,0,0,0,0,0,0
TEX35,14,7,9,11,4,12,0
RPLP0P3,0,0,0,1,0,2,0
LINC00888,53,64,64,49,36,51,2
OR9A3P,0,0,0,0,0,0,0
LNCSRLR,17,16,13,6,11,12,0
MTND6P6,0,0,0,0,0,0,0
AMY2B,68,74,78,119,53,78,1
IGHJ4,0,0,0,0,0,0,0
RPS27P26,0,0,0,0,0,0,0
STRIT1,0,0,0,0,0,0,0
RPS3AP32,0,0,0,0,0,0,0
RPL23AP10,0,0,0,0,0,0,0
LY6G5B,353,461,204,367,281,507,0
LOC107986114,28,40,27,35,18,24,0
RPL21P42,1,0,1,0,0,0,0
GPAA1P1,0,0,6,0,0,0,0
RPL9P30,0,0,2,0,0,1,0
RPS3AP22,1,0,0,0,1,0,0
MTND4LP10,0,0,0,0,0,0,0
RPSAP12,10,13,5,5,9,10,0
BMS1P3,0,0,0,0,0,0,0
RN7SL351P,0,0,0,0,0,1,0
RPL36P15,0,0,0,0,0,0,0
RN7SL146P,0,0,0,0,0,0,1
NCOR1P1,0,1,0,0,0,0,0
RN7SL303P,0,0,0,0,0,0,0
PSMB9,0,0,0,7,0,0,0
RPL23AP75,1,1,1,1,1,1,0
KRT18P43,0,0,0,0,0,0,0
PSMD12P1,0,0,0,0,0,0,0
ERICH6-AS1,28,22,27,29,21,24,3
EEF1GP4,0,0,0,0,0,1,0
RN7SL826P,0,0,0,0,0,0,0
LINC02271,7,11,13,18,11,11,0
RPL6P16,0,0,0,0,0,0,0
RN7SL263P,0,0,0,0,0,0,0
RPS7P7,2,0,0,1,0,0,0
RN7SL771P,0,0,0,0,0,0,0
RPL9P22,1,0,0,0,2,2,0
MAGI1-AS1,0,0,0,0,0,0,0
RPL26P3,0,0,0,0,0,0,0
RN7SL297P,0,0,0,0,0,0,0
PCDHGC3,18710,23096,24642,26574,19910,19944,342
RN7SL633P,0,0,0,0,0,0,0
RN7SL621P,0,0,0,0,0,0,0
CYMP,0,0,0,0,0,0,0
ARHGEF3-AS1,0,0,0,0,0,0,0
RN7SL520P,0,0,0,0,0,0,0
RPS6P24,0,0,0,0,0,0,0
RN7SL223P,0,0,0,0,0,0,0
RN7SL567P,0,0,0,0,0,0,0
SMKR1,34,30,37,42,45,31,0
RN7SL865P,0,0,0,0,0,0,0
RPL7AP5,1,0,5,0,3,0,0
TRBV25OR9-2,0,0,0,0,0,0,0
UGT1A5,0,0,0,0,0,0,0
ZNF542P,1,1,4,4,3,0,0
COX19,454,525,500,503,584,437,11
RN7SL587P,0,0,0,0,0,0,0
RN7SL794P,0,0,0,0,0,0,0
HNRNPA1P23,3,1,3,2,0,4,0
RPL21P78,0,0,0,0,0,0,0
RPL21P117,3,1,3,4,1,1,0
DEFA1B,0,0,0,0,0,0,0
RN7SL541P,0,0,0,0,0,0,0
B4GALT4-AS1,0,0,0,0,0,0,0
PSMC1P6,0,0,0,0,0,0,0
MOXD2P,0,0,0,0,1,0,0
RPL12P37,1,1,0,0,2,1,0
TCAM1P,4,17,14,6,9,4,0
GHRLOS,29,32,27,27,42,24,0
RN7SKP241,0,0,0,1,0,0,0
RN7SL187P,0,0,0,0,0,0,0
RN7SL717P,0,0,0,0,0,0,0
ACAD11,2205,2221,2232,2733,1566,1977,29
RPL6P26,1,2,2,1,1,0,0
RN7SL100P,0,0,0,0,0,0,0
MTCO1P6,0,0,0,0,0,0,0
RPL18P12,1,2,0,0,0,0,0
RN7SL764P,0,0,0,0,0,0,0
RPS29P27,0,0,0,0,0,0,0
RN7SL481P,7,6,2,6,4,4,0
RN7SL93P,0,0,0,0,0,0,0
LOC100506281,0,0,0,0,0,0,0
RPS2P5,6615,7020,6760,8231,7255,6892,116
PPIL3,1810,1427,1671,1437,1619,1167,17
RN7SL35P,0,0,0,0,0,0,0
RPL31P59,0,0,0,0,0,0,0
RPL36AP45,0,1,2,0,0,2,0
RPL13P5,109,128,103,131,100,124,0
RPS4XP13,1,0,3,1,1,1,0
RN7SL503P,0,0,0,0,0,0,0
RPS8P8,6,6,6,5,5,0,0
RPS29P20,0,0,0,0,0,0,0
LCE1F,0,0,0,0,1,0,0
RPS18P7,1,0,2,0,1,0,0
EGFL8,0,15,9,0,18,8,0
RPL9P3,5,6,3,2,2,1,0
LOC100421670,1,0,0,0,1,0,0
RPL5P23,1,4,3,7,3,4,0
KIR3DL2,0,0,0,0,0,0,0
SAMMSON,10,5,14,11,7,7,0
MTATP8P1,0,2,5,8,3,2,0
RPL5P16,1,0,0,0,0,0,0
RPS2P51,0,6,2,2,4,2,0
LINC00636,0,1,0,0,1,0,0
RPL36AP18,0,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0,0
RPL35AP14,0,0,0,0,0,0,0
OFD1P5Y,0,0,0,0,0,0,0
RN7SL91P,0,0,0,0,0,0,0
RPL17P38,3,7,7,2,5,1,0
RPS10P20,0,0,0,0,0,0,0
FOXO3B,95,94,93,87,87,102,3
CSPG4P1Y,0,0,0,0,0,0,0
MTCO1P29,0,0,0,0,0,0,0
RN7SL472P,0,0,0,0,0,0,0
RN7SL346P,0,0,0,0,0,0,0
RN7SL116P,0,1,0,0,0,0,0
LOC730021,0,0,0,0,0,0,0
RPL29P2,3,0,1,1,0,2,0
RN7SL38P,0,0,0,0,0,0,0
RPL31P6,0,0,0,0,0,0,0
RPL23AP54,0,0,0,0,0,0,0
FAM214BP1,0,0,1,0,0,0,0
RPS12P28,0,0,0,0,0,0,0
CDKN2B-AS1,249,222,322,387,282,329,2
RN7SL837P,0,0,0,0,0,0,0
TNFRSF13B,0,0,0,0,0,0,0
RPL34P18,1,0,1,0,2,0,0
MED28P2,0,0,0,0,0,0,0
RPL36P11,0,0,0,0,0,0,0
RPLP1P9,0,0,0,0,0,0,0
RPL7AP10,0,0,0,1,0,0,0
RPL21P123,0,2,0,1,1,0,0
RN7SL69P,0,0,0,0,0,0,0
RPL34P17,0,0,0,0,0,0,0
RPL3P9,3,0,3,2,0,1,0
TM4SF1-AS1,18,6,5,10,2,7,0
KRTAP9-1,0,0,1,0,0,0,0
RN7SL492P,0,0,0,0,0,0,0
THOC7-AS1,0,0,0,0,0,0,0
RPL7AP58,1,0,1,0,0,0,0
L1TD1,11,21,17,29,15,18,1
LINC02067,0,0,1,0,0,0,0
RN7SL445P,0,0,0,0,0,0,0
TRBV22-1,0,0,0,0,0,0,0
AQP1,231,232,229,336,193,198,2
RN7SL547P,0,0,0,0,0,0,0
RN7SL258P,0,0,0,0,0,0,0
RPSAP48,0,0,0,0,1,0,0
EGFL8,10,16,3,11,9,19,0
KCNAB1-AS2,0,0,0,0,0,1,0
RPL9P15,0,0,0,0,0,0,0
AADACP1,0,0,0,0,0,0,0
RN7SL564P,0,0,0,0,0,0,0
RPL6P15,0,0,0,0,0,0,0
RN7SL98P,0,0,0,0,0,0,0
RPS6P25,1,6,0,2,0,5,0
RPL17P4,0,0,0,1,1,0,0
RN7SL403P,2,2,0,4,4,1,0
RN7SL150P,0,0,0,0,0,0,0
RPS10P12,0,1,4,1,2,2,0
RPL30P12,0,0,0,0,0,0,0
SPATA31D5P,1,0,0,0,0,0,0
RN7SL808P,0,0,0,0,0,0,0
RN7SL666P,0,0,0,0,0,0,0
RN7SL580P,0,0,0,0,0,0,0
RN7SL305P,0,0,0,0,0,0,0
SEPTIN7P4,0,0,0,0,0,0,0
C1QTNF9,1,0,0,0,0,0,0
RN7SL310P,0,0,0,0,0,0,0
LSP1P2,0,0,0,0,0,0,0
KRT8P36,15,19,26,16,26,16,0
RPS14P6,0,0,0,0,0,0,0
RPL21P51,4,4,4,2,0,2,0
H4P1,0,0,1,0,0,0,0
ISY1,2381,2268,2161,2463,2522,2064,30
RN7SL538P,0,0,0,0,0,0,0
PNMA2,29,41,50,56,47,46,0
RPS2P39,0,0,0,0,0,0,0
LINC01168,0,0,0,0,0,0,0
RN7SL860P,0,0,0,0,0,0,0
RN7SL851P,0,0,0,2,0,0,0
LRRD1,12,5,15,19,11,19,1
RPS4XP15,0,0,0,0,0,0,0
RN7SL382P,0,0,0,0,0,0,0
RPS12P15,0,0,0,0,0,0,0
RPL21P60,7,3,2,7,2,4,0
RN7SL502P,0,0,0,0,0,0,0
RPL6P22,2,0,2,1,1,1,0
RPS20P28,0,0,0,0,0,0,0
KRBOX1,0,0,0,0,0,0,0
RN7SL559P,0,0,1,0,1,1,0
RPS12P6,0,0,0,0,0,0,0
RPL31P56,0,0,0,0,0,0,0
PCDHGC5,255,255,283,351,228,273,5
RN7SL288P,0,0,0,0,0,0,0
C21orf91-OT1,0,0,0,0,0,0,0
ARHGEF25,14,10,25,19,16,19,0
RN7SL776P,0,0,0,0,0,0,0
RPS26P23,1,0,0,0,0,0,0
RPS10P4,2,2,1,1,4,2,0
RPL36AP21,1,2,1,0,0,0,0
MTND2P14,0,0,0,0,0,0,0
RN7SL231P,0,0,0,0,0,0,0
RPL34P24,0,3,1,2,1,0,0
CAP1P1,134,116,125,120,104,129,2
RPL9P25,0,0,0,0,0,11,0
RN7SL23P,1,0,1,1,0,2,0
MTND3P7,0,0,0,0,0,0,0
RPL19P7,0,0,0,0,0,0,0
RPL21P4,5,2,4,2,2,3,0
RN7SL77P,0,0,0,0,0,0,0
RPS15P9,0,0,0,0,0,0,0
RN7SL497P,0,0,0,0,0,0,0
PEDS1,2779,3111,3164,2819,3504,3141,37
RN7SL328P,0,0,0,0,0,1,0
PSMC2P1,25,19,21,27,22,18,0
RDH14,1514,1424,1294,1312,1408,1151,16
LOC100507642,30,29,10,84,41,40,0
RPS10P23,0,0,0,0,0,0,0
RN7SL645P,0,0,0,0,0,0,0
RPL19P14,0,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0,0
RPS29P22,0,0,0,0,0,0,0
RPS13P7,0,0,0,0,0,0,0
LINC00886,147,103,143,109,79,122,1
RN7SL521P,1,0,2,0,2,0,0
RPS2P38,0,0,0,0,0,0,0
LOC442087,2,1,1,0,0,0,0
NDUFB2-AS1,33,34,16,26,37,43,0
LOC100130550,0,1,0,0,0,0,0
PLCXD2,66,64,77,102,86,65,1
LINC02042,10,10,11,13,6,13,1
RPL21P125,5,12,5,7,8,6,0
APOOP2,0,0,0,0,0,0,0
RN7SL798P,0,0,0,0,0,0,0
H2BP3,0,0,0,0,0,0,0
LSAMP-AS1,1,0,0,0,0,0,0
HCG17,0,0,0,0,0,0,0
RPS20P31,0,0,0,0,0,0,0
RN7SL209P,0,0,0,0,0,0,0
PLGLA,4,4,2,5,2,2,0
RN7SL554P,0,0,0,0,0,0,0
RN7SL591P,0,0,0,0,0,0,0
RPL8P3,1,0,3,1,3,4,0
MTCO2P6,0,0,0,0,0,0,0
RPL4P1,1,0,1,1,1,2,0
RN7SL415P,0,0,0,0,0,0,0
RN7SL751P,2,2,0,1,1,3,0
RN7SL681P,0,0,0,0,0,0,0
LOC100506489,0,0,0,0,0,0,0
RPL18P8,0,0,0,0,0,0,0
RN7SL283P,0,0,0,0,0,0,0
RPS21P6,0,0,0,0,0,0,0
HOXA11-AS,188,193,211,240,232,212,4
RPL23AP67,0,0,0,1,1,2,0
RN7SL459P,0,0,0,0,0,0,0
RN7SL183P,0,0,0,0,0,0,0
