gene_name,Jurkat_ctrl_repl.1,Jurkat_ctrl_repl.2,Jurkat_ctrl_repl.3,Jurkat_SIX6_KO_repl.1,Jurkat_SIX6_KO_repl.2,Jurkat_SIX6_KO_repl.3
DBIL5P,113,38,100,54,47,39
H2BP9,1,0,1,2,0,2
RPL31P50,0,0,0,0,0,0
PIK3CD-AS2,64,67,65,89,79,56
RPL21P85,0,1,0,2,0,1
RPL36AP35,0,0,0,0,0,0
LOC101927888,0,0,0,0,0,0
SNRPCP9,1,0,1,3,1,0
LINC00210,0,0,0,0,0,0
LINC01198,0,0,0,0,0,0
NPM1P48,0,0,0,0,0,0
HLA-DQA1,0,0,0,0,0,0
AKAIN1,0,0,0,0,0,1
PRRC2A,1770,1236,1652,1911,1861,1452
LINC01819,3,1,0,3,2,4
LOC343052,1,0,0,0,5,0
MTHFD1P1,2,0,0,2,2,1
HLA-A,0,1,0,2,0,1
LINC01149,0,0,0,0,0,0
DPY19L4P2,0,0,0,0,0,0
HMGB3P14,4,1,1,2,1,1
UBE2V2P4,0,0,0,0,0,0
MRPS9-AS1,0,2,2,1,0,0
CYP21A2,2,0,0,2,0,0
LOC105373805,1,0,0,2,0,1
MDC1-AS1,0,0,0,0,0,0
OR5K2,1,0,0,1,4,1
LOC100652967,0,0,0,0,0,0
KRT17P3,0,0,0,0,0,0
IPO9-AS1,12,8,3,9,14,10
LOC102723536,0,0,0,0,0,0
TXNL1P1,0,0,0,0,0,0
F10-AS1,0,0,0,0,0,0
PRH1,1,9,2,9,24,18
TRAF3IP2-AS1,240,272,270,518,495,395
DARS1-AS1,29,13,38,34,39,24
MYO3B-AS1,0,0,0,0,0,0
GOT2P1,0,0,0,0,0,0
LOC105375971,0,0,0,0,0,0
IDH1-AS1,11,6,9,16,18,13
GAMTP2,0,0,0,0,0,0
TPRKBP1,0,0,0,0,0,0
RARRES2P3,0,0,0,0,0,0
SALL4P5,0,0,0,0,0,0
LOC730100,0,0,0,0,1,0
NEBL-AS1,0,0,0,0,0,0
PSG1,0,0,0,0,0,0
TAPBP,37,44,54,102,81,86
HMGB3P31,0,0,0,0,0,0
HLA-DQB1,0,0,0,0,0,0
RPS7P3,3,1,2,4,3,0
PGM5P4-AS1,2,0,0,5,0,4
PHKA1-AS1,0,0,0,0,0,0
VARS1,2596,1537,2070,2068,1639,1715
HS1BP3-IT1,0,0,0,1,0,0
MTND2P22,0,0,0,0,0,0
GNAI2P2,0,0,0,1,0,0
LOC102724323,1,0,0,2,0,0
RPL17P29,0,0,0,0,0,0
UBD,0,0,0,0,0,0
MMADHC-DT,1,3,3,3,1,0
CT69,0,0,0,0,0,0
RPL7L1P12,0,0,0,0,0,0
LOC107985113,0,0,0,0,0,0
LINC01787,0,0,0,0,0,0
PPP1R2B,1,0,0,0,0,0
LOC643630,27,20,20,48,52,41
LRRC8C-DT,32,26,39,102,75,73
CLCN3P1,0,0,0,0,0,0
LINC01880,0,0,0,0,0,0
CAP1P2,0,0,0,1,0,0
PBX2,1826,1923,2027,3887,3797,3021
DNMT3L-AS1,0,0,0,0,0,0
LEF1-AS1,99,111,101,402,296,209
LINC01807,0,0,0,0,0,0
LOC102725019,0,0,0,0,0,0
ELOCP15,0,0,0,0,0,0
LOC100129573,0,0,0,0,0,0
RPL21P29,0,0,0,0,0,0
DEFT1P2,0,0,0,0,0,0
ZBED9,1,0,0,0,0,0
PSMD10P3,0,0,0,0,0,0
LOC107985629,0,0,0,0,0,0
LINC01798,0,0,0,0,0,0
HNRNPCP9,0,0,0,0,0,0
LOC101928475,0,0,0,0,0,0
HLA-DQA1,0,0,0,0,0,0
USP9YP33,0,0,0,0,0,0
LINC01063,2,0,0,0,0,0
RPS29P28,0,0,0,0,0,0
TMEM253,6,4,13,2,2,1
MRPL35P2,0,0,0,0,0,0
LINC01031,0,0,0,0,0,0
LINC01697,0,0,0,3,2,0
LOC102725019,0,0,0,1,0,0
RPS6KA2-IT1,0,0,0,0,0,0
RPL31P7,0,0,0,0,0,0
LINC01104,0,0,0,0,0,0
HCFC2P1,0,0,0,0,0,0
LINC01653,0,0,0,0,0,0
MTCO3P2,0,0,0,0,0,0
RFX3-AS1,21,29,22,7,7,7
TSBP1,0,0,0,0,0,0
VN1R54P,0,0,0,0,0,0
TMA7,5024,4834,4778,3600,2686,2756
TEX50,0,0,0,0,0,0
MCTS1,1287,1274,1342,1409,1018,977
DYTN,0,1,0,0,0,0
HLA-B,1723,1742,1817,3326,3448,2025
PSORS1C2,0,0,0,0,0,0
MTCO3P45,0,0,0,0,0,0
NCOA7-AS1,1,0,0,1,0,0
NDFIP2-AS1,0,0,0,0,0,0
IMPDH1P10,0,0,0,0,0,0
RPS15AP12,0,1,2,1,0,1
IFNWP5,0,0,0,0,0,0
LINC00867,1,0,0,0,0,0
RPL26P24,1,0,0,0,0,3
FMO11P,0,0,0,0,0,0
FERP1,2,14,6,23,27,9
MTCYBP15,0,0,0,0,0,0
C11orf98P1,0,0,0,0,0,0
RAB9BP1,0,0,0,0,0,0
RAP2C-AS1,13,6,10,14,23,5
RPLP1P13,0,0,0,0,0,0
LINC01873,221,171,213,384,371,298
VN1R30P,0,0,0,0,0,0
RPL9P10,0,0,0,0,0,0
P2RY10BP,0,0,0,0,0,0
ABCF1,3,0,0,0,0,7
LINC00708,0,0,0,0,2,0
RPL19P15,0,0,0,0,0,0
RPS6P10,0,1,0,0,2,0
MTND4P24,0,1,0,0,0,0
MTATP6P29,0,0,0,0,0,0
SLC44A4,0,1,1,0,0,0
LINC02181,0,0,0,0,0,0
KIF26B-AS1,0,0,0,0,0,0
TOMM22P2,0,0,0,0,0,0
MTRNR2L4,5,5,0,2,2,2
LOC102724511,0,0,0,0,0,0
MTCO2P34,0,0,0,0,0,0
RPL3P8,0,0,0,0,0,0
LINC01701,0,0,0,0,0,0
OR2L6P,0,0,0,1,0,0
IGHV3-43,0,0,0,0,0,0
FTLP8,0,0,0,0,0,0
CNN2P10,0,0,0,0,0,0
LINC01047,0,0,0,0,0,0
LOC112268441,0,0,0,0,1,0
LINC00865,0,0,0,0,0,0
LINC02043,53,49,72,143,126,102
CDY3P,0,0,0,0,0,0
ASCL5,0,1,2,2,2,6
MUCL3,0,0,0,0,0,0
CSF2RBP1,0,0,0,0,0,0
DDX39B-AS1,0,0,0,0,0,0
TMEM114,0,0,0,0,0,0
LOC100422548,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0
USP17L24,0,0,0,0,0,0
LINC02805,0,0,0,4,1,4
ACTR3P2,0,0,0,0,0,0
OR52I1,0,0,0,0,0,0
SLC30A6P1,0,0,0,0,0,0
FLOT1,0,0,0,0,0,0
MTND1P32,0,0,0,0,0,0
HSD17B3-AS1,0,0,0,0,0,0
GNG12-AS1,0,0,0,0,0,0
ELOBP3,0,0,0,0,0,0
SLC6A1-AS1,0,0,0,0,0,0
OR11A1,0,0,0,1,0,0
ALDH7A1P2,0,0,0,0,0,0
LNCPRESS1,0,0,0,0,0,0
DFFBP1,10,4,8,11,10,7
DAOA-AS1,0,0,0,0,0,0
MUCL3,0,0,0,0,0,0
LOC101928304,0,0,0,0,0,0
GPANK1,594,664,853,921,764,719
LINC02518,0,0,0,0,0,0
TAP2,404,82,1247,686,441,797
LOC100419739,0,2,0,0,0,0
RPS27AP2,1,0,0,2,3,0
LOC100131736,0,0,0,0,0,0
NOTCH4,17,8,13,25,17,15
RPL4P2,0,0,0,0,0,0
LOC102725019,0,0,0,0,0,0
LOC100419436,1,2,7,8,5,4
RPS17P16,0,1,0,0,0,0
HLA-DQB1-AS1,0,0,0,0,0,0
SEMA3B-AS1,0,0,1,0,1,1
LOC100288724,0,0,0,0,0,0
VDAC1P9,0,0,0,0,0,0
TAP1,3207,3125,3183,5826,4992,3645
MTCYBP3,0,0,0,0,0,0
GPR79,0,1,0,0,0,0
LOC101928386,0,0,0,0,0,0
RPL22P23,0,0,0,0,0,0
OR52U1P,0,0,0,0,0,0
OR5K1,0,0,0,0,0,1
RPL23P7,0,0,0,0,0,0
RPS3AP25,0,1,0,1,0,1
SMIM26,749,633,728,1733,1462,1203
GOT2P7,0,0,0,0,0,0
RPL5P6,0,0,0,0,0,0
OR10C1,0,0,0,0,0,0
TMPRSS11CP,1,0,0,0,0,1
USP17L13,0,0,0,0,0,0
RAD17P1,0,0,0,0,0,0
LINC00112,0,0,0,0,0,0
RPL27P5,0,0,0,1,0,0
LOC101928402,4,2,0,6,1,0
CYP21A2,0,0,1,0,3,1
BPESC1,0,0,0,0,0,0
TTTY19,0,0,0,0,0,0
USP9YP29,0,0,0,0,0,0
RPL21P131,0,0,0,1,0,0
RPL31P15,0,0,0,0,0,0
LOC100289656,0,0,0,0,0,0
AJM1,146,200,146,239,155,143
RPL18AP7,24,25,33,45,37,21
MHENCR,89,118,124,368,301,191
MTND5P3,0,0,0,0,0,0
RPS2P14,0,0,0,0,0,0
LINC02777,0,0,3,1,1,1
LINC01450,0,0,0,3,0,1
OR4F14P,0,0,0,0,0,0
RPL13P7,0,0,0,0,0,0
H3P31,0,0,0,0,0,0
EEF1B2P3,0,0,0,0,2,0
HSFY5P,0,0,0,0,0,0
KRT8P52,4,0,3,4,10,2
TGFB2-AS1,0,0,0,0,0,0
OSBPL10-AS1,0,0,1,1,1,1
LOC100421402,1,2,1,0,1,3
RPL21P25,0,0,0,0,0,0
CSPG4BP,0,0,0,0,0,0
GCSIR,2,2,3,4,4,7
VDAC1P13,2,0,1,0,0,0
LSP1P5,16,11,15,23,15,7
LOC100289473,1,1,1,1,6,1
LIF-AS1,0,0,0,0,0,0
KMT5AP2,0,0,0,0,0,0
LINC00945,0,0,0,0,0,0
RPL36P19,0,0,0,0,0,0
COL11A2,66,83,74,223,245,88
LINC01809,0,0,0,0,0,0
MTCO1P14,0,0,0,0,0,0
PRCPP1,0,0,0,0,0,0
KCND3-IT1,0,0,0,0,0,0
TPMTP3,0,0,0,0,0,0
CRB3P1,0,0,0,0,0,0
MRTFA-AS1,2,4,2,11,12,11
GABBR1,27,0,0,0,32,0
RPL3P4,7,0,4,0,0,0
TUBB,101941,95990,105356,117293,91015,89926
LOC100533629,1,1,0,0,1,0
MTCO1P27,0,0,0,0,0,0
LOC100419791,0,0,0,0,0,0
GPR143P,0,0,0,0,0,0
KIAA1614-AS1,42,26,35,70,63,47
EEF1A1P3,0,0,2,1,2,0
LINC01646,0,0,0,0,0,0
RPL31P35,0,0,0,0,0,0
TSPY17P,0,0,0,0,0,0
C4BPAP2,0,0,0,0,0,0
C10orf126,0,0,0,0,0,0
RPL23AP31,0,0,0,0,0,0
LOC100420423,5,0,0,1,4,0
LOC101927143,0,0,0,0,1,2
MTND2P23,0,0,0,0,0,0
GABBR1,0,0,0,0,0,0
MOG,0,0,0,0,4,1
LINC01431,7,6,2,7,12,14
LINC01780,0,0,0,0,0,0
GOLGA8N,377,315,290,351,353,278
LINC01656,0,0,0,0,0,0
IDI2-AS1,2,5,7,16,10,4
CFTR-AS1,0,0,0,0,0,0
ZNF687-AS1,8,16,13,22,14,8
ACTG1P21,0,0,0,0,0,0
ADH5P2,0,0,1,0,0,0
LINC00665,394,306,414,973,758,674
SPTLC1P4,0,0,0,1,0,0
ATP11A-AS1,0,0,0,1,0,0
LINC00442,0,0,0,0,0,0
LINC01628,0,0,0,0,0,0
ZNRD1ASP,1,6,16,3,2,4
ELOCP17,0,0,0,0,0,0
AP1B1P2,0,0,0,0,0,0
KIZ-AS1,2,3,5,8,4,8
TRIM51JP,0,0,0,0,0,0
RPS17P7,0,0,0,0,0,0
TRIM80P,0,0,0,0,0,0
LOC101926943,6,0,12,9,8,6
LINC01826,0,0,0,0,0,0
USP9YP16,0,0,0,0,0,0
LINC02022,1,0,0,0,0,0
RPL26P11,0,0,0,0,0,0
MTCO3P21,0,0,0,0,0,0
HCG27,31,29,29,45,0,31
LOC100506178,0,0,0,0,0,0
LOC100859919,0,0,0,0,0,0
TRIM60P8Y,0,0,0,0,0,0
LOC100421746,2,0,0,0,0,0
KIAA1143P2,0,0,0,0,0,0
LOC105378499,0,0,0,0,0,0
LOC107985097,0,0,0,0,0,0
MTND4P22,0,0,0,0,0,0
DEFB130D,0,0,0,0,0,0
FLJ22447,404,348,421,574,592,496
BMS1P22,15,24,52,83,20,31
RPL23AP50,0,1,0,0,0,0
ITGA6-AS1,5,1,3,0,11,4
LINC01162,0,0,0,0,0,0
FTH1P25,0,0,0,0,0,0
SCAND3P1,0,0,0,0,0,0
SLC7A15P,0,0,0,0,0,0
SDCBPP3,0,0,0,0,0,0
SLCO4A1-AS1,12,10,15,35,18,23
HSPA1B,421,492,493,146,205,111
TTTY20,0,0,0,0,0,0
LINC01717,0,0,0,0,0,0
COL4A2-AS1,0,0,0,0,0,0
RPS2P32,1,2,0,4,0,4
LOC100129620,0,0,0,0,0,0
GSTO3P,0,0,0,0,0,0
LMLN-AS1,1,2,0,7,3,2
LINC01700,0,0,3,0,0,0
PET117,515,568,518,945,713,700
TRIM39,0,0,0,0,0,4
BRWD1P3,0,0,0,0,0,0
KAT7P1,1,0,0,0,0,0
SNX18P2,0,0,0,0,0,0
SLC25A6P3,0,0,0,0,0,0
PTGES2-AS1,74,55,64,114,93,83
RPL34P27,0,0,0,0,0,0
LYRM9,105,115,72,282,265,176
SMG7-AS1,36,39,37,55,58,41
NUCKS1P1,0,0,0,0,0,0
RPL36AP34,0,0,0,0,0,0
SEC1P,1,3,10,22,7,3
CTAGE3P,0,1,0,1,3,2
DPYD-AS1,0,0,0,0,0,0
NDUFB4P10,0,0,0,0,0,0
RPS10P21,0,0,0,0,0,0
RPLP0P5,0,0,0,0,0,0
RPS11P5,7,4,5,20,14,7
RGS5-AS1,0,0,0,0,0,0
LOC101929413,0,0,0,0,0,0
LINC01166,0,0,0,0,0,0
LOC100132609,0,0,0,0,0,0
LOC100533634,4,8,13,8,12,8
DLGAP4-AS1,36,39,28,128,90,89
PLCE1-AS2,0,0,0,0,0,0
RPL21P26,0,0,0,0,0,0
MTND6P24,0,0,0,0,0,0
ELOCP4,0,0,0,0,0,0
RPL8P5,16,12,7,26,27,25
RPL23AP87,15,16,21,53,41,34
LOC107987013,0,0,0,0,0,0
OR2J2,0,0,0,0,0,0
DEFB130A,0,0,0,0,0,0
LOC401957,0,0,0,0,0,0
LINC00374,0,0,0,0,0,0
SNHG15,1980,1902,2103,3935,2920,2854
HLA-DOA,0,0,0,0,5,1
HLA-DOA,1,2,0,0,0,0
LINC01737,0,0,0,0,0,0
RPS12P18,0,0,0,0,0,0
EIF4EP4,0,0,0,0,0,0
CYP1B1-AS1,9,12,15,31,27,10
MTCO1P57,0,0,0,0,0,0
TRIM60P10Y,0,0,0,0,0,0
LINC00327,7,5,5,10,17,9
MTCO1P51,0,0,0,0,0,0
MTCO1P45,0,0,0,0,0,0
MTATP6P7,0,0,0,0,0,0
GACAT1,0,0,0,0,0,0
AHCYP4,0,0,0,0,0,0
RGS5,54,41,81,94,55,63
MIR3936HG,53,41,44,101,88,73
LOC101927560,0,1,0,0,3,0
HDAC1P2,0,0,0,0,0,0
TBC1D3P7,0,0,0,0,0,0
SLC25A6P1,0,0,0,0,0,0
SNHG7,1557,1428,1665,3150,2389,1926
MTCO1P5,0,0,0,0,0,0
LOC100996318,0,0,0,3,2,1
LOC100287498,0,0,1,0,0,0
MTND5P30,0,0,0,0,0,0
PHGR1,0,0,0,0,1,0
OR5V1,0,0,0,0,0,0
LINC01722,0,1,3,0,2,1
DHX16,6,0,4,7,12,5
ERVH48-1,79,48,56,275,230,219
EEF1A1P14,0,1,0,1,0,3
ZFY-AS1,5,8,2,4,7,3
RPSAP59,0,0,0,0,0,0
RPS15AP6,0,0,0,0,0,0
DDAH2,187,115,72,994,922,481
LINC01271,0,0,0,0,0,0
LINC01755,0,0,0,0,0,0
LINC01399,26,28,25,35,21,23
FTH1P6,0,0,0,0,0,0
RPL23AP25,1,1,3,9,5,4
LNCARSR,15,7,11,9,8,8
RAB6D,0,0,0,0,0,1
LINC00892,5,4,1,4,5,5
HLA-G,0,0,0,0,0,0
LOC339260,5,1,0,0,1,3
HOXB-AS3,1,1,3,0,3,0
RPL12P3,0,0,0,0,0,0
SUCLA2P2,0,0,0,0,0,0
FAM90A11P,2,0,2,7,1,1
USP9YP15,0,0,0,0,0,0
VN1R20P,0,2,0,1,3,5
CTAGE7P,37,33,44,60,48,57
LINC01007,0,0,0,0,0,0
LINC00456,0,0,0,0,0,0
ACTBP12,0,0,0,0,0,0
RPS15AP14,0,0,0,0,0,0
MTND3P17,0,0,0,0,0,0
RPS27P18,0,0,0,0,0,0
USP17L11,0,0,0,0,0,0
PSMB8-AS1,0,31,0,0,0,0
LOC728660,0,0,0,0,0,0
BPIFB5P,0,0,0,0,0,0
SYF2P2,0,0,0,0,0,0
CYP21A2,0,0,0,0,0,0
UBE2E2-AS1,0,0,0,0,0,0
LINC01762,1,0,2,2,1,3
HSFY8P,0,0,0,0,0,0
LOC100419506,0,0,0,0,0,0
RPS24P6,0,0,0,0,0,0
RPL31P16,0,0,0,0,2,0
RPS12P17,0,0,0,0,0,1
C6orf136,0,0,0,0,0,0
EEF1A1P26,0,0,0,0,0,0
VN1R34P,0,0,0,0,0,0
LOC107985040,47,23,30,51,44,65
OR7E157P,0,0,0,0,0,0
LOC102606465,112,107,107,167,140,107
KLF4P1,0,0,0,2,0,0
HLA-DQA1,0,0,0,0,0,0
LOC100131939,0,0,0,0,0,0
RNF224,0,0,6,1,4,2
MAPRE1P3,0,0,0,0,0,0
RPS3AP1,0,0,0,0,0,0
LINC00642,0,0,0,0,0,0
HLA-DQB1,0,0,0,0,0,0
GPANK1,0,16,0,0,0,0
LINC01687,0,0,0,0,2,2
MROH3P,1,0,1,0,0,0
LOC100996842,199,135,191,260,278,225
LPCAT2BP,0,0,0,0,0,0
HNRNPA1P49,5,3,3,7,17,13
LINC00472,0,0,0,0,0,0
DEFA9P,0,0,0,0,0,0
PHC2-AS1,0,0,3,1,0,5
MTND6P9,0,0,0,0,0,0
LOC100129434,315,243,327,439,352,286
CRIP1P1,0,0,0,0,0,0
RPL21P134,1,1,2,2,0,2
RPSAP63,0,0,0,0,0,0
FAM238A,7,0,2,1,2,1
LOC105376116,0,0,0,0,0,0
HMGB1P31,2,4,3,17,15,8
AMMECR1LP1,0,0,0,0,0,0
GPX1,4512,4488,4362,6323,5130,4776
LINC01728,0,0,0,0,0,0
MTCYBP10,0,0,0,0,0,0
MTND3P10,0,2,1,1,2,0
RPL27P11,0,0,0,0,0,0
LOC101928401,1,1,4,7,3,10
RPL7AP61,0,0,0,0,0,0
TMEM18-DT,8,26,8,13,7,10
EIF4A1P1,0,0,0,0,0,0
OR4C14P,0,0,0,0,0,0
XXYLT1-AS1,0,0,0,0,0,0
TRGV2,14,31,14,25,17,12
SRSF3P6,0,0,0,0,0,0
OSTN-AS1,0,0,0,0,0,0
RPS6P12,1,0,0,0,0,0
MTCO1P54,0,0,0,0,0,0
C4B_2,0,0,0,0,0,0
DSCR10,0,0,0,0,0,0
LINC02669,0,0,0,0,0,0
TNXB,0,0,25,0,55,0
EEF1A1P34,1,1,2,3,1,3
USP32P2,339,272,334,768,808,454
RPS16P3,0,0,0,0,0,0
RPL36AP14,0,0,0,0,0,0
UBE2FP3,14,16,16,23,16,15
TLR8-AS1,1,0,0,1,0,0
ATP6V1G1P4,0,0,0,0,0,0
MSH5,206,104,186,458,394,311
BAG6,0,0,0,50,0,0
RPS7P9,0,0,0,0,0,0
LINC00028,0,0,0,0,0,0
CHRM3-AS2,189,148,185,757,776,584
PDXP-DT,1,1,0,1,3,3
LOC101929297,0,0,0,0,0,0
GTF2IP4,2945,2583,2957,5359,5168,4026
ACTR1AP1,0,0,0,0,0,0
USP9YP34,0,0,0,0,0,0
RPS2P48,0,1,0,1,1,0
NKAPP1,83,47,73,220,204,114
CNIH3-AS2,76,80,98,75,50,51
MTCO3P8,0,0,0,0,0,0
UICLM,0,3,2,0,0,0
LOC105369306,18,16,19,25,25,26
LINC01648,0,0,0,0,0,0
PRKAR1AP1,0,0,0,0,0,0
RPS2P8,0,1,0,3,2,0
FANK1-AS1,0,0,0,0,0,0
OR5H15,0,0,0,0,0,0
RPS25P3,0,0,0,0,0,0
LINC01783,3,2,7,6,8,6
KRT18P67,0,0,0,0,0,0
EIF3FP3,5,6,2,21,8,4
PPIAP65,0,0,3,0,3,0
HOTAIRM1,77,103,100,220,244,175
MTIF2P1,0,1,0,2,1,1
BTBD18,1,0,7,3,13,6
LOC100130849,0,0,0,0,0,0
PSORS1C1,2,4,0,1,2,2
CYP2AB1P,0,0,0,0,0,0
RPL17P11,0,0,0,0,0,0
PDK1P2,0,0,0,0,0,0
MTATP6P14,0,0,0,0,0,0
STXBP5-AS1,12,5,9,12,3,4
LOC729532,1,1,0,0,0,1
ST6GALNAC4P1,0,2,0,0,0,1
KRT18P62,0,0,0,0,0,0
PPIAP38,0,0,0,0,0,0
LINC01683,0,0,0,0,0,0
FHAD1-AS1,2,0,1,3,4,3
RPSAP69,4,6,7,4,9,10
PAXBP1P1,0,0,0,0,0,0
GPSM3,0,0,0,3,0,0
LOC100128317,0,0,0,0,0,0
TMEM238,94,67,85,201,153,57
SYNJ2-IT1,0,0,0,0,0,0
HNRNPLP1,1,0,0,1,0,1
LINC01518,0,0,0,1,0,0
RPL7P35,0,0,0,0,0,0
LINC01638,0,2,3,6,0,5
PHBP5,0,3,1,9,9,4
ZNF529-AS1,10,32,27,62,59,46
DEFA10P,0,0,0,2,0,0
LINC00460,0,0,0,0,0,0
MKNK2P1,0,0,0,0,0,0
LOC105378013,0,0,0,0,0,0
LOC730338,0,0,0,0,1,0
DNM3-IT1,0,0,0,1,1,1
EIF3KP2,0,0,0,0,0,0
MTCYBP8,0,0,0,0,0,0
RPL7AP46,0,0,0,0,0,0
LOC100287430,0,8,8,23,41,12
KRT8P39,6,8,8,9,3,4
DHX16,3575,3524,3694,5180,4042,3994
RPS3AP8,0,0,0,0,0,0
OR52E7P,0,0,0,0,0,0
PRR3,1608,1559,1721,2237,1726,1816
LOC101928797,0,0,0,0,0,0
LINC00690,0,0,0,0,0,0
TRIM31,0,0,0,0,0,0
KRT8P15,0,0,0,6,0,0
HLA-DPB2,0,0,0,0,0,0
LOC100420869,0,0,0,2,3,1
LINC01884,0,0,0,0,0,0
LINC02609,149,140,123,470,598,310
MTND2P29,0,0,0,0,0,0
RPL19P6,2,0,0,1,1,3
TRIM15,0,0,0,0,0,0
ERI3-IT1,1,0,1,2,5,3
JTBP1,2,0,0,0,0,0
LINC01851,0,0,0,0,0,0
LINC01392,0,0,0,0,0,0
TWIST2,0,0,0,0,0,0
LINC00462,1,0,0,2,2,4
DDX11L16,9,3,12,14,2,7
HNRNPA1P42,1,0,0,0,2,0
USH2A-AS2,0,0,0,0,0,0
LINC01137,71,71,77,128,115,71
CYP2T1P,4,0,0,5,7,0
PGAM1P11,0,0,0,1,0,0
LOC105373352,0,0,0,0,0,0
GOT2P5,0,0,0,0,0,0
PANTR1,2,0,0,0,0,0
KRTAP13-5P,0,0,0,0,0,0
GPR158-AS1,0,0,0,0,0,0
OR52T1P,0,0,0,0,2,0
NENFP1,0,0,2,0,0,0
LOC105376748,17,15,9,23,15,8
CALM2P4,0,0,0,0,0,0
LOC100420325,0,0,0,0,0,0
RPS8P9,0,1,1,2,3,3
PIRT,0,0,0,0,0,0
CENPNP1,0,0,0,0,0,1
ANAPC1P1,5,5,2,15,7,14
FDPSP6,0,0,0,0,0,0
HNRNPA1P27,1,1,0,2,1,1
CEACAMP1,0,0,0,0,0,0
OR6L1P,0,0,0,0,1,0
PIEZO1P1,0,0,0,0,0,0
ZNF622P1,0,0,0,0,0,0
EBAG9P1,2,4,0,1,2,2
C2-AS1,0,0,0,0,0,0
PBX1-AS1,0,0,0,0,0,0
LINC02579,0,0,0,1,0,0
PRR23C,4,2,5,16,2,17
RPL37P13,0,0,0,0,0,0
MTND4P28,0,0,0,0,0,0
LOC100288853,0,0,0,0,0,0
MYCNOS,11,12,8,6,2,7
GOT2P3,0,0,0,0,0,0
LOC105376276,0,0,0,0,0,0
LINC01122,0,0,0,0,0,0
LOC100421870,0,0,0,0,0,0
NRAD1,0,0,0,0,0,0
NCKAP5-AS1,0,0,0,0,0,0
PSORS1C1,0,0,0,0,0,0
RPL27P7,0,0,0,1,0,1
HLA-DQB1-AS1,0,0,0,0,0,0
LINC00656,0,0,0,0,0,0
CICP27,122,79,134,182,200,146
RPL21P36,0,0,0,0,0,0
DSCAM-IT1,0,0,0,0,0,0
LOC100506289,0,0,0,0,0,0
RPS15P4,0,3,3,3,3,2
MTCO1P20,0,0,0,0,0,0
PSMA6P3,0,0,0,0,0,0
MED14P1,0,0,0,0,0,0
LINC01251,24,12,27,23,25,20
LINC00367,0,1,0,0,0,0
PGBD3P2,0,0,0,0,0,0
LINC01136,1,1,19,24,4,3
POLR1H,0,0,0,0,0,0
TRIM49D2,0,0,0,0,0,0
TSPY4,0,0,0,0,0,0
LINC01237,94,100,92,152,123,88
H3P32,0,0,0,0,0,0
IFNA13,0,0,0,0,0,0
LCEP1,0,0,0,0,0,0
H2BC15,21,42,33,86,116,62
ZNF311,0,0,0,0,0,0
LOC100506098,0,0,0,0,0,0
EIF3LP2,0,0,0,6,2,0
RPS19P2,0,0,0,0,0,0
PCDH9-AS4,0,0,0,0,0,0
HLA-C,117,139,93,205,151,104
ERCC8-AS1,0,0,0,1,0,0
LINC01015,0,0,0,0,0,0
SLC9B1P3,0,0,0,0,0,0
RPSAP27,0,0,0,0,0,0
RPL7P44,0,0,0,0,0,0
MFN1P1,0,0,0,0,0,1
LINC01680,0,0,0,0,0,0
MTCO2P17,0,0,0,0,0,0
TCF19,0,0,0,0,0,0
PAIP1P1,6,0,4,7,2,1
EZR-AS1,0,0,0,0,0,0
PDYN-AS1,0,1,0,0,0,0
RPL17P35,0,0,0,0,0,0
LINC01503,4,2,0,0,4,2
LINC01761,20,13,11,38,28,15
UBE2V1P4,0,0,0,0,0,0
GTF2F2P2,0,0,0,0,0,0
RPL10P9,1,2,0,6,3,1
POTEB,0,0,0,0,0,0
RPS15AP40,0,0,0,0,0,0
LINC01694,40,13,87,66,90,75
RPSAP13,2,0,0,1,0,1
LOC101927502,3,2,8,10,9,17
RPS28,13339,11942,11326,22517,20728,15010
KRTAP5-AS1,1,0,0,0,0,0
TRIM40,0,0,0,0,0,0
CTXN2,8,2,5,2,4,1
CTC-338M12.4,76,62,110,194,192,123
RPL27AP4,0,0,0,0,0,0
RPL12P45,0,0,0,0,0,0
LINC02650,0,0,0,0,0,0
RPS29P4,0,0,0,0,0,0
ASS1P3,0,0,0,0,1,0
TRIM27,62,39,58,94,96,105
UQCRHL,1,4,3,7,5,17
AHCYP3,0,0,0,0,0,0
BTF3P6,0,0,0,0,0,0
LOC101928834,0,0,0,0,0,0
LINC01360,0,0,0,0,0,0
LINC02574,6,2,3,6,2,2
RPSAP14,0,0,0,1,0,2
LINC01681,0,0,0,0,0,0
DTD1-AS1,0,0,0,0,0,0
GDI2P2,0,0,1,1,1,0
LINC01425,0,0,0,0,0,0
MTATP6P27,2,1,1,0,2,1
GAPDHP22,0,0,0,1,2,1
DDX39B-AS1,0,0,0,0,0,0
RPL5P34,0,1,0,1,0,1
LINC02530,0,0,0,0,0,0
EIF2AK3-DT,70,51,81,175,132,73
TMEM97P1,0,0,0,0,0,0
RPS3AP44,2,1,1,0,0,1
VARS2,0,0,0,0,0,3
RAC1P8,0,0,0,0,0,0
NDUFA5P7,0,0,0,0,0,0
RPL10P12,1,0,1,4,0,0
TRIM26,0,0,0,0,0,0
FAM96AP1,0,0,0,0,0,0
LINC00463,0,0,0,0,0,0
