gene_name,293T-1,293T-2,293T-3,YTHDF2_crispr-1,YTHDF2_crispr-2,YTHDF2_crispr-3
MIR3118-4,0,0,0,0,0,0
RN7SL49P,0,0,0,0,0,0
MIR4292,0,0,0,0,0,0
SEC22B,30,73,74,93,74,62
MIR3907,0,0,0,0,0,0
RN7SL300P,0,0,0,1,0,0
RN7SL376P,0,0,0,0,0,0
FSBP,0,0,0,0,6,12
MIR3177,0,0,0,0,0,0
MIR4422,0,0,0,0,0,0
MIR3939,0,0,0,0,0,0
MIR548AG1,0,0,0,0,0,0
MIR3123,0,0,0,0,0,0
CCND3P2,0,0,0,0,0,0
MIR548X,0,0,0,0,0,0
LINC01029,0,1,0,0,0,0
LOC101927018,0,0,0,0,0,0
MIR4276,0,0,0,0,0,0
MIR4287,0,0,0,0,0,0
MIR3689D1,0,0,0,0,0,0
MIR4797,0,0,0,0,0,0
MIR4514,0,0,0,0,0,0
MIR5704,0,0,0,0,0,0
MIR4495,0,0,0,0,0,0
MIR4516,0,0,0,0,0,0
MIR3174,0,0,0,0,0,0
MIR3689A,0,0,0,0,0,0
MIR4289,0,0,0,0,0,0
MIR4489,0,0,0,0,0,0
MIR3914-1,0,0,0,0,0,0
MIR4748,0,0,0,0,0,0
PDLIM1P2,0,0,0,0,0,0
RN7SL73P,0,2,0,1,0,1
RN7SL783P,0,0,0,0,0,0
DSCAS,0,0,0,0,0,0
RN7SL311P,0,0,0,0,0,0
RN7SL357P,0,0,0,0,0,0
MIR4696,0,0,0,0,0,0
RN7SL96P,0,1,0,0,0,0
MIR3685,0,0,0,0,0,0
RN7SL543P,0,0,0,0,0,0
MIR4280,0,0,0,0,0,0
MIR5692C1,0,0,0,0,0,0
MIR5195,0,0,0,0,0,0
MIR3146,0,0,0,0,0,0
LINC00668,0,0,0,0,0,0
UBE2CP2,0,0,0,0,0,0
RN7SL577P,0,0,0,0,0,0
LINC01387,0,0,0,0,0,0
MIR4749,0,0,0,0,0,0
MIR4445,0,0,0,0,0,0
MIR4319,0,0,0,0,0,0
GACAT2,0,0,0,0,0,0
MIR4266,0,0,0,0,0,0
TXNIP,102,179,162,10,5,13
MIR4725,0,0,0,0,0,0
MIR544B,0,0,0,0,0,0
MIR4735,0,0,0,0,0,0
MIR4519,0,0,0,0,0,0
ESRG,0,0,0,0,0,0
MIR5694,0,0,0,0,0,0
MIR3671,0,0,0,0,0,0
SNORA38,0,0,4,1,0,1
MIR4488,0,0,0,0,0,0
GATA6-AS1,3,3,1,4,0,2
MIR4764,0,0,0,0,0,0
LINC02079,0,0,0,0,0,0
MIR4309,0,0,0,0,0,0
MIR548Z,0,0,0,0,0,0
MIR4477B,0,0,0,0,0,0
MIR3609,0,0,0,0,0,0
SRGAP2,8,27,20,57,35,28
MIR4659A,0,0,0,0,0,0
MIR4690,0,0,0,0,0,0
MIR3649,0,0,0,0,0,0
MIR4500,0,0,0,0,0,0
NDUFV2-AS1,0,0,0,0,0,0
RN7SL140P,0,0,0,0,0,0
POLRMTP1,0,0,0,0,0,0
MIR3617,0,0,0,0,0,0
MIR5693,0,0,0,0,0,0
BAHCC1,5,12,12,28,14,28
RN7SL574P,0,0,0,0,0,0
MIR4432,0,0,0,0,0,0
RASSF5,6,12,5,7,14,2
MIR5192,0,0,0,0,0,0
MIR5700,0,0,0,0,0,0
LOC101927557,0,0,0,0,0,0
MIR4326,0,0,0,0,0,0
LOC100287539,0,0,0,0,0,0
MIR4525,0,0,0,0,0,0
MIR4440,0,0,0,0,0,0
MIR4423,0,0,0,0,0,0
MIR5587,0,0,0,0,0,0
ZNF415P1,0,0,0,0,0,0
RN7SL366P,0,0,0,0,0,0
SRP68P1,0,0,0,0,0,0
MIR4759,0,0,0,0,0,0
MIR4435-2,0,0,0,0,0,0
MIR4533,0,0,0,0,0,0
MIR4654,0,0,0,0,0,0
RHOT1P1,0,0,0,0,0,0
MIR5190,0,0,0,0,0,0
MIR5583-1,0,0,0,0,0,0
LOC100192426,0,0,0,0,0,0
MIR4711,0,0,0,0,0,0
MIR3646,0,0,0,0,0,0
RN7SL785P,0,0,0,0,0,0
RN7SL612P,0,0,0,0,0,0
YWHAEP2,0,0,0,0,0,0
RN7SL557P,0,0,0,0,0,0
MIR3147,0,0,0,0,0,0
STRADA,2,1,3,2,0,0
MIR4666A,0,0,0,0,0,0
MIR4282,0,0,0,0,0,0
RN7SL804P,0,0,0,0,0,0
RN7SL480P,0,0,0,0,0,0
MIR3186,0,0,0,0,0,0
MIR1260B,0,0,0,0,0,0
MIR4661,0,0,0,0,0,0
RN7SL163P,0,0,0,0,0,0
PNLIPRP2,0,0,0,0,0,0
MIR5585,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0
MIR3926-1,0,0,0,0,0,0
RN7SL371P,0,0,0,0,0,0
MIR3156-3,0,0,0,0,0,0
MIR3167,0,0,0,0,0,0
MIR4323,0,0,0,0,0,0
MIR3611,0,0,0,0,0,0
MIR3178,0,0,0,0,0,0
MIR3176,0,0,0,0,0,0
MIR5091,0,0,0,0,0,0
GRAMD4P7,0,0,0,0,0,0
MIR4279,0,0,0,0,0,0
MIR4644,0,0,0,0,0,0
MIR4475,0,0,0,0,0,0
LINC00908,0,0,0,0,0,0
LINC01909,0,0,0,0,0,0
MIR4428,0,0,0,0,0,0
KLF14,0,0,0,0,0,0
RN7SL138P,0,0,0,0,0,0
LINC01910,0,3,0,0,1,0
LOC100996750,0,0,0,0,0,0
MIR3683,0,0,0,0,0,0
LOC101927666,0,0,0,0,0,0
MIR744,0,0,0,0,0,0
MIR3118-1,0,0,0,0,0,0
SNORD52,0,0,0,0,0,0
MIR4518,0,0,0,0,0,0
MIR5093,0,0,0,0,0,0
RN7SL510P,0,2,2,2,5,3
MIR4668,0,0,0,0,0,0
RN7SL703P,0,0,0,0,0,0
MIR5692A1,0,0,0,0,0,0
MIR3909,0,0,0,0,0,0
MIR4293,0,0,0,0,0,0
MIR4663,0,0,0,0,0,0
MIR3665,0,0,0,0,0,0
MIR4503,0,0,0,0,0,0
MIR4536-2,0,0,0,0,0,0
MIR4281,0,0,0,0,0,0
NBPF15,4,30,24,27,8,18
MIR4776-1,0,0,0,0,0,0
MIR3657,0,0,0,0,1,0
MIR5002,0,0,0,0,0,0
MIR4740,0,0,0,0,0,0
MIR4273,0,0,0,0,0,0
LOC105371967,0,0,0,0,0,0
SNHG25,0,0,0,0,0,0
CBX3P2,3,2,2,2,0,1
MIR3157,0,0,0,0,0,0
NCOA4,22,75,48,133,86,70
MIR4636,0,0,0,0,0,0
MIR4424,0,0,0,0,0,0
SNORD117,0,0,0,0,0,0
RN7SL118P,0,0,0,0,0,0
MIR4451,0,0,0,0,0,0
MIR3163,0,0,0,0,0,0
MIR4719,0,0,0,0,0,0
MIR5580,0,0,0,0,0,0
TBC1D3P5,0,0,0,0,0,0
MIR4264,0,0,0,0,0,0
MIR4746,0,0,0,0,0,0
RN7SL493P,0,0,0,0,0,0
MIR3713,0,0,0,0,0,0
MIR4259,0,0,0,0,0,0
MIR2392,0,0,0,0,0,0
MIR3196,0,0,0,0,0,0
RN7SL220P,0,0,0,0,0,0
MRPS21,8,1,10,9,7,12
RN7SL616P,0,0,0,0,0,0
MIR5197,0,0,0,0,0,0
MIR4641,0,0,0,0,0,0
MIR5681A,0,0,0,0,0,0
RN7SL162P,0,0,0,0,0,0
RDM1P1,0,1,0,0,0,0
MIR4479,0,0,0,0,0,0
MIR3201,0,0,0,0,0,0
MIR3934,0,0,0,0,0,0
MIR3689F,0,0,0,0,0,0
MIR4452,0,0,0,0,0,0
MIR4715,0,0,0,0,0,0
MIR4268,0,0,0,0,0,0
GDF10,0,0,0,0,0,0
MTCYBP13,0,0,0,0,0,0
MIR4318,0,0,0,0,0,0
MIR4706,0,0,0,0,0,0
MIR3619,0,0,0,0,0,0
RN7SL356P,0,0,0,0,0,0
LINC01443,0,0,0,0,0,0
MIR3145,0,0,0,0,0,0
MIR4530,0,0,0,0,0,0
MAGEA10-MAGEA5,0,0,0,0,0,0
EIF1P5,0,0,0,0,0,0
MIR4418,0,0,0,0,0,0
RN7SL377P,0,0,0,0,0,0
MIR5579,0,0,0,0,0,0
MIR4254,0,0,0,0,0,0
MIR3166,0,0,0,0,0,0
MIR4527,0,0,0,0,0,0
MIR4478,0,0,0,0,0,0
MIR4512,0,0,0,0,0,0
MIR4713,0,0,0,0,0,0
MIR4766,0,0,0,0,0,0
LONRF2P1,0,0,0,0,0,0
RN7SL176P,0,0,0,0,0,0
MIR4703,0,0,0,0,0,0
COP1P1,0,0,0,0,0,0
MIR3692,0,0,0,0,0,0
MIR4742,0,0,1,0,0,0
MIR4642,0,0,0,0,0,0
RN7SL202P,1,0,0,0,0,0
MIR4754,0,0,0,0,0,0
MIR3677,0,0,0,0,0,0
MIR4299,0,0,0,0,0,0
MIR3126,0,0,0,0,0,0
MIR3908,0,0,0,0,0,0
MIR3169,0,0,0,0,0,0
MIR4739,0,0,0,0,0,0
MIR4325,0,0,0,0,0,0
MIR5692C2,0,0,0,0,0,0
SNORD32B,0,0,0,0,0,0
MIR4297,0,0,0,0,0,0
MIR4274,0,0,0,0,0,0
LOC100421165,0,0,0,0,0,0
OR4K8P,0,0,0,0,0,0
MIR3945,0,0,0,0,0,0
MIR4490,0,0,0,0,0,0
MIR4498,0,0,0,0,0,0
MIR4437,0,0,0,0,0,0
MGC12916,5,3,8,15,12,16
RN7SL48P,0,0,0,0,0,0
MIR3149,0,0,0,0,0,0
MYO15B,0,0,1,0,0,0
MIR4676,0,0,0,0,0,0
RN7SL14P,0,0,0,0,0,0
MIR5695,0,0,0,0,0,0
DSG1-AS1,0,0,0,0,0,0
TBC1D29P,0,0,0,0,0,0
MIR4757,0,0,0,0,0,0
MIR4708,0,0,0,0,0,0
MIR3135A,0,0,0,0,0,0
MIR4645,0,0,0,0,0,0
MIR3661,0,0,0,0,0,0
RN7SL524P,0,0,1,0,0,0
SNORD84,0,0,0,0,0,0
MIR5680,0,0,0,0,0,0
MIR3680-2,0,0,0,0,0,0
MIR4464,0,0,0,0,0,0
MIR3194,0,0,0,0,0,0
RN7SL619P,0,0,0,0,0,0
MIR4646,0,0,0,0,0,0
MIR3663,0,0,0,0,0,0
MIR548H5,0,0,0,0,0,0
MIR548AE1,0,0,0,0,0,0
PPIAP57,0,0,0,0,0,0
MIR3689E,0,0,0,0,0,0
RN7SL712P,0,0,0,0,0,0
GAPLINC,0,0,0,0,0,0
LOC101927571,0,0,0,0,0,0
MIR4482,0,0,0,0,0,0
ITM2BP1,0,0,0,0,0,0
MIR3910-1,0,0,0,0,0,0
RN7SL123P,0,0,0,0,0,0
RN7SL408P,0,0,0,0,0,0
STX18P1,0,0,0,0,0,0
MIR4535,0,0,0,0,0,0
MIR4634,0,0,0,0,0,0
SLC25A6P4,0,0,0,0,0,0
LINC01841,0,0,0,0,0,0
MRPS5P4,0,0,0,0,0,0
ZNF793-AS1,0,0,0,0,0,0
LOC101928063,1,0,0,0,0,1
LOC100419704,0,0,0,0,0,0
LINC01538,0,0,0,0,0,0
LOC108783654,3,1,1,10,4,4
FXYD1,0,0,0,0,0,0
AARSD1,0,0,0,0,1,0
LOC101928674,0,0,0,0,0,0
OR4F8P,0,0,0,0,0,0
FARSA-AS1,0,0,0,0,0,0
LOC102724908,0,1,0,0,0,1
LINC01180,0,0,0,0,0,0
LOC100128568,0,0,1,1,3,0
LOC112268408,0,0,0,0,0,0
DHX40P1,0,0,0,0,0,0
LOC105378721,0,0,0,0,0,3
LINC01929,0,0,0,0,0,0
LOC102724684,0,0,0,0,0,0
TCF4-AS1,0,0,0,0,0,0
LOC105372069,0,0,0,0,0,0
LOC100505549,0,3,0,9,6,7
ZNF850,6,4,2,3,6,12
LOC729654,0,0,0,0,0,0
LINC01905,0,0,0,0,0,0
LOC100505715,1,1,0,6,1,1
PTGES3L,0,3,0,1,2,0
UXT-AS1,0,0,0,0,0,0
LINC02080,0,0,1,3,0,0
ASB16-AS1,0,0,0,0,0,0
LOC105372273,0,0,0,0,0,0
KRT18P61,0,0,0,0,0,0
CTBP2P7,0,0,0,0,0,0
ILF3-DT,11,19,8,28,18,7
TBC1D3P1-DHX40P1,0,0,0,1,0,0
PCAT19,0,0,0,0,0,0
RPL10P15,0,0,0,0,0,0
LOC339192,0,0,0,2,2,0
SCAT1,0,0,0,0,0,0
RNF157-AS1,1,0,0,0,0,0
LOC101927855,0,0,0,0,0,0
HMGB3P27,0,0,0,0,0,0
LINC01924,0,0,0,0,0,0
LOC105372414,0,0,0,0,0,0
LINC01842,0,0,1,2,1,4
MIR2117HG,0,0,0,0,0,0
LOC100507373,0,0,0,0,0,0
ATP5MGP7,0,0,0,0,0,0
TYMSP2,0,0,0,0,0,0
MIR212,0,0,0,0,0,0
MIR132,0,0,0,0,0,0
LINC01775,0,0,0,0,0,0
LOC105372068,0,0,0,0,0,0
LINC01782,0,0,0,0,0,0
LCN6,0,0,0,0,0,0
LOC400684,0,0,0,0,0,0
ZNF8-ERVK3-1,0,0,0,0,0,0
LOC100421620,0,0,0,0,0,0
C17orf113,0,0,1,0,0,0
LOC101927322,0,0,0,0,0,1
HNRNPA3P16,2,1,0,3,0,0
ZNF861P,0,0,0,0,0,0
LOC100288123,0,0,0,0,0,0
LINC01255,0,0,0,0,0,0
WHSC1L2P,0,0,1,1,0,0
ZNF790-AS1,2,0,1,1,1,0
PPIAP58,55,113,89,451,240,274
LOC728485,1,2,2,5,1,3
PARD6G-AS1,0,0,0,0,0,0
LOC101060119,0,0,0,0,0,0
LINC01140,0,0,0,0,1,0
TBX2-AS1,0,0,0,0,0,0
ATF7-NPFF,0,0,0,0,0,0
LOC105371795,0,0,0,0,0,0
LOC100996288,0,0,0,0,0,0
LOC100422497,0,1,0,1,1,0
CEBPA-DT,0,0,0,1,0,0
RPL23AP77,0,0,0,0,0,0
RNFT1-DT,0,0,0,0,0,0
LOC728752,0,0,0,0,0,0
KC6,2,3,6,1,4,1
SCARNA17,0,0,0,0,0,0
SLC25A1P5,0,0,0,0,0,0
LOC107985164,0,0,0,0,0,0
LINC01478,0,0,0,0,0,0
LINC00906,0,0,0,0,0,0
GEMIN7-AS1,0,0,0,0,0,0
SEC24AP1,0,0,0,0,0,0
KCNJ2-AS1,1,0,0,1,0,0
UPK3BL1,1,0,0,0,0,1
TAF5LP1,0,0,0,0,0,0
LOC100419831,1,1,0,1,2,0
MIR924HG,16,15,6,23,12,15
DM1-AS,0,0,0,0,0,0
LINC02841,0,0,0,0,0,0
SETBP1-DT,0,1,0,0,0,0
LOC105371849,0,0,0,0,0,0
LOC101928982,0,0,0,0,0,0
LINC01928,0,0,0,0,0,0
LOC100422317,0,0,0,0,0,0
SMUG1P1,0,0,0,0,0,0
LOC105372244,0,0,0,0,0,0
OR1AB1P,0,0,0,0,0,0
LINC02072,0,0,0,0,0,0
CLEC4O,0,0,0,0,0,0
ZNF582-AS1,0,0,4,1,3,0
THEG5,0,0,0,0,0,0
APOC4,0,0,0,0,0,0
ZNF571-AS1,0,0,0,0,0,1
LOC100533852,0,0,0,0,0,0
RNY4P13,0,0,0,0,0,0
LINC01837,0,0,0,0,0,0
CIRBP-AS1,0,0,0,0,0,0
FAM215A,0,0,0,0,0,0
LOC105372352,0,0,0,0,0,0
ZNF285,0,0,0,0,0,0
ADAD1P2,0,0,0,0,0,0
HMGN1P31,0,0,0,0,0,0
HMGB3P28,0,0,0,0,0,0
LINC01855,0,0,0,0,0,0
LINC01864,0,0,0,0,0,0
RPSAP57,0,0,0,0,0,0
LINC01836,0,0,0,0,0,0
MIR497HG,0,0,0,1,0,0
S1PR2,3,8,4,17,3,10
LINC00868,0,0,0,0,0,0
MTCO2P2,0,0,0,0,0,0
LOC100996351,0,0,0,0,0,0
LOC105371899,0,0,0,0,0,0
KRT8P5,0,0,0,0,0,0
LOC101927151,0,0,0,0,2,0
RPL10AP13,0,0,0,0,0,0
LINC00907,0,0,6,0,1,3
LINC01926,0,0,0,0,0,0
LINC01028,0,0,0,0,0,0
CGB1,0,0,0,0,0,0
KRTAP9-6,0,0,0,0,0,0
LOC105371789,0,0,0,0,0,0
BNIP3P16,0,0,0,0,0,0
POLR2J2,0,0,0,0,0,0
LINC01482,0,0,0,2,0,0
RPL17P45,0,0,0,0,0,0
LOC400622,0,0,0,0,1,1
FDX2,1,0,0,0,0,0
EIF5AP2,0,0,0,0,0,0
ZNF224,11,17,22,32,25,21
LOC100421385,0,0,0,0,0,0
LDLRAD4-AS1,0,0,0,0,0,0
LOC101927572,0,0,0,0,0,0
FRG2LP,0,0,0,0,0,0
LOC101928844,0,0,0,0,0,0
EDDM13,0,0,0,0,0,0
LINC01539,0,0,0,0,0,0
LINC02078,0,0,0,0,0,0
LINC02565,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0
LOC105372143,0,0,0,0,0,0
LOC105372233,0,0,0,0,0,0
RPS10P27,0,0,0,0,0,0
EML2-AS1,2,0,1,0,0,1
MIR4527HG,0,0,0,0,0,0
LINC01801,0,0,0,0,0,0
LOC100419624,0,0,0,0,0,0
LINC01999,0,0,0,0,0,0
LINC01791,0,0,0,0,0,0
LINC01533,0,0,0,0,0,0
SLC25A36P1,0,0,0,0,0,0
LINC01987,0,0,0,0,0,0
SMIM22,0,0,0,0,0,0
LIN37,0,7,0,0,1,6
LOC107985131,0,0,0,0,0,0
NDUFA7,0,1,0,1,0,0
MZF1-AS1,0,0,3,2,4,0
ZNF460-AS1,0,0,0,0,0,0
LOC100131496,0,0,0,0,0,0
ZSCAN5DP,0,0,0,0,0,0
CCDC177,0,0,0,0,0,0
MIR3188,0,0,0,0,0,0
OR10B1P,0,0,0,0,0,0
LOC105372441,0,0,0,0,0,0
MAGEA9B,0,0,0,0,0,0
CARD8-AS1,0,0,0,3,1,1
PTOV1-AS1,0,0,0,0,1,0
SSX4,0,0,0,0,0,0
OR4G4P,0,0,0,0,0,0
LINC01785,0,0,0,0,0,0
ERFL,0,0,0,0,0,0
NBPF12,29,80,60,104,69,55
BNIP3P40,0,0,0,0,0,0
NAPA-AS1,0,1,0,0,0,0
SRP14P4,0,0,0,0,0,0
FMR1-AS1,0,0,0,0,0,1
RPL22P5,0,0,0,0,0,0
BNIP3P30,0,0,0,0,0,0
GABRQ,0,1,0,0,1,1
ZNF649-AS1,0,0,0,0,0,0
CYP2G2P,0,0,0,0,0,0
SLC6A14,0,0,0,0,0,0
LOC105372321,0,0,1,1,0,1
LOC100289361,0,0,0,0,0,0
LOC100129935,0,0,0,0,0,0
BNIP3P22,0,0,0,0,0,0
SMIM17,0,1,0,0,0,1
LOC100422190,0,0,0,0,0,0
OPN1MW,0,0,0,0,0,0
ARL14EPL,0,0,0,0,0,0
FKBP4P6,0,0,0,0,0,0
TCP11X1,0,0,0,0,0,0
IGFL1P2,0,0,0,0,0,0
AIRN,0,0,0,0,0,0
LINC02560,0,0,0,0,0,0
LINC01872,0,0,0,0,0,0
BNIP3P25,0,0,0,0,0,0
LRRC2-AS1,0,0,0,0,0,0
BNIP3P23,0,0,0,0,0,0
FAM156A,5,16,11,44,19,14
FENDRR,0,0,4,1,1,0
MTCO3P42,0,0,0,0,0,0
LOC644656,0,1,0,2,1,1
MTDHP3,0,0,0,0,0,0
HAVCR1P1,0,0,0,0,0,0
SSX2B,0,0,0,0,0,0
LOC93429,0,0,0,0,0,0
BNIP3P38,0,0,0,0,0,0
MIR4453HG,7,6,9,10,17,9
LOC100132686,0,0,0,0,0,0
NFILZ,0,0,0,0,0,0
RPL7AP69,0,0,0,0,0,0
LOC105372482,0,1,0,4,1,2
VN1R83P,0,0,0,2,2,0
CYP2T3P,0,0,0,0,0,0
LINC02135,0,0,0,0,0,0
MTDHP4,0,0,0,0,0,0
VN1R107P,0,0,0,0,0,0
RAET1E-AS1,0,0,0,0,0,0
VN1R106P,0,0,0,0,0,0
VN1R80P,0,0,0,0,0,0
MAGEA2,2,7,7,21,11,5
IGFL2-AS1,0,4,0,5,1,1
LOC646666,0,0,0,0,0,0
TEX13A,0,0,0,0,0,0
LOC102725254,0,0,0,0,0,0
CTAG1A,0,0,0,0,0,0
LOC100133225,0,0,0,0,0,0
MIMT1,0,0,0,0,0,0
LOC101059948,0,0,0,0,0,0
LINC00664,0,0,0,0,0,0
COX6CP7,0,0,0,0,0,0
LOC101928295,1,0,1,0,0,0
ZNF723,0,0,0,0,0,0
BNIP3P26,0,0,0,0,0,0
BNIP3P33,0,0,0,0,0,0
MTCO3P39,0,0,0,0,0,0
HSFX2,0,0,0,0,0,0
ADGRE4P,0,0,0,0,0,0
RPL7P50,0,0,0,0,0,0
VN1R87P,0,0,0,0,0,0
VN1R90P,0,0,0,0,0,0
H3Y2,0,0,0,0,0,0
LOC91370,0,0,0,0,0,0
BNIP3P32,0,0,0,0,0,0
LOC112268269,0,0,0,4,5,0
ARHGEF18,0,1,6,9,2,3
LOC284379,0,0,0,0,0,0
LOC100419847,0,0,0,0,0,0
PLCE1-AS1,0,0,0,0,0,0
A1BG-AS1,0,0,0,0,0,0
CSAG2,0,0,0,0,0,0
VN1R92P,0,0,0,0,0,0
CSAG3,0,0,0,0,0,0
CT45A1,0,0,0,0,0,0
LINC01711,0,0,0,0,0,0
ERVV-2,0,0,0,0,0,0
SPANXN2,0,0,0,0,0,0
RPL22P6,65,131,78,106,92,87
FAM236B,0,0,0,0,0,0
MAN1B1-DT,0,0,0,0,0,0
MTRNR2L2,13,23,29,16,25,18
LINC01838,0,0,0,0,0,0
BNIP3P24,0,0,0,0,0,0
LOC105372316,0,0,0,0,0,0
BNIP3P18,0,0,0,0,0,0
CALR3,0,0,0,0,0,0
ZNF728,0,1,0,1,0,0
LOC101928517,0,0,0,0,0,0
CT45A3,0,0,0,0,0,0
TPRG1LP1,0,0,0,0,0,0
LSP1P1,0,0,0,0,0,0
TRABD2B,0,0,0,0,0,0
CCNYL6,0,0,0,0,0,0
LOC441179,0,0,0,0,0,0
LINC01082,0,0,0,0,0,0
LOC375196,0,0,0,0,0,0
LINC00528,0,0,0,0,0,0
TMSB15B,10,4,9,34,12,6
ZNF350-AS1,0,0,0,0,0,0
RPL23AP78,0,0,0,0,0,0
LOC100505851,0,0,0,0,0,0
ZSCAN16-AS1,0,5,3,4,4,9
MAGIX,0,1,0,0,0,0
RAD54L2P1,0,0,0,0,0,0
VN1R93P,0,0,0,0,0,0
GOLGA2P9,0,0,0,0,0,0
IKBKG,0,0,0,0,0,0
ZNF587B,1,4,4,9,6,16
LINC01233,0,0,0,0,0,0
LOC732229,0,0,0,0,0,0
RAB11B-AS1,0,0,0,0,0,0
SPIB,0,0,0,0,0,0
NXF2,0,0,0,0,0,0
LINC01224,0,0,0,0,0,0
PLA2G4C-AS1,0,0,0,0,0,0
BNIP3P8,0,0,0,0,0,0
OPN1MW3,0,0,0,0,0,0
NXF2B,0,0,0,0,0,0
LOC100507551,0,1,1,1,0,0
H3Y1,0,0,0,0,0,0
LOC100420250,0,0,0,0,0,0
DMRTC1,0,0,0,0,0,0
BNIP3P34,0,0,0,0,0,0
ERVV-1,0,0,0,0,0,0
TMEM185A,8,5,3,2,0,0
CT45A10,0,0,0,0,0,0
OSTCP3,0,0,0,0,0,0
RPARP-AS1,0,4,2,20,3,8
MTDHP2,0,0,0,0,0,0
LOC100422633,0,0,0,0,0,0
NOP53-AS1,0,0,0,0,0,0
BNIP3P39,0,0,0,0,0,0
FKBP4P2,0,0,0,0,0,0
ZIM2,0,0,0,0,0,0
NBPF9,1,6,8,7,11,24
CCDC194,0,0,0,0,0,0
BNIP3P29,0,0,0,0,0,0
SLC25A53,6,10,11,20,28,8
LOC100422106,0,0,0,0,0,0
MIR1470,0,0,0,0,0,0
LOC100887072,0,0,0,0,0,0
KCNQ1OT1,15,64,26,39,35,32
ZNF528-AS1,1,3,1,1,0,2
CCNYL6,0,2,1,0,0,0
RNF225,0,0,0,0,0,0
EGLN2,2,0,2,0,0,3
ARHGAP19-SLIT1,0,0,0,0,0,0
SNHG8,64,44,56,108,34,66
LOC100129534,0,0,0,0,0,0
COMMD3-BMI1,0,0,0,0,0,0
RMRP,0,0,0,0,0,0
MAP2K4P1,0,2,2,3,2,7
FMC1-LUC7L2,0,0,0,0,0,0
MKNK1-AS1,0,0,0,0,0,0
SPACA6P-AS,7,7,8,4,2,2
MEI4,0,0,0,0,0,0
LOC101927972,0,0,0,0,0,0
LOC440173,1,4,1,6,3,7
LOC101928659,0,0,0,0,0,0
ZNF559-ZNF177,4,0,0,3,13,2
BMS1P7,0,0,0,0,0,0
LOC101927837,0,0,0,0,0,0
TSNAX-DISC1,0,0,1,0,0,0
LOC101928557,0,0,0,0,0,0
LINC01480,0,0,0,0,0,0
NCBP2AS2,0,2,2,1,0,0
LOC101927950,0,0,0,0,0,0
BIVM-ERCC5,0,3,0,6,5,0
MTRNR2L11,0,0,0,0,0,0
BNIP3P31,0,0,0,0,0,0
LOC152048,0,0,1,1,0,1
GTF3C6P3,0,0,0,0,0,0
DUXAP11,0,0,0,0,0,0
MTCO2P22,0,0,0,0,0,0
LOC100419811,0,0,0,0,0,0
MTND6P22,75,95,85,31,19,46
NBPF8,1,9,0,5,8,20
MTCYBP22,0,0,0,0,0,0
LOC100420336,0,0,0,0,0,0
NDUFB8P2,0,0,0,0,0,0
CORO1CP1,0,0,0,0,0,0
BNIP3P10,0,0,0,0,0,0
H4C15,0,0,0,0,0,0
LOC100419046,0,0,0,0,0,0
LOC100422449,0,0,0,0,0,0
MTATP6P2,0,0,0,0,0,0
LOC100533631,0,0,0,0,0,0
LOC100419713,0,0,0,0,0,0
BNIP3P9,0,0,0,0,0,0
LOC100419616,0,0,0,0,0,0
SMC2-AS1,0,5,1,2,0,1
XIAPP1,0,0,0,0,0,0
PPIAL4H,0,0,0,0,0,0
HMGN3-AS1,3,0,3,2,4,2
HEATR9,0,0,0,0,0,0
RNU1-154P,0,0,0,0,0,0
RFPL4AP4,0,0,0,0,0,0
MTCO3P22,0,0,0,0,0,0
SFXN4P1,0,0,0,0,0,0
PFN1P2,0,0,0,0,0,0
MTRNR2L13,0,0,1,1,1,0
DPPA3P3,0,0,0,0,0,0
CAHM,0,0,0,0,0,0
PAWRP2,0,0,0,0,0,0
LOC100419644,0,0,0,0,0,0
KNOP1P2,0,0,0,0,0,0
LOC100533677,0,0,0,0,0,0
OR7E108P,0,0,0,0,0,0
PPIGP1,0,1,5,10,11,8
AZU1P1,0,0,0,0,0,0
COPS5P2,0,0,0,0,0,0
CHCHD4P1,0,0,0,0,0,0
LOC100421651,0,0,0,0,0,0
IGHV3OR16-9,0,0,0,0,0,0
IGHV3-32,0,0,0,0,0,0
BNIP3P37,0,0,0,0,0,0
PQLC1P2,0,0,0,0,0,0
LETM1P1,0,0,0,0,0,0
LOC100128293,0,0,0,0,0,0
LOC100420680,0,0,0,0,0,0
QTRT1P1,0,0,0,0,0,0
SNRPGP19,0,0,0,0,0,0
FAM133EP,0,0,0,0,0,0
ELOCP34,0,0,0,0,0,0
LINC01235,0,1,0,0,0,0
IGHV3-30,0,0,0,0,0,0
EIF3EP4,0,0,0,0,0,0
PKD1P6-NPIPP1,0,0,0,0,0,0
LOC100420872,0,0,0,0,0,0
SNX2P1,0,0,0,0,0,0
HCG17,0,0,0,0,0,0
PPIAP52,0,0,0,0,0,0
SGO1P1,0,0,0,0,0,0
URGCP-MRPS24,0,6,8,0,6,18
LOC401913,0,0,0,0,0,0
NUDT19P6,0,0,0,0,0,0
NBPF14,23,30,20,78,38,42
LOC100287840,0,0,0,0,0,0
ECM1P1,0,0,0,0,0,0
TSIX,37,43,25,34,20,28
TAF15,46,100,82,73,60,55
CYP2C61P,0,0,0,0,0,0
FTLP9,0,0,0,0,0,0
